county_fips,year,cert,deposits
13277,2025,22257,119765
13277,2025,9846,95935
13285,2025,873,427968
13285,2025,33555,283027
13285,2025,25796,245624
13285,2025,3510,138717
13285,2025,22257,133954
13295,2025,9245,369509
13295,2025,4382,82230
13295,2025,873,68349
13295,2025,22257,50665
13295,2025,11813,44569
13297,2025,873,627137
13297,2025,3511,376756
13297,2025,14065,314396
13297,2025,3510,202271
13297,2025,110,172696
13313,2025,9846,553899
13313,2025,3511,486057
13313,2025,12368,315661
13313,2025,110,295229
13313,2025,8663,275783
18173,2025,3832,365797
18173,2025,6672,193629
18173,2025,13113,175123
18173,2025,4398,160444
18173,2025,17393,89455
21111,2025,6384,7768768
21111,2025,628,6289366
21111,2025,258,3954699
21111,2025,23627,3524353
21111,2025,6672,2827801
21227,2025,35568,772503
21227,2025,6548,488994
21227,2025,9846,454185
21227,2025,8136,394504
21227,2025,5854,284297
24027,2025,3510,2489203
24027,2025,588,1143367
24027,2025,34589,942156
24027,2025,6384,896164
24027,2025,4297,764778
24031,2025,4297,7553335
24031,2025,3510,7166746
24031,2025,34742,6847452
24031,2025,34589,6565146
24031,2025,57614,6012464
28033,2025,11813,1324407
28033,2025,12437,621239
28033,2025,12368,434537
28033,2025,4977,411215
28033,2025,5903,313045
37001,2025,9846,605229
37001,2025,3511,554605
37001,2025,34589,313112
37001,2025,3510,282172
37001,2025,4977,258359
37021,2025,3511,1341103
37021,2025,11063,1286996
37021,2025,27677,1145545
37021,2025,9846,987269
37021,2025,15019,846931
37025,2025,3511,989363
37025,2025,9846,657680
37025,2025,6672,574997
37025,2025,24919,251361
37025,2025,3510,239519
37037,2025,9846,226265
37037,2025,11507,137251
37037,2025,35583,125665
37037,2025,11063,122506
37037,2025,3511,110262
37057,2025,7888,878502
37057,2025,9846,555686
37057,2025,35583,518368
37057,2025,15019,248164
37057,2025,3511,226757
37063,2025,24045,5722038
37063,2025,3511,1641867
37063,2025,9846,1415134
37063,2025,3510,769038
37063,2025,4977,529336
37067,2025,9846,3181974
37067,2025,3511,2336688
37067,2025,4977,892035
37067,2025,3510,873292
37067,2025,11063,781754
37081,2025,9846,2739123
37081,2025,3511,2041973
37081,2025,3510,1978152
37081,2025,35583,1704183
37081,2025,11063,791410
37097,2025,3511,760893
37097,2025,9846,628319
37097,2025,3510,523229
37097,2025,7888,500355
37097,2025,58691,454281
37119,2025,3510,318266404
37119,2025,9846,85344036
37119,2025,3511,30619113
37119,2025,6672,3913140
37119,2025,11063,2258553
37135,2025,3510,881868
37135,2025,9846,825430
37135,2025,3511,793543
37135,2025,4977,284216
37135,2025,6672,240333
37147,2025,11063,682281
37147,2025,9846,539858
37147,2025,3511,470277
37147,2025,15359,389948
37147,2025,35095,342083
37151,2025,35583,440632
37151,2025,4977,324805
37151,2025,15019,267407
37151,2025,3511,260989
37151,2025,11507,240206
37159,2025,2036,594106
37159,2025,3511,315024
37159,2025,9846,204953
37159,2025,110,121969
37159,2025,3510,113110
37167,2025,24919,652972
37167,2025,35583,234935
37167,2025,3511,223044
37167,2025,15019,180007
37167,2025,11063,112231
37179,2025,9846,1022447
37179,2025,11063,528770
37179,2025,3511,403268
37179,2025,6672,400386
37179,2025,3510,301634
37183,2025,11063,62451928
37183,2025,3511,8267143
37183,2025,9846,6831737
37183,2025,3510,4140903
37183,2025,6384,3637833
45013,2025,57756,1173212
45013,2025,3511,957395
45013,2025,3510,864520
45013,2025,33555,856551
45013,2025,9846,644628
45015,2025,33555,474253
45015,2025,11063,365061
45015,2025,3511,238740
45015,2025,1660,222393
45015,2025,873,212326
45019,2025,3511,3628892
45019,2025,3510,2687963
45019,2025,33555,2302252
45019,2025,9846,1181450
45019,2025,35583,1091291
45027,2025,15671,245779
45027,2025,873,111499
45027,2025,15932,55532
45027,2025,11063,45253
45027,2025,28396,18270
45035,2025,11063,437539
45035,2025,3510,392953
45035,2025,3511,383533
45035,2025,33555,303899
45035,2025,9846,188452
45041,2025,3511,629963
45041,2025,33555,477153
45041,2025,11063,413007
45041,2025,35214,389950
45041,2025,15932,383275
45045,2025,9846,2173949
45045,2025,3511,2031350
45045,2025,3510,1923498
45045,2025,35295,1776590
45045,2025,18409,1774770
45051,2025,2102,1444315
45051,2025,9923,1228596
45051,2025,9846,1132291
45051,2025,3511,1087432
45051,2025,18409,998984
45055,2025,28396,300292
45055,2025,3510,185075
45055,2025,11063,180224
45055,2025,3511,109764
45055,2025,873,109073
45061,2025,873,112271
45061,2025,11063,46421
45061,2025,28396,16226
45061,2025,15932,12286
45063,2025,9846,1276093
45063,2025,3511,1034904
45063,2025,3510,810794
45063,2025,34047,736314
45063,2025,11063,540451
45077,2025,9846,717103
45077,2025,3511,399944
45077,2025,33555,357462
45077,2025,3510,353024
45077,2025,11063,333950
45079,2025,3510,8572551
45079,2025,9846,2808667
45079,2025,11063,1738854
45079,2025,3511,1549511
45079,2025,873,1228082
45083,2025,9846,1380149
45083,2025,11063,1060320
45083,2025,3510,830253
45083,2025,3511,627460
45083,2025,16889,355236
45085,2025,873,390991
45085,2025,3511,245465
45085,2025,11063,241025
45085,2025,9846,107030
45085,2025,15671,90852
45091,2025,3511,946706
45091,2025,33555,870166
45091,2025,3510,604182
45091,2025,18409,544516
45091,2025,11063,507052
47001,2025,12368,368534
47001,2025,35583,262759
47001,2025,9846,155016
47001,2025,3510,140165
47001,2025,34023,133858
47003,2025,27211,589290
47003,2025,35583,172443
47003,2025,57465,160276
47003,2025,12368,116489
47003,2025,8663,97892
47009,2025,4977,895096
47009,2025,21227,442484
47009,2025,12368,397808
47009,2025,9846,299225
47009,2025,35583,251856
47011,2025,35583,512307
47011,2025,4977,382148
47011,2025,4972,365376
47011,2025,12368,334515
47011,2025,9846,302740
47021,2025,35583,250373
47021,2025,16889,207861
47021,2025,6548,155586
47021,2025,4382,123118
47021,2025,34936,38217
47037,2025,35583,15440535
47037,2025,3510,10300059
47037,2025,12368,6061505
47037,2025,9846,5539196
47037,2025,4977,2932708
47043,2025,29782,469939
47043,2025,35417,256169
47043,2025,17327,254701
47043,2025,8663,132782
47043,2025,6548,126043
47065,2025,4977,2719877
47065,2025,35583,2350578
47065,2025,9846,1984444
47065,2025,12368,1611720
47065,2025,3510,773058
47093,2025,4977,3646102
47093,2025,35583,2849206
47093,2025,9846,2822578
47093,2025,12368,2084548
47093,2025,29683,1807930
47149,2025,35583,2237326
47149,2025,8663,800616
47149,2025,26962,798259
47149,2025,12368,714477
47149,2025,3510,698809
47157,2025,4977,13535323
47157,2025,12368,3669650
47157,2025,35583,2468134
47157,2025,3510,1796458
47157,2025,34728,1547346
47165,2025,4977,833542
47165,2025,22451,665190
47165,2025,12368,546315
47165,2025,35583,516780
47165,2025,26962,402911
47167,2025,22020,173812
47167,2025,4972,173747
47167,2025,57416,163551
47167,2025,11813,150465
47167,2025,12368,141388
47187,2025,35583,2216066
47187,2025,8663,1628405
47187,2025,3510,1427215
47187,2025,6672,1340465
47187,2025,12368,1313828
47189,2025,26962,2240852
47189,2025,35583,579434
47189,2025,58208,423618
47189,2025,12368,275659
47189,2025,9846,225723
48113,2025,3510,120689188
48113,2025,628,61694104
48113,2025,34383,11586799
48113,2025,29209,10695074
48113,2025,3511,8432165
51013,2025,3510,1699944
51013,2025,9846,1654137
51013,2025,3511,1441015
51013,2025,22858,816968
51013,2025,628,605782
51019,2025,34589,324377
51019,2025,58563,272804
51019,2025,3511,271807
51019,2025,35207,201790
51019,2025,9846,197671
51059,2025,4297,61235709
51059,2025,9846,14490797
51059,2025,3511,12997452
51059,2025,3510,8283938
51059,2025,22858,4138056
51067,2025,58596,390235
51067,2025,9846,306964
51067,2025,34589,233580
51067,2025,4977,145362
51067,2025,13876,101591
51107,2025,9846,1600173
51107,2025,3510,1568454
51107,2025,3511,1399239
51107,2025,34589,732339
51107,2025,4297,629969
51161,2025,3511,885088
51161,2025,9846,553314
51161,2025,34589,370123
51161,2025,6137,184488
51161,2025,11063,171759
51680,2025,9846,655062
51680,2025,3511,415368
51680,2025,35207,343253
51680,2025,3510,342217
51680,2025,58596,127547
51770,2025,9846,1209096
51770,2025,35583,716546
51770,2025,3511,420342
51770,2025,11063,180933
51770,2025,34589,175939
51775,2025,9846,355606
51775,2025,3511,230247
51775,2025,34589,206908
51775,2025,13876,75338
51775,2025,11063,58960
