CERT,YEAR,UNINUMBR,STALPBR,CNTYNAMB,STCNTYBR,DEPSUMBR
873,2020,432098,GA,Chatham,13051,316495
873,2020,453414,GA,Chatham,13051,63303
873,2020,461369,GA,Bulloch,13031,90447
873,2020,461371,GA,Chatham,13051,65181
873,2020,478812,GA,Chatham,13051,32347
873,2020,14656,AL,Montgomery,1101,829469
873,2020,252431,AL,Montgomery,1101,71067
873,2020,252432,AL,Autauga,1001,62921
873,2020,467238,FL,Duval,12031,55733
873,2020,479948,FL,Duval,12031,296722
873,2020,56829,FL,Pinellas,12103,118444
873,2020,290425,FL,Pasco,12101,92547
873,2020,290426,FL,Pinellas,12103,59658
873,2020,364136,FL,Pinellas,12103,56948
873,2020,366302,FL,Manatee,12081,45631
873,2020,255835,FL,Pinellas,12103,131146
873,2020,255838,FL,Pinellas,12103,75256
873,2020,255839,FL,Pinellas,12103,42657
873,2020,444096,FL,Pinellas,12103,82288
873,2020,453006,FL,Hillsborough,12057,372617
873,2020,454248,FL,Hillsborough,12057,28020
873,2020,456594,FL,Manatee,12081,61270
873,2020,457908,FL,Pasco,12101,42000
873,2020,458099,FL,Sarasota,12115,56256
873,2020,468421,FL,Pinellas,12103,94917
873,2020,470767,FL,Pasco,12101,33144
873,2020,74894,FL,Collier,12021,76701
873,2020,463126,FL,Sarasota,12115,117214
873,2020,474014,FL,Lee,12071,40591
873,2020,265823,GA,Glynn,13127,64670
873,2020,453009,GA,Glynn,13127,142864
873,2020,491166,GA,Glynn,13127,70025
873,2020,1390,SC,Sumter,45085,268361
873,2020,191332,SC,Richland,45079,604896
873,2020,191333,SC,Clarendon,45027,95402
873,2020,191335,SC,Lee,45061,75163
873,2020,186445,GA,Muscogee,13215,128950
873,2020,191336,SC,Richland,45079,87855
873,2020,191340,SC,Sumter,45085,67150
873,2020,11077,SC,Horry,45051,61514
873,2020,239927,SC,Horry,45051,171940
873,2020,253156,SC,Berkeley,45015,43598
873,2020,253158,SC,Charleston,45019,106094
873,2020,191342,SC,Dorchester,45035,35172
873,2020,191343,SC,Sumter,45085,54396
873,2020,191345,SC,Lexington,45063,122727
873,2020,191348,SC,Kershaw,45055,85461
873,2020,45016,SC,Charleston,45019,324431
873,2020,191350,SC,Beaufort,45013,46319
873,2020,191351,SC,Lexington,45063,36856
873,2020,191354,SC,Greenville,45045,42103
873,2020,191355,SC,Greenville,45045,153349
873,2020,191356,SC,Florence,45041,99741
873,2020,262374,SC,Richland,45079,111619
873,2020,262375,SC,Richland,45079,72752
873,2020,262376,SC,Richland,45079,36729
873,2020,191358,SC,Horry,45051,117585
873,2020,191361,SC,Charleston,45019,57454
873,2020,191362,SC,Anderson,45007,27251
873,2020,191363,SC,Charleston,45019,49836
873,2020,334459,SC,Beaufort,45013,52605
873,2020,186470,GA,Muscogee,13215,120682
873,2020,334460,SC,Lexington,45063,49810
873,2020,357424,SC,Berkeley,45015,56001
873,2020,40260,SC,Spartanburg,45083,146322
873,2020,262198,SC,Spartanburg,45083,42944
873,2020,419619,SC,Charleston,45019,0
873,2020,469120,SC,Richland,45079,75293
873,2020,493272,SC,Charleston,45019,65438
873,2020,15151,FL,Leon,12073,30848
873,2020,253659,FL,Leon,12073,138724
873,2020,253660,FL,Leon,12073,135913
873,2020,468530,FL,Leon,12073,58820
873,2020,288949,TN,Davidson,47037,45498
873,2020,288950,TN,Williamson,47187,27876
873,2020,288951,TN,Sumner,47165,32032
873,2020,365265,TN,Williamson,47187,26442
873,2020,365623,TN,Davidson,47037,21157
873,2020,455355,TN,Davidson,47037,17927
873,2020,464968,TN,Rutherford,47149,12242
873,2020,470791,TN,Davidson,47037,32831
873,2020,512005,GA,Muscogee,13215,72676
873,2020,512440,AL,Mobile,1097,38279
873,2020,526389,GA,Camden,13039,77974
873,2020,569314,TN,Davidson,47037,210881
873,2020,573176,FL,Sarasota,12115,311885
873,2020,577678,FL,Duval,12031,64405
873,2020,591421,GA,Cobb,13067,633543
873,2020,592852,GA,Fulton,13121,9833
873,2020,186475,GA,Muscogee,13215,109247
873,2020,597609,GA,Richmond,13245,0
873,2020,602981,GA,Thomas,13275,0
873,2020,604845,GA,Bibb,13021,67214
873,2020,446265,FL,Miami-Dade,12086,49014
873,2020,497944,FL,Miami-Dade,12086,384432
873,2020,3858,FL,Collier,12021,69380
873,2020,15122,FL,Lee,12071,92620
873,2020,12618,FL,Hendry,12051,90523
873,2020,207975,FL,Charlotte,12015,105480
873,2020,361343,FL,Lee,12071,212057
873,2020,362620,FL,Charlotte,12015,130162
873,2020,442372,FL,Lee,12071,67545
873,2020,35262,FL,Charlotte,12015,110100
873,2020,259693,FL,Sarasota,12115,107265
873,2020,259695,FL,Miami-Dade,12086,125666
873,2020,259696,FL,Broward,12011,138576
873,2020,363099,FL,Palm Beach,12099,185053
873,2020,439425,FL,Palm Beach,12099,829118
873,2020,186446,GA,Muscogee,13215,49827
873,2020,466958,FL,Palm Beach,12099,305558
873,2020,489871,FL,Palm Beach,12099,113260
873,2020,512925,FL,Lee,12071,51427
873,2020,80562,FL,Volusia,12127,179621
873,2020,472091,FL,Volusia,12127,162626
873,2020,32715,FL,Orange,12095,405245
873,2020,258854,FL,Seminole,12117,278177
873,2020,360604,FL,Orange,12095,133995
873,2020,476597,FL,Orange,12095,134280
873,2020,186478,GA,Chattahoochee,13053,41396
873,2020,418718,FL,Hernando,12053,81880
873,2020,61961,FL,Brevard,12009,64190
873,2020,419128,FL,Brevard,12009,103456
873,2020,521338,FL,Collier,12021,194769
873,2020,521339,FL,Collier,12021,426475
873,2020,61932,FL,St. Lucie,12111,81061
873,2020,425155,FL,Martin,12085,163632
873,2020,429729,FL,St. Lucie,12111,74670
873,2020,450393,FL,Indian River,12061,76324
873,2020,423008,FL,Miami-Dade,12086,226041
873,2020,437910,FL,Broward,12011,980012
873,2020,450327,FL,Miami-Dade,12086,69595
873,2020,450328,FL,Broward,12011,50963
873,2020,450331,FL,Miami-Dade,12086,156428
873,2020,451781,FL,Miami-Dade,12086,85490
873,2020,454724,FL,Miami-Dade,12086,93155
873,2020,580607,FL,Broward,12011,155775
873,2020,186480,GA,Muscogee,13215,79672
873,2020,592544,FL,Hillsborough,12057,24488
873,2020,362926,FL,Broward,12011,70543
873,2020,480334,FL,Palm Beach,12099,57662
873,2020,511425,FL,Palm Beach,12099,58232
873,2020,581611,FL,Palm Beach,12099,48159
873,2020,605502,FL,Lake,12069,16849
873,2020,616800,FL,Seminole,12117,9994
873,2020,617347,FL,Broward,12011,7459
873,2020,621540,GA,Cobb,13067,3276
873,2020,625247,FL,Hillsborough,12057,238784
873,2020,365539,GA,Muscogee,13215,57935
873,2020,453624,GA,Muscogee,13215,0
873,2020,41059,GA,Clarke,13059,556668
873,2020,265737,GA,Clarke,13059,99186
873,2020,265738,GA,Clarke,13059,134744
873,2020,265739,GA,Hart,13147,109802
873,2020,265740,GA,Oconee,13219,72995
873,2020,265741,GA,Clarke,13059,106763
873,2020,43832,GA,Franklin,13119,47783
873,2020,265745,GA,Clarke,13059,106116
873,2020,32828,GA,Oconee,13219,215552
873,2020,423492,GA,Gwinnett,13135,47094
873,2020,453007,GA,Richmond,13245,68025
873,2020,461000,GA,Oconee,13219,47500
873,2020,462467,GA,Columbia,13073,213653
873,2020,8776,GA,Walton,13297,278122
873,2020,230860,GA,Walton,13297,131663
873,2020,14388,GA,Coweta,13077,125669
873,2020,251742,GA,Coweta,13077,79219
873,2020,251743,GA,Coweta,13077,62399
873,2020,251745,GA,Coweta,13077,59769
873,2020,44037,GA,Fulton,13121,495505
873,2020,283802,GA,Pickens,13227,53191
873,2020,283804,GA,Cherokee,13057,247389
873,2020,283805,GA,Cherokee,13057,238563
873,2020,283806,GA,Fulton,13121,207487
873,2020,283807,GA,Fulton,13121,159471
873,2020,360057,GA,Gwinnett,13135,89182
873,2020,360058,GA,Forsyth,13117,181656
873,2020,39561,GA,Dekalb,13089,247456
873,2020,261722,GA,Gwinnett,13135,64082
873,2020,39934,GA,Cobb,13067,189431
873,2020,36353,GA,Cobb,13067,232726
873,2020,365237,GA,Cobb,13067,138800
873,2020,365238,GA,Fulton,13121,274602
873,2020,450832,GA,Gwinnett,13135,81232
873,2020,35980,GA,Fayette,13113,203861
873,2020,360506,GA,Fayette,13113,77199
873,2020,12722,GA,Newton,13217,111716
873,2020,246673,GA,Newton,13217,67379
873,2020,246674,GA,Newton,13217,51122
