fips,county_name,state_name,popestimate2020,popestimate2025,domesticmig_2021_2025,netmig_2021_2025,births_2021_2025,deaths_2021_2025
18151,Steuben County,Indiana,34452,34799,538,723,1685,2042
18153,Sullivan County,Indiana,20820,20831,262,270,1101,1364
18155,Switzerland County,Indiana,9740,10037,317,318,572,598
18157,Tippecanoe County,Indiana,186383,190456,-7933,1352,9465,6943
18159,Tipton County,Indiana,15389,15319,32,103,821,994
18161,Union County,Indiana,7085,6863,-96,-88,315,449
18163,Vanderburgh County,Indiana,180341,181995,-11,2170,10757,11256
18165,Vermillion County,Indiana,15402,15488,320,361,799,1080
18167,Vigo County,Indiana,106143,106512,417,1484,5542,6677
18169,Wabash County,Indiana,30932,30713,478,538,1610,2358
18171,Warren County,Indiana,8425,8474,153,179,360,487
18173,Warrick County,Indiana,64003,66803,2757,3069,3242,3510
18175,Washington County,Indiana,28230,28383,452,498,1587,1926
18177,Wayne County,Indiana,66517,66169,368,872,3703,4916
18179,Wells County,Indiana,28161,28883,584,777,1623,1689
18181,White County,Indiana,24674,25164,-161,515,1583,1605
18183,Whitley County,Indiana,34337,35046,549,595,1943,1819
19001,Adair County,Iowa,7498,7403,22,62,427,577
19003,Adams County,Iowa,3710,3617,-40,-36,194,247
19005,Allamakee County,Iowa,14072,14238,-255,124,871,826
19007,Appanoose County,Iowa,12283,12077,93,137,632,965
19009,Audubon County,Iowa,5680,5509,-53,-33,311,454
19011,Benton County,Iowa,25552,26004,397,426,1360,1314
19013,Black Hawk County,Iowa,131037,131532,-2624,-233,7973,7234
19015,Boone County,Iowa,26705,26799,489,495,1291,1682
19017,Bremer County,Iowa,25014,25296,261,354,1263,1324
19019,Buchanan County,Iowa,20608,20883,-50,71,1369,1169
19021,Buena Vista County,Iowa,20800,20449,-1662,-932,1423,864
19023,Butler County,Iowa,14337,14049,-121,-52,717,955
19025,Calhoun County,Iowa,9895,9562,-69,-51,452,737
19027,Carroll County,Iowa,20725,20303,-321,-253,1147,1319
19029,Cass County,Iowa,13118,12960,228,261,651,1070
19031,Cedar County,Iowa,18486,18359,56,104,853,1074
19033,Cerro Gordo County,Iowa,43018,42372,-132,44,2074,2773
19035,Cherokee County,Iowa,11648,11369,15,101,621,991
19037,Chickasaw County,Iowa,11995,11663,-416,-205,672,804
19039,Clarke County,Iowa,9731,9574,-244,-152,629,644
19041,Clay County,Iowa,16341,16202,-75,57,817,1002
19043,Clayton County,Iowa,17027,16845,-59,-13,921,1081
19045,Clinton County,Iowa,46431,46002,68,145,2593,3169
19047,Crawford County,Iowa,16487,16237,-876,-484,1079,836
19049,Dallas County,Iowa,100521,118457,12064,14141,6871,3144
19051,Davis County,Iowa,9116,9230,-311,-222,804,473
19053,Decatur County,Iowa,7728,7655,-52,-10,451,507
19055,Delaware County,Iowa,17456,17674,217,230,1007,1014
19057,Des Moines County,Iowa,38849,38077,-387,-90,2002,2672
19059,Dickinson County,Iowa,17775,18077,615,667,791,1154
19061,Dubuque County,Iowa,99311,99381,-846,-194,5549,5280
19063,Emmet County,Iowa,9341,9107,-114,-102,515,658
19065,Fayette County,Iowa,19448,19047,-211,-137,1048,1302
19067,Floyd County,Iowa,15595,14901,-470,-458,839,1074
19069,Franklin County,Iowa,9991,9868,-210,-23,627,733
19071,Fremont County,Iowa,6575,6522,72,73,323,453
19073,Greene County,Iowa,8749,8658,77,100,430,622
19075,Grundy County,Iowa,12337,12361,50,120,677,781
19077,Guthrie County,Iowa,10614,10782,317,383,469,673
19079,Hamilton County,Iowa,15014,14944,-400,-57,957,964
19081,Hancock County,Iowa,10763,10528,-185,-150,576,657
19083,Hardin County,Iowa,16831,16455,-133,77,795,1248
19085,Harrison County,Iowa,14560,14623,281,291,779,998
19087,Henry County,Iowa,20450,19349,-855,-797,923,1249
19089,Howard County,Iowa,9494,9415,-137,-83,599,591
19091,Humboldt County,Iowa,9599,9409,-216,-137,534,589
19093,Ida County,Iowa,7019,6777,-119,-73,363,534
19095,Iowa County,Iowa,16665,16504,-82,-85,925,1005
19097,Jackson County,Iowa,19447,19288,-21,31,1025,1207
19099,Jasper County,Iowa,37821,38153,-9,341,2055,2053
19101,Jefferson County,Iowa,15688,15291,-1069,-147,674,949
19103,Johnson County,Iowa,153071,160044,-1050,3032,8413,4504
19105,Jones County,Iowa,20658,21253,713,735,987,1123
19107,Keokuk County,Iowa,10000,9797,-24,-2,503,700
19109,Kossuth County,Iowa,14794,14322,-410,-286,854,1026
19111,Lee County,Iowa,33527,32306,-603,-471,1748,2499
19113,Linn County,Iowa,230405,232028,-3756,-104,12803,11117
19115,Louisa County,Iowa,10822,10416,-487,-331,521,603
19117,Lucas County,Iowa,8621,8847,150,262,550,580
19119,Lyon County,Iowa,11924,12354,163,258,786,611
19121,Madison County,Iowa,16631,17270,558,575,865,803
19123,Mahaska County,Iowa,22151,21880,-222,-94,1176,1338
19125,Marion County,Iowa,33420,34192,919,1012,1704,1936
19127,Marshall County,Iowa,40100,39890,-1137,55,2411,2676
19129,Mills County,Iowa,14413,14793,463,476,674,768
19131,Mitchell County,Iowa,10591,10650,57,171,601,712
19133,Monona County,Iowa,8746,8539,-22,-13,471,665
19135,Monroe County,Iowa,7600,7406,10,0,405,600
19137,Montgomery County,Iowa,10334,10002,-15,6,518,860
19139,Muscatine County,Iowa,43151,41853,-1664,-1180,2269,2390
19141,O'Brien County,Iowa,14156,14220,-80,153,920,1007
19143,Osceola County,Iowa,6201,5980,-219,-149,331,409
19145,Page County,Iowa,15202,14856,69,102,622,1066
19147,Palo Alto County,Iowa,8990,8899,-14,14,588,693
19149,Plymouth County,Iowa,25697,25697,-295,-59,1457,1400
19151,Pocahontas County,Iowa,7070,6819,-190,-96,374,531
19153,Polk County,Iowa,493013,516546,1974,13299,31877,21484
19155,Pottawattamie County,Iowa,93667,92996,-441,220,4694,5598
19157,Poweshiek County,Iowa,18638,18368,-193,-8,870,1131
19159,Ringgold County,Iowa,4641,4642,150,151,224,374
19161,Sac County,Iowa,9791,9525,-177,-149,576,691
19163,Scott County,Iowa,174599,175259,-1196,311,9342,9019
19165,Shelby County,Iowa,11718,11689,59,211,569,810
19167,Sioux County,Iowa,35888,36774,-904,-184,2470,1391
19169,Story County,Iowa,98658,101291,-1018,1681,4050,3142
19171,Tama County,Iowa,17050,16796,-349,-200,1006,1051
19173,Taylor County,Iowa,5862,5835,-11,45,344,413
19175,Union County,Iowa,12130,11829,-153,-14,590,883
19177,Van Buren County,Iowa,7221,7131,-81,-78,465,476
19179,Wapello County,Iowa,35334,35210,-1091,-105,2291,2320
19181,Warren County,Iowa,52597,57331,4181,4302,3050,2632
19183,Washington County,Iowa,22536,22667,-53,70,1446,1376
19185,Wayne County,Iowa,6507,6738,183,189,500,464
19187,Webster County,Iowa,36997,36838,-480,139,2165,2481
19189,Winnebago County,Iowa,10653,10251,-193,-165,474,718
19191,Winneshiek County,Iowa,20046,19733,-393,-237,906,985
19193,Woodbury County,Iowa,105949,106649,-3397,-1039,7062,5338
19195,Worth County,Iowa,7437,7338,-84,-65,403,437
19197,Wright County,Iowa,12919,12801,-651,-157,911,884
20001,Allen County,Kansas,12533,12302,-40,70,642,945
20003,Anderson County,Kansas,7841,8018,195,218,514,553
20005,Atchison County,Kansas,16325,16172,-126,-23,830,969
20007,Barber County,Kansas,4204,4083,-27,-22,216,309
20009,Barton County,Kansas,25437,24790,-628,-527,1508,1621
20011,Bourbon County,Kansas,14339,14319,18,12,944,979
20013,Brown County,Kansas,9480,9104,-177,-145,527,759
20015,Butler County,Kansas,67388,69484,1647,2401,3429,3695
20017,Chase County,Kansas,2574,2572,-45,64,113,179
20019,Chautauqua County,Kansas,3385,3321,50,52,162,272
20021,Cherokee County,Kansas,19303,19105,422,410,917,1523
20023,Cheyenne County,Kansas,2613,2604,36,37,169,212
20025,Clark County,Kansas,1976,1900,-47,-47,103,134
20027,Clay County,Kansas,8126,7990,3,32,401,570
20029,Cloud County,Kansas,9010,8833,29,88,473,730
20031,Coffey County,Kansas,8358,8467,152,185,470,548
20033,Comanche County,Kansas,1679,1673,42,44,102,153
20035,Cowley County,Kansas,34528,34382,-41,228,2039,2425
20037,Crawford County,Kansas,38955,39008,-277,329,2227,2513
20039,Decatur County,Kansas,2762,2716,38,60,130,233
20041,Dickinson County,Kansas,18383,18637,712,706,954,1399
20043,Doniphan County,Kansas,7471,7594,197,245,341,464
20045,Douglas County,Kansas,118781,120920,-1048,1530,4971,4388
20047,Edwards County,Kansas,2889,2640,-138,-92,152,307
20049,Elk County,Kansas,2480,2458,79,79,99,202
20051,Ellis County,Kansas,28951,29075,-435,-177,1541,1246
20053,Ellsworth County,Kansas,6367,6257,3,6,283,402
20055,Finney County,Kansas,38307,37505,-3211,-2144,2754,1437
20057,Ford County,Kansas,34213,33993,-2822,-1818,2939,1363
20059,Franklin County,Kansas,26014,26299,307,443,1464,1629
20061,Geary County,Kansas,36768,36338,-4603,-3805,4748,1365
20063,Gove County,Kansas,2712,2631,-49,-48,178,209
20065,Graham County,Kansas,2406,2371,62,63,132,224
20067,Grant County,Kansas,7325,7028,-688,-481,485,313
20069,Gray County,Kansas,5644,5652,-132,-109,462,340
20071,Greeley County,Kansas,1276,1182,-86,-86,101,109
20073,Greenwood County,Kansas,5961,5826,89,99,249,486
20075,Hamilton County,Kansas,2489,2500,-277,-87,201,111
20077,Harper County,Kansas,5471,5370,26,46,318,460
20079,Harvey County,Kansas,33996,33580,29,66,1851,2326
20081,Haskell County,Kansas,3758,3599,-290,-239,278,194
20083,Hodgeman County,Kansas,1741,1619,-24,-21,78,178
20085,Jackson County,Kansas,13237,13438,84,193,798,787
20087,Jefferson County,Kansas,18330,18296,211,226,817,1069
20089,Jewell County,Kansas,2928,2830,-41,-31,147,214
20091,Johnson County,Kansas,611129,636906,2057,15077,34486,23973
20093,Kearny County,Kansas,3968,3888,-255,-168,304,218
20095,Kingman County,Kansas,7427,7029,319,321,358,1077
20097,Kiowa County,Kansas,2457,2432,-67,-8,159,173
20099,Labette County,Kansas,20169,19685,-245,-199,1168,1445
20101,Lane County,Kansas,1568,1508,-3,-3,113,171
20103,Leavenworth County,Kansas,81974,84590,1370,1922,4421,3749
20105,Lincoln County,Kansas,2950,2861,10,13,131,231
20107,Linn County,Kansas,9595,9950,587,590,498,724
20109,Logan County,Kansas,2742,2661,-41,-25,184,240
20111,Lyon County,Kansas,32110,32266,-710,35,1728,1613
20113,McPherson County,Kansas,30195,30064,273,431,1502,2072
20115,Marion County,Kansas,11788,11634,52,69,612,840
20117,Marshall County,Kansas,10020,9852,-5,6,494,670
20119,Meade County,Kansas,4059,3852,-240,-200,257,267
20121,Miami County,Kansas,34224,36240,1937,1958,1914,1851
20123,Mitchell County,Kansas,5776,5590,-71,-61,343,463
20125,Montgomery County,Kansas,31401,30177,-571,-365,1553,2416
20127,Morris County,Kansas,5363,5348,78,107,260,379
20129,Morton County,Kansas,2697,2470,-246,-227,144,148
20131,Nemaha County,Kansas,10268,10054,-222,-179,676,717
20133,Neosho County,Kansas,15916,15637,-270,-155,996,1121
20135,Ness County,Kansas,2674,2617,-30,27,155,240
20137,Norton County,Kansas,5452,5288,-76,-56,252,361
20139,Osage County,Kansas,15747,15693,322,324,758,1135
20141,Osborne County,Kansas,3487,3285,-108,-99,192,293
20143,Ottawa County,Kansas,5729,5744,140,140,273,388
20145,Pawnee County,Kansas,6251,5991,-109,-109,290,442
20147,Phillips County,Kansas,4969,4728,-108,-99,257,391
20149,Pottawatomie County,Kansas,25422,27186,685,884,1913,1031
20151,Pratt County,Kansas,9140,9117,46,53,514,591
20153,Rawlins County,Kansas,2567,2431,-68,-60,137,216
20155,Reno County,Kansas,61891,61539,495,685,3245,4265
20157,Republic County,Kansas,4677,4640,111,144,236,412
20159,Rice County,Kansas,9382,9266,-53,-4,527,639
20161,Riley County,Kansas,72011,72598,-2799,-932,3608,2164
20163,Rooks County,Kansas,4886,4646,-139,-134,234,342
20165,Rush County,Kansas,2940,2845,31,47,138,282
20167,Russell County,Kansas,6677,6581,105,110,351,554
20169,Saline County,Kansas,54260,53377,-1027,-469,2926,3335
20171,Scott County,Kansas,5141,4815,-386,-393,356,295
20173,Sedgwick County,Kansas,524831,538433,607,7903,32780,27025
20175,Seward County,Kansas,21857,21073,-2174,-1837,1843,832
20177,Shawnee County,Kansas,178699,178607,-322,877,9599,10616
20179,Sheridan County,Kansas,2446,2427,16,27,144,189
20181,Sherman County,Kansas,5907,5763,-80,-94,339,396
20183,Smith County,Kansas,3566,3566,99,124,172,294
20185,Stafford County,Kansas,4060,4005,-3,2,262,314
20187,Stanton County,Kansas,2079,1986,-268,-99,115,114
20189,Stevens County,Kansas,5242,4984,-365,-329,306,249
20191,Sumner County,Kansas,22341,22312,301,316,1196,1541
20193,Thomas County,Kansas,7926,7725,-436,-339,554,417
20195,Trego County,Kansas,2809,2740,10,27,140,236
20197,Wabaunsee County,Kansas,6895,7018,118,139,338,350
20199,Wallace County,Kansas,1512,1441,-104,-104,117,81
20201,Washington County,Kansas,5544,5533,-88,-12,346,346
20203,Wichita County,Kansas,2150,2031,-205,-170,174,120
20205,Wilson County,Kansas,8581,8299,86,86,396,766
20207,Woodson County,Kansas,3095,3118,130,130,134,244
20209,Wyandotte County,Kansas,168921,170597,-9643,-1907,11761,8213
21001,Adair County,Kentucky,18885,19423,636,840,989,1294
21003,Allen County,Kentucky,20573,22536,1862,1899,1374,1335
21005,Anderson County,Kentucky,23902,25225,1160,1326,1391,1409
21007,Ballard County,Kentucky,7712,7594,126,157,370,648
21009,Barren County,Kentucky,44508,45641,1186,1637,2682,3206
21011,Bath County,Kentucky,12715,13176,560,563,865,966
21013,Bell County,Kentucky,23981,22829,-98,-110,1309,2349
21015,Boone County,Kentucky,136472,145316,3024,5838,8553,5578
21017,Bourbon County,Kentucky,20299,20243,141,272,1027,1355
21019,Boyd County,Kentucky,48209,47751,755,818,2524,3831
21021,Boyle County,Kentucky,30754,31632,1088,1331,1577,2056
21023,Bracken County,Kentucky,8399,8511,245,273,448,606
21025,Breathitt County,Kentucky,13701,12558,-657,-632,709,1230
21027,Breckinridge County,Kentucky,20443,21503,1252,1257,1249,1451
21029,Bullitt County,Kentucky,82365,86454,3887,4480,3845,4263
21031,Butler County,Kentucky,12321,12520,178,355,729,886
21033,Caldwell County,Kentucky,12642,12609,113,88,781,901
21035,Calloway County,Kentucky,37595,39421,1948,2410,1722,2311
21037,Campbell County,Kentucky,93141,95441,1233,1886,5000,4614
21039,Carlisle County,Kentucky,4807,4747,63,87,294,439
21041,Carroll County,Kentucky,10831,11141,192,258,805,757
21043,Carter County,Kentucky,26614,26149,369,392,1331,2191
21045,Casey County,Kentucky,15926,16205,456,517,896,1127
21047,Christian County,Kentucky,72752,70115,-6130,-5644,6785,3884
21049,Clark County,Kentucky,37033,37888,1214,1339,2046,2554
21051,Clay County,Kentucky,20308,19465,-297,-288,1068,1637
21053,Clinton County,Kentucky,9231,9139,22,110,588,792
21055,Crittenden County,Kentucky,9002,8807,-56,-35,524,681
21057,Cumberland County,Kentucky,5860,5992,317,320,363,556
21059,Daviess County,Kentucky,103398,104898,-185,1391,6486,6366
21061,Edmonson County,Kentucky,12140,12749,828,865,580,846
21063,Elliott County,Kentucky,7333,7265,103,103,274,441
21065,Estill County,Kentucky,14156,13962,353,407,650,1262
21067,Fayette County,Kentucky,322620,329751,-11015,3079,18406,14195
21069,Fleming County,Kentucky,15089,15787,692,685,1030,1013
21071,Floyd County,Kentucky,35805,34401,26,32,1774,3255
21073,Franklin County,Kentucky,51600,52649,1431,1923,2604,3470
21075,Fulton County,Kentucky,6510,6218,-37,-47,330,571
21077,Gallatin County,Kentucky,8674,8840,185,218,546,592
21079,Garrard County,Kentucky,16965,18207,1499,1636,856,1223
21081,Grant County,Kentucky,25014,26181,870,877,1751,1452
21083,Graves County,Kentucky,36533,37050,504,915,2214,2595
21085,Grayson County,Kentucky,26458,27406,992,1008,1885,1938
21087,Green County,Kentucky,11129,11644,736,732,627,845
21089,Greenup County,Kentucky,35885,35213,434,495,1626,2787
21091,Hancock County,Kentucky,9104,9050,23,23,478,557
21093,Hardin County,Kentucky,110834,113482,1145,2095,6687,6129
21095,Harlan County,Kentucky,26752,24725,-831,-838,1374,2561
21097,Harrison County,Kentucky,18710,19627,1141,1135,1185,1402
21099,Hart County,Kentucky,19288,20117,846,843,1253,1260
21101,Henderson County,Kentucky,44677,44255,-341,-23,2578,2971
21103,Henry County,Kentucky,15693,16447,786,843,919,1005
21105,Hickman County,Kentucky,4528,4372,96,106,192,453
21107,Hopkins County,Kentucky,45369,45127,247,664,2492,3392
21109,Jackson County,Kentucky,12969,13325,580,577,781,1004
21111,Jefferson County,Kentucky,782866,795222,-28957,9832,48317,45564
21113,Jessamine County,Kentucky,53038,57147,2257,3727,3179,2828
21115,Johnson County,Kentucky,22648,22051,59,103,1148,1858
21117,Kenton County,Kentucky,169263,175779,870,3913,10798,8229
21119,Knott County,Kentucky,14163,13321,-179,-136,550,1255
21121,Knox County,Kentucky,30186,29532,-43,17,1816,2506
21123,Larue County,Kentucky,14879,15184,459,513,781,998
21125,Laurel County,Kentucky,62733,63746,1595,1676,3346,4056
21127,Lawrence County,Kentucky,16300,15765,-22,-25,761,1276
21129,Lee County,Kentucky,7365,7297,255,255,355,677
21131,Leslie County,Kentucky,10470,9627,-422,-422,467,894
21133,Letcher County,Kentucky,21465,19952,-563,-532,976,1972
21135,Lewis County,Kentucky,13088,12901,52,45,764,989
21137,Lincoln County,Kentucky,24249,25353,1249,1237,1581,1737
21139,Livingston County,Kentucky,8871,8863,289,285,454,737
21141,Logan County,Kentucky,27515,28669,1211,1265,1765,1875
21143,Lyon County,Kentucky,8673,9123,763,779,276,665
21145,McCracken County,Kentucky,67923,67553,506,884,3404,4661
21147,McCreary County,Kentucky,16840,17124,539,543,955,1232
21149,McLean County,Kentucky,9134,9064,163,174,484,729
21151,Madison County,Kentucky,93002,101696,7391,8089,5403,4999
21153,Magoffin County,Kentucky,11606,11110,-198,-215,646,929
21155,Marion County,Kentucky,19587,20115,409,660,1087,1214
21157,Marshall County,Kentucky,31689,31659,924,910,1407,2333
21159,Martin County,Kentucky,11252,10697,-205,-206,481,836
21161,Mason County,Kentucky,17135,16936,58,115,941,1243
21163,Meade County,Kentucky,30030,30699,744,781,1324,1432
21165,Menifee County,Kentucky,6138,6430,479,478,345,532
21167,Mercer County,Kentucky,22654,23733,1396,1464,1273,1666
21169,Metcalfe County,Kentucky,10286,10583,425,532,624,856
21171,Monroe County,Kentucky,11315,11191,102,124,727,982
21173,Montgomery County,Kentucky,28115,28822,873,894,1671,1871
21175,Morgan County,Kentucky,13733,14415,593,832,642,838
21177,Muhlenberg County,Kentucky,30904,30634,270,323,1612,2208
21179,Nelson County,Kentucky,46785,49036,1628,2237,2788,2793
21181,Nicholas County,Kentucky,7542,7949,415,414,502,508
21183,Ohio County,Kentucky,23747,23934,293,570,1227,1617
21185,Oldham County,Kentucky,67705,70986,2377,2933,2758,2431
21187,Owen County,Kentucky,11303,11601,477,492,579,769
21189,Owsley County,Kentucky,4034,3932,108,107,244,450
21191,Pendleton County,Kentucky,14641,14800,279,289,805,946
21193,Perry County,Kentucky,28370,26555,-908,-905,1562,2481
21195,Pike County,Kentucky,58459,54721,-1554,-1398,2619,4962
21197,Powell County,Kentucky,13098,12812,26,23,724,1027
21199,Pulaski County,Kentucky,65112,67384,3275,3656,3659,5055
21201,Robertson County,Kentucky,2182,2325,237,245,104,204
21203,Rockcastle County,Kentucky,16057,16148,695,694,842,1445
21205,Rowan County,Kentucky,24714,24476,-185,-128,1287,1406
21207,Russell County,Kentucky,17997,18608,733,1025,1017,1418
21209,Scott County,Kentucky,57541,62262,3234,3664,3647,2627
21211,Shelby County,Kentucky,48245,51243,1512,2490,2886,2398
21213,Simpson County,Kentucky,19628,20788,1175,1268,1174,1296
21215,Spencer County,Kentucky,19496,20998,1472,1525,955,970
21217,Taylor County,Kentucky,26011,26763,851,1009,1660,1930
21219,Todd County,Kentucky,12283,12972,426,601,945,859
21221,Trigg County,Kentucky,14077,14512,787,794,809,1158
21223,Trimble County,Kentucky,8465,8701,325,332,451,539
21225,Union County,Kentucky,13644,12839,-499,-505,701,972
21227,Warren County,Kentucky,135039,149375,6588,11605,9165,6521
21229,Washington County,Kentucky,12042,12368,420,494,688,858
21231,Wayne County,Kentucky,19548,19597,511,575,988,1515
21233,Webster County,Kentucky,13021,12929,-185,32,826,950
21235,Whitley County,Kentucky,36696,37297,599,754,2760,2938
21237,Wolfe County,Kentucky,6560,6298,-81,33,405,699
21239,Woodford County,Kentucky,26900,27883,519,1132,1325,1455
22001,Acadia Parish,Louisiana,57484,57032,-1141,-744,4208,3946
22003,Allen Parish,Louisiana,22671,22672,-420,171,1339,1515
22005,Ascension Parish,Louisiana,126975,135105,2870,4928,8241,5059
22007,Assumption Parish,Louisiana,20962,19720,-883,-858,935,1311
22009,Avoyelles Parish,Louisiana,39645,37941,-1293,-1153,2326,2884
22011,Beauregard Parish,Louisiana,36605,36673,-218,-169,2384,2152
22013,Bienville Parish,Louisiana,12916,12269,-341,-291,759,1118
22015,Bossier Parish,Louisiana,128647,131867,-919,1724,7951,6550
22017,Caddo Parish,Louisiana,237024,224226,-12066,-10990,13785,15567
22019,Calcasieu Parish,Louisiana,216474,208466,-11484,-8591,12417,11063
22021,Caldwell Parish,Louisiana,9616,9344,-44,-32,563,803
22023,Cameron Parish,Louisiana,5621,4718,-1019,-952,316,236
22025,Catahoula Parish,Louisiana,8846,8223,-352,-353,441,714
22027,Claiborne Parish,Louisiana,14108,13354,-390,-390,640,1013
22029,Concordia Parish,Louisiana,18574,17836,-1055,-375,975,1356
22031,De Soto Parish,Louisiana,26840,27381,619,630,1672,1756
22033,East Baton Rouge Parish,Louisiana,455907,456180,-18848,-4372,26912,22522
22035,East Carroll Parish,Louisiana,7398,6760,-526,-528,337,457
22037,East Feliciana Parish,Louisiana,19447,18911,17,25,888,1449
22039,Evangeline Parish,Louisiana,32301,31980,-1347,-118,2077,2294
22041,Franklin Parish,Louisiana,19714,19002,-407,-390,1172,1509
22043,Grant Parish,Louisiana,22150,22075,-188,58,1217,1360
22045,Iberia Parish,Louisiana,70054,66846,-3615,-3230,4363,4353
22047,Iberville Parish,Louisiana,30070,29579,-555,-162,1693,2014
22049,Jackson Parish,Louisiana,14996,15834,-31,1312,656,1128
22051,Jefferson Parish,Louisiana,439688,431398,-36782,-11231,25548,22889
22053,Jefferson Davis Parish,Louisiana,32237,31471,-616,-615,2101,2267
22055,Lafayette Parish,Louisiana,242176,257949,5022,10751,16499,11501
22057,Lafourche Parish,Louisiana,97421,95505,-2860,-2184,5472,5337
22059,LaSalle Parish,Louisiana,14824,15154,16,546,822,1041
22061,Lincoln Parish,Louisiana,48301,48360,-314,-44,2544,2447
22063,Livingston Parish,Louisiana,142833,155036,8171,10314,9157,7205
22065,Madison Parish,Louisiana,9929,8844,-1000,-974,543,674
22067,Morehouse Parish,Louisiana,25459,23705,-1149,-1084,1374,2046
22069,Natchitoches Parish,Louisiana,37400,36089,-1222,-1110,2163,2362
22071,Orleans Parish,Louisiana,383361,362154,-30880,-22326,19546,18745
22073,Ouachita Parish,Louisiana,160106,158542,-4066,-2012,9799,9371
22075,Plaquemines Parish,Louisiana,23503,22256,-1714,-1530,1266,1032
22077,Pointe Coupee Parish,Louisiana,20676,19520,-809,-718,1189,1608
22079,Rapides Parish,Louisiana,129655,125877,-4145,-2797,7855,8898
22081,Red River Parish,Louisiana,7583,7165,-293,-293,498,618
22083,Richland Parish,Louisiana,20029,19582,-369,-294,1311,1460
22085,Sabine Parish,Louisiana,22096,21834,99,114,1310,1683
22087,St. Bernard Parish,Louisiana,43858,45642,9,1214,2704,2128
22089,St. Charles Parish,Louisiana,52515,50586,-2678,-2462,2734,2291
22091,St. Helena Parish,Louisiana,10884,10758,62,158,471,751
22093,St. James Parish,Louisiana,20117,18938,-1079,-1029,1038,1193
22095,St. John the Baptist Parish,Louisiana,42362,39875,-3166,-2749,2391,2278
22097,St. Landry Parish,Louisiana,82306,80765,-1823,-1395,5611,5783
22099,St. Martin Parish,Louisiana,51616,51106,-1075,-695,3252,3074
22101,St. Mary Parish,Louisiana,49149,46552,-3125,-2227,2946,3305
22103,St. Tammany Parish,Louisiana,264989,279108,9975,13824,14400,13892
22105,Tangipahoa Parish,Louisiana,133651,141346,5333,6237,9574,8155
22107,Tensas Parish,Louisiana,4107,3700,-238,-238,151,330
22109,Terrebonne Parish,Louisiana,109415,104163,-7966,-5894,6391,6026
22111,Union Parish,Louisiana,21097,20561,-306,-51,1150,1633
22113,Vermilion Parish,Louisiana,56959,57671,245,711,3524,3499
22115,Vernon Parish,Louisiana,48632,45091,-5627,-5244,4094,2434
22117,Washington Parish,Louisiana,45358,44937,26,186,2891,3492
22119,Webster Parish,Louisiana,36884,34948,-954,-846,2069,3113
22121,West Baton Rouge Parish,Louisiana,27265,28756,851,1137,1769,1398
22123,West Carroll Parish,Louisiana,9694,9156,-223,-216,575,904
22125,West Feliciana Parish,Louisiana,15245,15134,158,183,509,790
22127,Winn Parish,Louisiana,13720,14961,-496,1652,645,1053
23001,Androscoggin County,Maine,111181,116487,3599,6670,5695,6963
23003,Aroostook County,Maine,67051,66609,1714,2058,2928,5467
23005,Cumberland County,Maine,303588,317222,5425,15082,14166,15655
23007,Franklin County,Maine,29463,30824,2113,2242,1111,1965
23009,Hancock County,Maine,55512,57171,2516,3231,1935,3452
23011,Kennebec County,Maine,124732,129067,5532,6831,5362,7945
23013,Knox County,Maine,40663,41117,1641,1823,1409,2741
23015,Lincoln County,Maine,35244,36595,2364,2484,1320,2414
23017,Oxford County,Maine,57894,60346,4047,4075,2472,4112
23019,Penobscot County,Maine,152174,157967,6821,9275,6251,9837
23021,Piscataquis County,Maine,16815,17409,1374,1418,620,1435
23023,Sagadahoc County,Maine,36731,37979,1602,1974,1446,2146
23025,Somerset County,Maine,50469,51620,2444,2589,2283,3744
23027,Waldo County,Maine,39666,40693,1895,1944,1583,2520
23029,Washington County,Maine,31091,31334,1467,1601,1324,2699
23031,York County,Maine,212272,222434,10423,12763,9066,11671
24001,Allegany County,Maryland,67967,66848,852,975,3031,5135
24003,Anne Arundel County,Maryland,593487,603380,-6453,702,33515,24510
24005,Baltimore County,Maryland,853350,847650,-23466,-6880,46009,45034
24009,Calvert County,Maryland,92922,94484,1097,1333,4664,4390
24011,Caroline County,Maryland,33274,34116,262,768,2080,1998
24013,Carroll County,Maryland,172923,176677,3288,4284,8500,8958
24015,Cecil County,Maryland,103798,107131,2776,3366,5824,5880
24017,Charles County,Maryland,166734,176593,6404,8246,8792,7082
24019,Dorchester County,Maryland,32523,33628,1420,1544,1841,2300
24021,Frederick County,Maryland,272767,302883,19797,25070,15774,10620
24023,Garrett County,Maryland,28798,28370,259,288,1205,1909
24025,Harford County,Maryland,261235,266446,3617,4779,13117,12561
24027,Howard County,Maryland,332809,339183,-5902,661,15499,10125
24029,Kent County,Maryland,19125,19565,904,1026,768,1353
24031,Montgomery County,Maryland,1060926,1074582,-59263,-9353,56810,34398
24033,Prince George's County,Maryland,965578,970374,-58646,-12230,53455,36868
24035,Queen Anne's County,Maryland,50039,54448,3552,4262,2621,2505
24037,St. Mary's County,Maryland,113992,116692,26,756,6819,4933
24039,Somerset County,Maryland,24557,24973,619,852,1223,1627
24041,Talbot County,Maryland,37488,38238,1103,1733,1666,2636
24043,Washington County,Maryland,154699,157731,2839,4313,8016,9244
24045,Wicomico County,Maryland,103577,106899,-226,2382,6730,5803
24047,Worcester County,Maryland,52524,54459,3068,3538,2183,3751
24510,Baltimore city,Maryland,583295,569997,-27661,-13536,34831,34794
