fips,county_name,state_name,popestimate2020,popestimate2025,domesticmig_2021_2025,netmig_2021_2025,births_2021_2025,deaths_2021_2025
29165,Platte County,Missouri,107187,114400,4221,5952,5879,4626
29167,Polk County,Missouri,31615,33604,1816,1990,1956,1960
29169,Pulaski County,Missouri,54005,54442,-998,-862,3393,2088
29171,Putnam County,Missouri,4686,4546,-114,-110,337,368
29173,Ralls County,Missouri,10352,10444,320,321,443,673
29175,Randolph County,Missouri,24462,24513,278,286,1408,1655
29177,Ray County,Missouri,23136,23398,606,609,1265,1618
29179,Reynolds County,Missouri,6077,5992,89,88,305,473
29181,Ripley County,Missouri,10670,10717,380,402,728,1093
29183,St. Charles County,Missouri,406407,426499,12767,17997,20308,18067
29185,St. Clair County,Missouri,9350,9976,808,831,587,800
29186,Ste. Genevieve County,Missouri,18480,18689,384,380,946,1112
29187,St. Francois County,Missouri,66433,67809,2692,2877,3378,4826
29189,St. Louis County,Missouri,1003365,990911,-26493,-7232,50310,55983
29195,Saline County,Missouri,23334,23265,-275,152,1251,1488
29197,Schuyler County,Missouri,4006,4140,55,72,332,270
29199,Scotland County,Missouri,4698,4796,-58,-43,416,274
29201,Scott County,Missouri,38021,37975,219,292,2314,2646
29203,Shannon County,Missouri,7034,7285,409,412,460,625
29205,Shelby County,Missouri,6090,5870,-174,-144,375,440
29207,Stoddard County,Missouri,28656,28284,276,296,1634,2303
29209,Stone County,Missouri,31212,32503,2274,2331,1334,2396
29211,Sullivan County,Missouri,5985,5738,-300,-205,360,395
29213,Taney County,Missouri,56053,57001,1546,1714,2956,3723
29215,Texas County,Missouri,24324,25994,2240,2228,1387,1945
29217,Vernon County,Missouri,19659,19946,473,616,1221,1551
29219,Warren County,Missouri,35740,39016,3160,3197,2145,2083
29221,Washington County,Missouri,23432,23810,893,940,1240,1796
29223,Wayne County,Missouri,10937,10782,264,278,569,996
29225,Webster County,Missouri,39012,43054,3156,3165,3009,2149
29227,Worth County,Missouri,1965,1914,-13,-14,111,149
29229,Wright County,Missouri,18209,19671,1563,1567,1286,1393
29510,St. Louis city,Missouri,300302,278144,-30729,-23059,17014,16175
30001,Beaverhead County,Montana,9375,10043,810,807,452,596
30003,Big Horn County,Montana,13079,12752,-454,-407,916,832
30005,Blaine County,Montana,7009,6860,-159,-156,405,393
30007,Broadwater County,Montana,6860,8493,1631,1629,378,369
30009,Carbon County,Montana,10511,11466,981,999,476,514
30011,Carter County,Montana,1406,1383,-11,-11,74,85
30013,Cascade County,Montana,84410,85029,934,1168,4665,5223
30015,Chouteau County,Montana,5911,5865,70,78,202,323
30017,Custer County,Montana,11860,12034,267,278,615,717
30019,Daniels County,Montana,1650,1612,-12,-10,74,101
30021,Dawson County,Montana,8921,8692,-88,-82,474,623
30023,Deer Lodge County,Montana,9425,9709,506,529,396,644
30025,Fallon County,Montana,3029,2959,-115,-118,181,131
30027,Fergus County,Montana,11473,11825,505,536,640,814
30029,Flathead County,Montana,104873,115429,10147,10489,5854,5713
30031,Gallatin County,Montana,119593,128740,5435,6789,5896,3475
30033,Garfield County,Montana,1170,1148,-18,-19,79,80
30035,Glacier County,Montana,13736,13463,-179,-177,869,966
30037,Golden Valley County,Montana,822,844,39,39,57,74
30039,Granite County,Montana,3307,3658,383,401,126,182
30041,Hill County,Montana,16248,16167,-278,-290,1087,883
30043,Jefferson County,Montana,12141,13329,1444,1464,499,766
30045,Judith Basin County,Montana,2025,2162,128,133,101,102
30047,Lake County,Montana,31245,33392,2489,2541,1507,1908
30049,Lewis and Clark County,Montana,71181,75331,4286,4485,3382,3733
30051,Liberty County,Montana,1956,1957,-3,16,100,114
30053,Lincoln County,Montana,19737,22328,3235,3255,913,1592
30055,McCone County,Montana,1731,1720,-33,-33,105,82
30057,Madison County,Montana,8657,10026,1447,1515,353,503
30059,Meagher County,Montana,1922,2137,223,223,94,105
30061,Mineral County,Montana,4567,5185,754,756,190,326
30063,Missoula County,Montana,118337,123513,4137,4855,5364,5059
30065,Musselshell County,Montana,4748,5582,925,914,263,346
30067,Park County,Montana,17229,18214,1119,1181,765,977
30069,Petroleum County,Montana,502,548,44,44,30,27
30071,Phillips County,Montana,4208,4203,60,73,182,259
30073,Pondera County,Montana,5883,6072,210,236,366,403
30075,Powder River County,Montana,1694,1781,84,84,96,94
30077,Powell County,Montana,6941,7157,421,429,269,474
30079,Prairie County,Montana,1094,1112,58,61,42,84
30081,Ravalli County,Montana,44412,48582,5064,5231,1923,2930
30083,Richland County,Montana,11527,11377,-354,-257,670,553
30085,Roosevelt County,Montana,10808,10242,-554,-534,794,842
30087,Rosebud County,Montana,8309,8253,-189,-41,591,591
30089,Sanders County,Montana,12454,14062,1979,1980,575,942
30091,Sheridan County,Montana,3540,3436,-27,13,156,269
30093,Silver Bow County,Montana,35208,36118,1603,1799,1526,2439
30095,Stillwater County,Montana,8998,9445,515,511,429,497
30097,Sweet Grass County,Montana,3674,3762,135,154,152,215
30099,Teton County,Montana,6252,6496,310,310,353,417
30101,Toole County,Montana,4967,5211,221,276,236,276
30103,Treasure County,Montana,758,728,-20,-20,30,41
30105,Valley County,Montana,7564,7385,-55,-30,362,510
30107,Wheatland County,Montana,2075,2100,38,38,106,121
30109,Wibaux County,Montana,936,885,22,21,38,109
30111,Yellowstone County,Montana,165208,172692,6685,7390,9252,9206
31001,Adams County,Nebraska,31176,31071,-426,-112,1866,1853
31003,Antelope County,Nebraska,6287,6352,-6,8,431,373
31005,Arthur County,Nebraska,430,396,-24,-24,17,28
31007,Banner County,Nebraska,679,686,-11,16,37,50
31009,Blaine County,Nebraska,429,458,31,31,32,31
31011,Boone County,Nebraska,5361,5355,-38,26,321,351
31013,Box Butte County,Nebraska,10821,10494,-382,-271,590,625
31015,Boyd County,Nebraska,1810,1674,-58,-45,77,168
31017,Brown County,Nebraska,2902,2826,-61,-16,163,224
31019,Buffalo County,Nebraska,50197,51172,-49,318,2978,2319
31021,Burt County,Nebraska,6721,6678,98,110,325,478
31023,Butler County,Nebraska,8355,8507,162,151,536,527
31025,Cass County,Nebraska,26610,27657,1026,1085,1340,1347
31027,Cedar County,Nebraska,8373,8373,-2,11,521,520
31029,Chase County,Nebraska,3891,3718,-149,-99,231,308
31031,Cherry County,Nebraska,5457,5561,-69,-9,395,278
31033,Cheyenne County,Nebraska,9488,9528,139,208,515,682
31035,Clay County,Nebraska,6101,6170,7,36,419,379
31037,Colfax County,Nebraska,10559,10934,-1050,-158,869,331
31039,Cuming County,Nebraska,9011,8823,-267,-210,586,570
31041,Custer County,Nebraska,10496,10500,-81,-40,694,648
31043,Dakota County,Nebraska,21544,21687,-1602,-783,1874,952
31045,Dawes County,Nebraska,8157,7858,-189,-205,404,506
31047,Dawson County,Nebraska,24083,24452,-1738,-305,1771,1099
31049,Deuel County,Nebraska,1833,1862,73,78,57,110
31051,Dixon County,Nebraska,5581,5602,-227,7,347,336
31053,Dodge County,Nebraska,37099,38057,90,931,2478,2451
31055,Douglas County,Nebraska,585428,606460,-10739,5355,39426,23719
31057,Dundy County,Nebraska,1654,1568,-59,-59,83,112
31059,Fillmore County,Nebraska,5567,5458,52,53,282,445
31061,Franklin County,Nebraska,2885,2795,4,4,154,249
31063,Frontier County,Nebraska,2506,2655,109,152,132,133
31065,Furnas County,Nebraska,4624,4524,-98,-77,262,287
31067,Gage County,Nebraska,21661,21711,557,575,1072,1593
31069,Garden County,Nebraska,1889,1804,-22,-19,69,135
31071,Garfield County,Nebraska,1807,1710,4,4,116,214
31073,Gosper County,Nebraska,1895,1803,-46,-46,79,119
31075,Grant County,Nebraska,612,561,-49,-49,33,34
31077,Greeley County,Nebraska,2183,2154,-16,-16,127,141
31079,Hall County,Nebraska,62767,63633,-3984,-534,4550,3100
31081,Hamilton County,Nebraska,9406,9678,235,231,601,552
31083,Harlan County,Nebraska,3058,3000,29,40,161,254
31085,Hayes County,Nebraska,848,821,-58,-42,55,39
31087,Hitchcock County,Nebraska,2623,2467,-103,-100,128,186
31089,Holt County,Nebraska,10095,10067,-148,-14,630,643
31091,Hooker County,Nebraska,706,686,0,0,33,52
31093,Howard County,Nebraska,6487,6538,69,85,362,397
31095,Jefferson County,Nebraska,7260,7070,-106,-1,385,564
31097,Johnson County,Nebraska,5292,5218,49,68,191,328
31099,Kearney County,Nebraska,6690,6790,20,67,392,359
31101,Keith County,Nebraska,8323,8100,-72,-70,398,554
31103,Keya Paha County,Nebraska,760,792,41,44,40,50
31105,Kimball County,Nebraska,3409,3391,-9,31,185,236
31107,Knox County,Nebraska,8377,8335,-15,5,512,561
31109,Lancaster County,Nebraska,323178,334049,-1757,5607,18320,13028
31111,Lincoln County,Nebraska,34534,33303,-851,-627,1732,2323
31113,Logan County,Nebraska,712,669,-42,-39,43,44
31115,Loup County,Nebraska,607,570,-36,-36,27,27
31117,McPherson County,Nebraska,396,369,-30,-29,20,15
31119,Madison County,Nebraska,35533,36106,-572,222,2328,1951
31121,Merrick County,Nebraska,7656,7905,292,314,380,445
31123,Morrill County,Nebraska,4554,4404,-121,-60,255,349
31125,Nance County,Nebraska,3392,3290,-5,-5,207,308
31127,Nemaha County,Nebraska,7086,7102,76,74,402,462
31129,Nuckolls County,Nebraska,4093,4100,86,87,219,297
31131,Otoe County,Nebraska,15904,16531,275,624,915,906
31133,Pawnee County,Nebraska,2536,2510,47,53,132,206
31135,Perkins County,Nebraska,2859,2849,-47,10,140,160
31137,Phelps County,Nebraska,8978,8994,-31,9,577,564
31139,Pierce County,Nebraska,7344,7378,-167,-99,469,336
31141,Platte County,Nebraska,34302,35649,-1141,697,2276,1620
31143,Polk County,Nebraska,5214,5270,121,180,269,391
31145,Red Willow County,Nebraska,10682,10307,-234,-216,576,739
31147,Richardson County,Nebraska,7862,7530,9,5,373,702
31149,Rock County,Nebraska,1268,1259,12,12,76,97
31151,Saline County,Nebraska,14716,14996,-544,-17,972,654
31153,Sarpy County,Nebraska,191179,208303,9421,11975,11844,6760
31155,Saunders County,Nebraska,22365,23702,1170,1189,1343,1185
31157,Scotts Bluff County,Nebraska,36046,35586,-522,-233,2107,2336
31159,Seward County,Nebraska,17624,18032,342,364,934,882
31161,Sheridan County,Nebraska,5102,4809,-142,-130,278,440
31163,Sherman County,Nebraska,2960,2924,33,33,154,219
31165,Sioux County,Nebraska,1146,1188,-57,49,67,72
31167,Stanton County,Nebraska,5823,5744,-148,-146,350,290
31169,Thayer County,Nebraska,5022,4842,-36,-36,248,384
31171,Thomas County,Nebraska,671,639,-30,-30,39,42
31173,Thurston County,Nebraska,6759,6752,-239,-197,693,499
31175,Valley County,Nebraska,4058,4094,-11,9,276,248
31177,Washington County,Nebraska,20932,21302,241,267,1100,990
31179,Wayne County,Nebraska,9705,10020,34,162,500,348
31181,Webster County,Nebraska,3389,3336,68,74,181,309
31183,Wheeler County,Nebraska,773,789,-8,17,49,50
31185,York County,Nebraska,14095,14564,372,467,840,834
32001,Churchill County,Nevada,25570,25851,680,735,1438,1904
32003,Clark County,Nevada,2275833,2407226,55805,113375,122875,105915
32005,Douglas County,Nevada,49525,50111,2232,2298,1634,3275
32007,Elko County,Nevada,53677,54815,-193,7,3371,2254
32009,Esmeralda County,Nevada,735,729,40,35,22,61
32011,Eureka County,Nevada,1852,1867,25,47,90,119
32013,Humboldt County,Nevada,17270,17267,-362,-241,1011,787
32015,Lander County,Nevada,5723,5872,121,134,297,281
32017,Lincoln County,Nevada,4435,4320,41,40,241,394
32019,Lyon County,Nevada,59464,65088,6322,6465,3048,3855
32021,Mineral County,Nevada,4554,4407,164,163,147,449
32023,Nye County,Nevada,51986,57336,8116,8501,1904,5056
32027,Pershing County,Nevada,6635,6421,-71,-2,205,404
32029,Storey County,Nevada,4108,4260,281,329,91,267
32031,Washoe County,Nevada,487728,509386,11563,21208,24679,23922
32033,White Pine County,Nevada,9068,8661,-319,-316,457,527
32510,Carson City,Nevada,58688,58571,1273,1777,2505,4365
33001,Belknap County,New Hampshire,63779,65147,3374,3365,2229,4184
33003,Carroll County,New Hampshire,50251,52784,4200,4276,1600,3246
33005,Cheshire County,New Hampshire,76541,78269,2478,2727,3281,4351
33007,Coos County,New Hampshire,31235,31343,1669,1747,1093,2731
33009,Grafton County,New Hampshire,91193,93225,2740,3528,3215,4864
33011,Hillsborough County,New Hampshire,422902,433415,892,9034,20826,19418
33013,Merrimack County,New Hampshire,154061,158078,4835,5579,6362,8099
33015,Rockingham County,New Hampshire,314633,324077,9215,10488,14094,14955
33017,Strafford County,New Hampshire,131084,135043,3878,4632,5685,6508
33019,Sullivan County,New Hampshire,43073,43961,1681,1801,1813,2711
34001,Atlantic County,New Jersey,274192,278657,-23,6266,13725,15464
34003,Bergen County,New Jersey,953848,977026,-17417,13611,44872,35820
34005,Burlington County,New Jersey,461700,481439,9817,18686,23391,22102
34007,Camden County,New Jersey,523239,535799,-1692,8456,30177,26133
34009,Cape May County,New Jersey,95029,93390,1387,1759,3526,6793
34011,Cumberland County,New Jersey,153733,157148,-1068,3251,9035,8810
34013,Essex County,New Jersey,859934,896379,-45986,18471,49275,31664
34015,Gloucester County,New Jersey,302564,312638,8238,10307,14881,15046
34017,Hudson County,New Jersey,721800,735033,-71743,-8948,43858,19940
34019,Hunterdon County,New Jersey,128773,131781,1513,2943,5176,5096
34021,Mercer County,New Jersey,386434,399289,-13563,8751,20597,16164
34023,Middlesex County,New Jersey,861248,883335,-33444,10738,42265,31623
34025,Monmouth County,New Jersey,642385,651035,-3165,6958,31640,30094
34027,Morris County,New Jersey,508211,524251,-1971,11766,24605,20435
34029,Ocean County,New Jersey,638143,673746,16721,23558,51520,39005
34031,Passaic County,New Jersey,523156,531624,-35937,-3164,31355,19945
34033,Salem County,New Jersey,64781,66280,1654,2157,3580,4230
34035,Somerset County,New Jersey,344516,356486,-2882,8746,16167,13056
34037,Sussex County,New Jersey,143877,148063,3321,4199,7043,6914
34039,Union County,New Jersey,573482,601863,-27452,15144,33304,20576
34041,Warren County,New Jersey,109431,112953,2561,4139,5206,5740
35001,Bernalillo County,New Mexico,676867,667601,-16265,-5403,31739,35684
35003,Catron County,New Mexico,3608,3827,427,446,116,347
35005,Chaves County,New Mexico,65154,63364,-2227,-1456,3645,4005
35006,Cibola County,New Mexico,26963,26807,124,338,1267,1758
35007,Colfax County,New Mexico,12354,12184,67,236,457,845
35009,Curry County,New Mexico,48372,46655,-3644,-2956,3808,2549
35011,De Baca County,New Mexico,1687,1647,64,64,56,159
35013,Doña Ana County,New Mexico,220059,229091,4566,7344,12548,10926
35015,Eddy County,New Mexico,62344,62509,-1524,-464,3977,3282
35017,Grant County,New Mexico,28203,27252,-130,-13,1181,2094
35019,Guadalupe County,New Mexico,4440,4343,-82,13,177,291
35021,Harding County,New Mexico,652,617,6,10,8,54
35023,Hidalgo County,New Mexico,4163,3929,-176,-142,207,303
35025,Lea County,New Mexico,74634,74749,-4702,-1574,5070,3345
35027,Lincoln County,New Mexico,20308,19844,134,179,745,1393
35028,Los Alamos County,New Mexico,19414,19407,-503,-140,884,774
35029,Luna County,New Mexico,25452,25407,-323,-6,1813,1870
35031,McKinley County,New Mexico,72540,68119,-3820,-3449,3632,4657
35033,Mora County,New Mexico,4191,4051,-14,12,152,307
35035,Otero County,New Mexico,67868,70368,-81,2363,3815,3628
35037,Quay County,New Mexico,8714,8454,-24,23,365,653
35039,Rio Arriba County,New Mexico,40253,39832,-241,211,2094,2731
35041,Roosevelt County,New Mexico,19153,18615,-739,-690,1128,971
35043,Sandoval County,New Mexico,149271,159565,10255,11346,6421,7460
35045,San Juan County,New Mexico,121384,120340,-735,-283,6352,7126
35047,San Miguel County,New Mexico,27134,26260,-282,-215,1019,1685
35049,Santa Fe County,New Mexico,155068,156907,1318,4216,5503,7820
35051,Sierra County,New Mexico,11562,11395,761,759,399,1328
35053,Socorro County,New Mexico,16551,15838,-501,-386,726,1045
35055,Taos County,New Mexico,34459,34564,689,1064,1181,2112
35057,Torrance County,New Mexico,15059,16100,1334,1338,744,1028
35059,Union County,New Mexico,4070,3844,-107,-112,176,289
35061,Valencia County,New Mexico,76495,82013,5117,5655,4198,4329
36001,Albany County,New York,314293,321225,-575,8746,13744,15452
36003,Allegany County,New York,46385,46800,802,964,2264,2770
36005,Bronx County,New York,1461233,1406332,-193619,-86870,83737,53349
36007,Broome County,New York,198145,195736,-1790,860,8738,11986
36009,Cattaraugus County,New York,76977,75390,-452,-303,3811,5074
36011,Cayuga County,New York,76107,74365,-1047,-747,3335,4303
36013,Chautauqua County,New York,127383,124126,-1469,-956,6066,8335
36015,Chemung County,New York,83652,80415,-1948,-1587,3902,5640
36017,Chenango County,New York,47071,45715,-300,-252,2232,3303
36019,Clinton County,New York,79713,78138,-971,-434,3083,4239
36021,Columbia County,New York,61468,60168,-521,95,2186,3554
36023,Cortland County,New York,46745,45850,-691,-599,2176,2476
36025,Delaware County,New York,44215,44305,1478,1550,1688,3120
36027,Dutchess County,New York,296309,300708,872,5848,12980,14415
36029,Erie County,New York,952491,946741,-12443,859,45408,52365
36031,Essex County,New York,37275,36438,316,523,1148,2501
36033,Franklin County,New York,47252,46500,-253,-121,2082,2748
36035,Fulton County,New York,53084,52216,437,579,2181,3637
36037,Genesee County,New York,58299,58416,302,1072,2539,3508
36039,Greene County,New York,47743,47238,377,581,1954,3004
36041,Hamilton County,New York,5073,5006,175,174,137,381
36043,Herkimer County,New York,60043,59219,149,233,2794,3852
36045,Jefferson County,New York,116075,111540,-9045,-7875,8552,5365
36047,Kings County,New York,2722259,2653963,-295781,-145284,165597,84189
36049,Lewis County,New York,26571,26479,-107,-67,1360,1388
36051,Livingston County,New York,61577,61438,229,503,2498,3149
36053,Madison County,New York,67942,67120,-388,-16,2760,3561
36055,Monroe County,New York,758384,750506,-16770,-6658,36806,37996
36057,Montgomery County,New York,49499,50046,775,971,3038,3430
36059,Nassau County,New York,1390952,1398939,-34499,-5296,67910,55827
36061,New York County,New York,1687033,1664862,-118352,-27275,67179,52941
36063,Niagara County,New York,212118,208912,-394,812,9518,13554
36065,Oneida County,New York,231265,226392,-4544,-2296,11563,13981
36067,Onondaga County,New York,475429,466584,-14665,-7427,23212,24420
36069,Ontario County,New York,112467,113130,1336,1811,4805,5954
36071,Orange County,New York,400973,417669,-6341,3630,28171,15416
36073,Orleans County,New York,40047,39825,-112,211,1804,2222
36075,Oswego County,New York,117437,118569,1606,1920,5624,6373
36077,Otsego County,New York,58389,60589,3082,3461,2400,3401
36079,Putnam County,New York,97636,99028,-506,867,4502,4001
36081,Queens County,New York,2385541,2358182,-252568,-68901,118782,77054
36083,Rensselaer County,New York,160889,160510,-1528,453,7569,8500
36085,Richmond County,New York,495122,501290,-10527,1577,24701,20300
36087,Rockland County,New York,337429,357397,-17809,-1326,32384,11536
36089,St. Lawrence County,New York,108182,105488,-2175,-1514,4827,5978
36091,Saratoga County,New York,235815,241343,5265,6735,10019,11082
36093,Schenectady County,New York,157874,162581,2675,4704,8851,8678
36095,Schoharie County,New York,29758,30176,948,993,1160,1709
36097,Schuyler County,New York,17863,16924,-432,-426,739,1249
36099,Seneca County,New York,33445,32883,-536,-345,1653,1909
36101,Steuben County,New York,93371,91855,-750,-310,4699,5888
36103,Suffolk County,New York,1521964,1546090,-25623,12223,78336,67232
36105,Sullivan County,New York,78461,80586,-183,1613,4796,4172
36107,Tioga County,New York,48352,47453,-260,-242,2188,2845
36109,Tompkins County,New York,105508,104047,-4052,-802,3300,3830
36111,Ulster County,New York,181304,183330,2103,4638,7358,9739
36113,Warren County,New York,65597,65020,633,841,2557,3934
36115,Washington County,New York,61127,59353,-1020,-594,2713,3905
36117,Wayne County,New York,91201,91250,141,807,4375,5116
36119,Westchester County,New York,1001451,1015743,-33546,450,50033,37269
36121,Wyoming County,New York,40264,39741,-416,-145,1718,2109
36123,Yates County,New York,24735,24547,-462,-409,1603,1372
37001,Alamance County,North Carolina,171624,186177,11271,14707,9552,9858
37003,Alexander County,North Carolina,36406,36958,1329,1449,1761,2681
37005,Alleghany County,North Carolina,10891,11479,864,936,518,867
37007,Anson County,North Carolina,22233,21758,-169,-25,1354,1779
37009,Ashe County,North Carolina,26585,27514,1756,1945,1021,2055
37011,Avery County,North Carolina,17918,18110,402,683,712,1194
37013,Beaufort County,North Carolina,44694,44670,1086,1187,2195,3405
37015,Bertie County,North Carolina,17722,17086,-91,52,787,1474
37017,Bladen County,North Carolina,29628,30007,750,957,1873,2460
37019,Brunswick County,North Carolina,138135,174702,39856,40377,5804,10053
37021,Buncombe County,North Carolina,269703,277417,6760,10817,12092,15223
37023,Burke County,North Carolina,87262,88655,3107,3633,4298,6589
37025,Cabarrus County,North Carolina,227240,249725,14571,18757,13393,9655
37027,Caldwell County,North Carolina,80582,81105,2687,3063,3867,6433
37029,Camden County,North Carolina,10405,11315,949,988,449,517
37031,Carteret County,North Carolina,67692,70469,5090,5390,2460,5062
37033,Caswell County,North Carolina,22476,22563,772,805,991,1705
37035,Catawba County,North Carolina,160892,170172,9795,11427,8333,10578
37037,Chatham County,North Carolina,76663,85111,7844,9172,3482,4242
37039,Cherokee County,North Carolina,28866,30830,2956,2946,1471,2476
37041,Chowan County,North Carolina,13702,14082,705,799,701,1123
37043,Clay County,North Carolina,11141,12239,1455,1463,515,886
37045,Cleveland County,North Carolina,99926,103325,4566,5087,5745,7417
37047,Columbus County,North Carolina,50487,50487,786,1150,2992,4158
37049,Craven County,North Carolina,101514,105025,3266,3813,6209,6601
37051,Cumberland County,North Carolina,337000,338473,-14761,-8324,25857,16414
37053,Currituck County,North Carolina,28405,33158,4648,4787,1540,1585
37055,Dare County,North Carolina,37036,38245,1371,1834,1491,2066
37057,Davidson County,North Carolina,169029,180182,12081,13640,8927,11468
37059,Davie County,North Carolina,42909,45855,3512,3780,1972,2786
37061,Duplin County,North Carolina,48660,51571,501,2744,3534,3381
37063,Durham County,North Carolina,322465,347240,-584,16233,20682,11877
37065,Edgecombe County,North Carolina,48781,49121,993,1313,2905,3871
37067,Forsyth County,North Carolina,382618,401718,9684,17541,22248,20823
37069,Franklin County,North Carolina,69029,82037,11499,12369,4387,3803
37071,Gaston County,North Carolina,228640,246558,14262,18265,13997,14471
37073,Gates County,North Carolina,10450,10234,135,146,454,816
37075,Graham County,North Carolina,8039,8190,298,307,452,608
37077,Granville County,North Carolina,60178,61421,1240,1554,3035,3373
37079,Greene County,North Carolina,20441,20700,367,454,1026,1231
37081,Guilford County,North Carolina,538726,562234,6582,20927,29429,26925
37083,Halifax County,North Carolina,48401,46534,-760,-571,2528,3850
37085,Harnett County,North Carolina,133716,150137,11847,13464,9409,6654
37087,Haywood County,North Carolina,62219,63369,3137,3380,2640,4891
37089,Henderson County,North Carolina,116564,122375,6553,8481,5078,7864
37091,Hertford County,North Carolina,21414,19015,-1921,-1691,936,1520
37093,Hoke County,North Carolina,52230,56939,1688,2676,4310,2271
37095,Hyde County,North Carolina,4508,4554,120,124,185,253
37097,Iredell County,North Carolina,187676,211798,21109,23858,10101,9791
37099,Jackson County,North Carolina,42142,45039,2719,3274,1664,2194
37101,Johnston County,North Carolina,217450,256448,31619,35015,14005,9980
37103,Jones County,North Carolina,9150,9575,678,708,496,782
37105,Lee County,North Carolina,63388,70258,4497,6546,3944,3743
37107,Lenoir County,North Carolina,55062,55837,1638,2015,3217,4458
37109,Lincoln County,North Carolina,87153,98654,10993,11811,4679,5090
37111,McDowell County,North Carolina,44554,45198,1594,2071,1928,3407
37113,Macon County,North Carolina,37085,39232,3167,3364,1621,2862
37115,Madison County,North Carolina,21292,22553,1724,1788,976,1499
37117,Martin County,North Carolina,21954,21601,487,502,1095,1947
37119,Mecklenburg County,North Carolina,1116183,1233383,12833,78471,75664,37491
37121,Mitchell County,North Carolina,14901,15062,703,807,626,1285
37123,Montgomery County,North Carolina,25700,26403,1046,1277,1333,1905
37125,Moore County,North Carolina,100295,110619,10319,11287,6015,6986
37127,Nash County,North Carolina,95633,99365,3617,4488,5244,6061
37129,New Hanover County,North Carolina,226449,245959,16966,20054,10925,11839
37131,Northampton County,North Carolina,17433,16491,-128,-103,785,1610
37133,Onslow County,North Carolina,204984,217175,172,1513,18789,8031
37135,Orange County,North Carolina,143748,152498,3866,8117,5869,4786
37137,Pamlico County,North Carolina,12308,12758,1064,1095,470,1109
37139,Pasquotank County,North Carolina,40400,42201,1746,2005,2260,2493
37141,Pender County,North Carolina,60614,72111,11119,11647,3463,3670
37143,Perquimans County,North Carolina,13024,13490,1066,1025,533,1097
37145,Person County,North Carolina,39184,40636,1560,1950,2167,2696
37147,Pitt County,North Carolina,173642,182936,5169,7644,10083,8460
37149,Polk County,North Carolina,19378,20533,2148,2141,644,1638
37151,Randolph County,North Carolina,144401,149516,5192,6492,7865,9301
37153,Richmond County,North Carolina,42729,42041,-39,75,2715,3486
37155,Robeson County,North Carolina,115980,119941,831,3253,9353,8640
37157,Rockingham County,North Carolina,91201,94195,5047,5374,4580,7018
37159,Rowan County,North Carolina,146893,155096,8018,9915,7944,9782
37161,Rutherford County,North Carolina,64370,65745,3436,3450,3188,5312
37163,Sampson County,North Carolina,59078,61504,710,2390,4087,4062
37165,Scotland County,North Carolina,33413,33322,142,484,1877,2467
37167,Stanly County,North Carolina,62666,68830,6094,6707,3637,4257
37169,Stokes County,North Carolina,44565,46126,3023,3018,1938,3424
37171,Surry County,North Carolina,71386,72287,1683,2486,3785,5399
37173,Swain County,North Carolina,14107,14024,248,417,732,1228
37175,Transylvania County,North Carolina,33255,34211,1728,2174,1215,2438
37177,Tyrrell County,North Carolina,3237,3537,331,371,186,250
37179,Union County,North Carolina,239615,267674,19673,24358,12824,9166
37181,Vance County,North Carolina,42554,42638,-267,511,2678,3076
37183,Wake County,North Carolina,1130903,1257235,56656,95767,65345,34595
37185,Warren County,North Carolina,18606,18898,887,998,853,1537
37187,Washington County,North Carolina,10976,10638,81,147,533,1017
37189,Watauga County,North Carolina,54466,54786,445,915,1616,2144
37191,Wayne County,North Carolina,117758,122278,754,3720,8177,7370
37193,Wilkes County,North Carolina,65871,66233,1481,1968,3411,5039
37195,Wilson County,North Carolina,79816,81150,1328,2080,4509,5269
37197,Yadkin County,North Carolina,37250,38325,1260,1818,1928,2700
37199,Yancey County,North Carolina,18492,19084,1045,1164,863,1429
38001,Adams County,North Dakota,2194,2275,46,146,85,146
38003,Barnes County,North Dakota,10863,10573,-101,69,440,787
38005,Benson County,North Dakota,5940,5759,-274,-228,494,438
38007,Billings County,North Dakota,930,1071,109,109,61,33
38009,Bottineau County,North Dakota,6385,6284,-108,-39,321,384
38011,Bowman County,North Dakota,2973,2762,-131,-113,123,215
38013,Burke County,North Dakota,2191,2132,-72,-59,121,122
38015,Burleigh County,North Dakota,98593,103251,1662,3427,5708,4487
38017,Cass County,North Dakota,184897,201794,6297,11619,12012,6675
38019,Cavalier County,North Dakota,3697,3497,-129,-125,204,283
38021,Dickey County,North Dakota,4972,4895,-82,-6,319,386
38023,Divide County,North Dakota,2202,2110,-73,-69,119,138
38025,Dunn County,North Dakota,4093,4058,-225,-145,330,215
38027,Eddy County,North Dakota,2326,2329,36,55,160,209
38029,Emmons County,North Dakota,3295,3215,-31,-31,196,244
38031,Foster County,North Dakota,3384,3212,-153,-101,187,256
38033,Golden Valley County,North Dakota,1725,1808,82,82,89,84
38035,Grand Forks County,North Dakota,73142,74501,-2146,-37,4183,2746
38037,Grant County,North Dakota,2285,2206,-41,1,100,181
38039,Griggs County,North Dakota,2297,2239,3,3,103,163
38041,Hettinger County,North Dakota,2483,2492,21,21,123,139
38043,Kidder County,North Dakota,2381,2393,-12,-8,143,123
38045,LaMoure County,North Dakota,4095,4135,17,39,238,234
38047,Logan County,North Dakota,1883,1859,-37,-23,116,117
38049,McHenry County,North Dakota,5336,5130,-170,-162,297,336
