cert,year,county_fips,branches,deposits_kusd
35583,2019,45013,1,61166
35583,2019,45015,2,72364
35583,2019,45019,8,512369
35583,2019,45035,1,14854
35583,2019,45045,4,212802
35583,2019,45051,3,253919
35583,2019,45077,1,50396
35583,2019,45083,1,53622
35583,2019,47001,1,113897
35583,2019,47003,1,98828
35583,2019,47009,1,79862
35583,2019,47011,1,140227
35583,2019,47021,1,135027
35583,2019,47037,11,7223882
35583,2019,47043,1,77656
35583,2019,47065,2,852784
35583,2019,47093,5,1476917
35583,2019,47149,8,1122245
35583,2019,47157,6,867016
35583,2019,47165,1,163064
35583,2019,47187,4,854793
35583,2019,47189,4,343145
35583,2019,51161,4,214649
35583,2019,51770,3,277268
35583,2019,51775,1,94339
35583,2020,13067,1,29041
35583,2020,37001,1,70424
35583,2020,37021,1,39058
35583,2020,37025,2,183798
35583,2020,37057,3,650225
35583,2020,37063,2,184878
35583,2020,37067,3,360860
35583,2020,37081,10,1388263
35583,2020,37097,1,191807
35583,2020,37119,3,680997
35583,2020,37135,1,74688
35583,2020,37151,3,302051
35583,2020,37159,1,65210
35583,2020,37167,2,251464
35583,2020,37179,1,77702
35583,2020,37183,4,485810
35583,2020,45013,1,57634
35583,2020,45015,2,92008
35583,2020,45019,7,615969
35583,2020,45035,1,20037
35583,2020,45045,4,253961
35583,2020,45051,3,251520
35583,2020,45077,1,51772
35583,2020,45083,1,61488
35583,2020,47001,1,134886
35583,2020,47003,1,97854
35583,2020,47009,1,125331
35583,2020,47011,1,168104
35583,2020,47021,1,156793
35583,2020,47037,10,10452141
35583,2020,47043,1,80148
35583,2020,47065,3,1287020
35583,2020,47093,5,1874697
35583,2020,47149,8,1330556
35583,2020,47157,6,1225858
35583,2020,47165,1,203251
35583,2020,47187,4,1074690
35583,2020,47189,3,431871
35583,2020,51019,1,12060
35583,2020,51161,5,595866
35583,2020,51770,2,57241
35583,2020,51775,1,99163
35583,2021,13067,3,126191
35583,2021,37001,1,78464
35583,2021,37021,1,44471
35583,2021,37025,2,223102
35583,2021,37057,3,319142
35583,2021,37063,2,228833
35583,2021,37067,3,424307
35583,2021,37081,10,1501264
35583,2021,37097,1,222431
35583,2021,37119,3,897617
35583,2021,37135,1,79533
35583,2021,37151,3,375383
35583,2021,37159,1,71936
35583,2021,37167,2,244756
35583,2021,37179,1,71587
35583,2021,37183,4,575235
35583,2021,45013,1,72294
35583,2021,45015,2,133439
35583,2021,45019,7,777045
35583,2021,45035,1,20529
35583,2021,45045,4,290317
35583,2021,45051,3,272365
35583,2021,45077,1,56472
35583,2021,45083,1,65467
35583,2021,47001,1,142462
35583,2021,47003,1,87352
35583,2021,47009,1,148635
35583,2021,47011,1,300242
35583,2021,47021,1,186437
35583,2021,47037,10,10761442
35583,2021,47043,1,97131
35583,2021,47065,3,1359117
35583,2021,47093,5,2124104
35583,2021,47149,10,1503902
35583,2021,47157,6,1699321
35583,2021,47165,3,257488
35583,2021,47187,4,1308454
35583,2021,47189,3,537469
35583,2021,51019,1,12367
35583,2021,51161,5,633890
35583,2021,51770,2,57546
35583,2021,51775,1,100119
35583,2022,01089,1,215594
35583,2022,13067,3,321213
35583,2022,37001,1,86018
35583,2022,37021,1,62495
35583,2022,37025,2,260528
35583,2022,37057,3,368013
35583,2022,37063,2,267179
35583,2022,37067,3,423129
35583,2022,37081,10,1751931
35583,2022,37097,1,208126
35583,2022,37119,4,1073100
35583,2022,37135,1,78096
35583,2022,37151,3,400915
35583,2022,37159,1,76581
35583,2022,37167,2,246362
35583,2022,37179,1,104098
35583,2022,37183,4,606297
35583,2022,45013,1,66655
35583,2022,45015,2,89788
35583,2022,45019,7,837243
35583,2022,45035,1,23224
35583,2022,45045,4,308864
35583,2022,45051,3,406438
35583,2022,45077,1,58363
35583,2022,45083,1,84507
35583,2022,47001,1,191316
35583,2022,47003,1,94400
35583,2022,47009,1,205391
35583,2022,47011,1,310590
35583,2022,47021,1,218868
35583,2022,47037,10,12136308
35583,2022,47043,1,88359
35583,2022,47065,3,1572587
35583,2022,47093,5,2049299
35583,2022,47149,11,1731470
35583,2022,47157,7,2241007
35583,2022,47165,3,321681
35583,2022,47187,4,1602021
35583,2022,47189,3,600661
35583,2022,51019,1,22701
35583,2022,51161,5,785042
35583,2022,51770,2,64791
35583,2022,51775,1,100422
35583,2023,01073,1,250990
35583,2023,01089,1,301234
35583,2023,13067,3,491985
35583,2023,13121,1,42293
35583,2023,21227,1,72399
35583,2023,37001,1,110886
35583,2023,37021,1,56359
35583,2023,37025,2,284236
35583,2023,37057,3,349786
35583,2023,37063,2,277710
35583,2023,37067,3,548078
35583,2023,37081,10,1667143
35583,2023,37097,1,210235
35583,2023,37119,4,1088589
35583,2023,37135,1,73413
35583,2023,37151,3,435457
35583,2023,37159,1,80019
35583,2023,37167,2,256515
35583,2023,37179,1,96475
35583,2023,37183,5,679369
35583,2023,45013,1,66958
35583,2023,45015,2,113866
35583,2023,45019,7,1044690
35583,2023,45035,1,26672
35583,2023,45045,4,296632
35583,2023,45051,3,388300
35583,2023,45077,1,69411
35583,2023,45083,1,107707
35583,2023,47001,1,187873
35583,2023,47003,1,111256
35583,2023,47009,1,231375
35583,2023,47011,1,389341
35583,2023,47021,1,260000
35583,2023,47037,11,14324827
35583,2023,47043,1,97796
35583,2023,47065,3,1938293
35583,2023,47093,5,2115449
35583,2023,47149,11,1877485
35583,2023,47157,7,2387029
35583,2023,47165,3,473477
35583,2023,47187,4,1856384
35583,2023,47189,3,603227
35583,2023,51019,1,60304
35583,2023,51059,1,637675
35583,2023,51161,5,782943
35583,2023,51770,2,59421
35583,2023,51775,1,58682
35583,2024,01073,2,322192
35583,2024,01083,1,1047
35583,2024,01089,1,346746
35583,2024,12031,1,28353
35583,2024,12109,1,460
35583,2024,13067,3,723706
35583,2024,13121,1,22862
35583,2024,21111,1,48560
35583,2024,21227,1,146165
35583,2024,24027,1,85665
35583,2024,24031,1,1569
35583,2024,37001,1,132065
35583,2024,37021,1,54490
35583,2024,37025,2,306839
35583,2024,37057,3,507113
35583,2024,37063,2,252117
35583,2024,37067,3,513457
35583,2024,37081,10,1617227
35583,2024,37097,1,196839
35583,2024,37119,4,1280285
35583,2024,37135,1,71085
35583,2024,37151,3,420479
35583,2024,37159,1,93324
35583,2024,37167,2,253483
35583,2024,37179,1,112751
35583,2024,37183,6,692557
35583,2024,45013,1,71818
35583,2024,45015,2,134036
35583,2024,45019,7,953026
35583,2024,45035,1,30153
35583,2024,45045,4,334460
35583,2024,45051,3,440359
35583,2024,45077,1,67937
35583,2024,45083,1,117064
35583,2024,47001,1,230588
35583,2024,47003,1,117896
35583,2024,47009,1,241462
35583,2024,47011,1,490779
35583,2024,47021,1,242611
35583,2024,47037,12,14340693
35583,2024,47043,1,106890
35583,2024,47065,3,2197156
35583,2024,47093,5,2382555
35583,2024,47149,11,1979384
35583,2024,47157,7,2343068
35583,2024,47165,3,435322
35583,2024,47187,4,2014515
35583,2024,47189,3,588971
35583,2024,51013,1,906
35583,2024,51019,2,83408
35583,2024,51059,1,992599
35583,2024,51161,5,690790
35583,2024,51770,2,58785
35583,2024,51775,1,51513
35583,2025,01073,2,485196
35583,2025,01083,1,72714
35583,2025,01089,1,451823
35583,2025,12031,1,76748
35583,2025,12109,1,34
35583,2025,13067,2,974474
35583,2025,13121,3,85775
35583,2025,13135,1,998
35583,2025,21111,1,262666
35583,2025,21227,1,172876
35583,2025,24027,1,55524
35583,2025,24031,1,4820
35583,2025,37001,1,143305
35583,2025,37021,1,62425
35583,2025,37025,3,225320
35583,2025,37037,1,125665
35583,2025,37057,3,518368
35583,2025,37063,1,130725
35583,2025,37067,3,592153
35583,2025,37081,10,1704183
35583,2025,37097,1,252503
35583,2025,37119,5,1281501
35583,2025,37135,1,69379
35583,2025,37151,3,440632
35583,2025,37159,1,87735
35583,2025,37167,2,234935
35583,2025,37179,1,138794
35583,2025,37183,6,928326
35583,2025,45013,1,63487
35583,2025,45015,1,27074
35583,2025,45019,7,1091291
35583,2025,45035,2,122528
35583,2025,45045,4,338140
35583,2025,45051,3,476432
35583,2025,45077,1,63058
35583,2025,45083,1,119184
35583,2025,47001,1,262759
35583,2025,47003,1,172443
35583,2025,47009,1,251856
35583,2025,47011,1,512307
35583,2025,47021,1,250373
35583,2025,47037,13,15440535
35583,2025,47043,1,101750
35583,2025,47065,3,2350578
35583,2025,47093,5,2849206
35583,2025,47149,11,2237326
35583,2025,47157,7,2468134
35583,2025,47165,2,516780
35583,2025,47187,4,2216066
35583,2025,47189,3,579434
35583,2025,51013,1,46163
35583,2025,51019,1,85498
35583,2025,51059,1,2140358
35583,2025,51161,3,128098
35583,2025,51680,1,0
35583,2025,51770,4,716546
35583,2025,51775,1,46114
