geofips,geoname,year,population
01001,"Autauga, AL",2019,58251.0
01001,"Autauga, AL",2020,58909.0
01001,"Autauga, AL",2021,59191.0
01001,"Autauga, AL",2022,59736.0
01001,"Autauga, AL",2023,60436.0
01001,"Autauga, AL",2024,61464.0
01003,"Baldwin, AL",2019,227057.0
01003,"Baldwin, AL",2020,233244.0
01003,"Baldwin, AL",2021,239411.0
01003,"Baldwin, AL",2022,246577.0
01003,"Baldwin, AL",2023,254107.0
01003,"Baldwin, AL",2024,261608.0
01005,"Barbour, AL",2019,25187.0
01005,"Barbour, AL",2020,24975.0
01005,"Barbour, AL",2021,24517.0
01005,"Barbour, AL",2022,24722.0
01005,"Barbour, AL",2023,24644.0
01005,"Barbour, AL",2024,24358.0
01007,"Bibb, AL",2019,22408.0
01007,"Bibb, AL",2020,22176.0
01007,"Bibb, AL",2021,22344.0
01007,"Bibb, AL",2022,21983.0
01007,"Bibb, AL",2023,21890.0
01007,"Bibb, AL",2024,22258.0
01009,"Blount, AL",2019,58949.0
01009,"Blount, AL",2020,59110.0
01009,"Blount, AL",2021,59050.0
01009,"Blount, AL",2022,59491.0
01009,"Blount, AL",2023,59777.0
01009,"Blount, AL",2024,60163.0
01011,"Bullock, AL",2019,10428.0
01011,"Bullock, AL",2020,10230.0
01011,"Bullock, AL",2021,10126.0
01011,"Bullock, AL",2022,10126.0
01011,"Bullock, AL",2023,9908.0
01011,"Bullock, AL",2024,9901.0
01013,"Butler, AL",2019,19061.0
01013,"Butler, AL",2020,19027.0
01013,"Butler, AL",2021,18856.0
01013,"Butler, AL",2022,18652.0
01013,"Butler, AL",2023,18357.0
01013,"Butler, AL",2024,18256.0
01015,"Calhoun, AL",2019,116601.0
01015,"Calhoun, AL",2020,116242.0
01015,"Calhoun, AL",2021,115633.0
01015,"Calhoun, AL",2022,115744.0
01015,"Calhoun, AL",2023,116403.0
01015,"Calhoun, AL",2024,116427.0
01017,"Chambers, AL",2019,34900.0
01017,"Chambers, AL",2020,34572.0
01017,"Chambers, AL",2021,34396.0
01017,"Chambers, AL",2022,34093.0
01017,"Chambers, AL",2023,34087.0
01017,"Chambers, AL",2024,33813.0
01019,"Cherokee, AL",2019,25005.0
01019,"Cherokee, AL",2020,24981.0
01019,"Cherokee, AL",2021,25060.0
01019,"Cherokee, AL",2022,25334.0
01019,"Cherokee, AL",2023,25700.0
01019,"Cherokee, AL",2024,26138.0
01021,"Chilton, AL",2019,44861.0
01021,"Chilton, AL",2020,45060.0
01021,"Chilton, AL",2021,45255.0
01021,"Chilton, AL",2022,45856.0
01021,"Chilton, AL",2023,46525.0
01021,"Chilton, AL",2024,47262.0
01023,"Choctaw, AL",2019,12758.0
01023,"Choctaw, AL",2020,12622.0
01023,"Choctaw, AL",2021,12544.0
01023,"Choctaw, AL",2022,12420.0
01023,"Choctaw, AL",2023,12263.0
01023,"Choctaw, AL",2024,12052.0
01025,"Clarke, AL",2019,23362.0
01025,"Clarke, AL",2020,22989.0
01025,"Clarke, AL",2021,22735.0
01025,"Clarke, AL",2022,22545.0
01025,"Clarke, AL",2023,22305.0
01025,"Clarke, AL",2024,22142.0
01027,"Clay, AL",2019,14269.0
01027,"Clay, AL",2020,14210.0
01027,"Clay, AL",2021,14156.0
01027,"Clay, AL",2022,14198.0
01027,"Clay, AL",2023,14157.0
01027,"Clay, AL",2024,14239.0
01029,"Cleburne, AL",2019,15029.0
01029,"Cleburne, AL",2020,15063.0
01029,"Cleburne, AL",2021,15151.0
01029,"Cleburne, AL",2022,15353.0
01029,"Cleburne, AL",2023,15658.0
01029,"Cleburne, AL",2024,15905.0
01031,"Coffee, AL",2019,52917.0
01031,"Coffee, AL",2020,53565.0
01031,"Coffee, AL",2021,54201.0
01031,"Coffee, AL",2022,54769.0
01031,"Coffee, AL",2023,55707.0
01031,"Coffee, AL",2024,56358.0
01033,"Colbert, AL",2019,56937.0
01033,"Colbert, AL",2020,57305.0
01033,"Colbert, AL",2021,57615.0
01033,"Colbert, AL",2022,58023.0
01033,"Colbert, AL",2023,58382.0
01033,"Colbert, AL",2024,58785.0
01035,"Conecuh, AL",2019,11751.0
01035,"Conecuh, AL",2020,11551.0
01035,"Conecuh, AL",2021,11317.0
01035,"Conecuh, AL",2022,11220.0
01035,"Conecuh, AL",2023,11177.0
01035,"Conecuh, AL",2024,11109.0
01037,"Coosa, AL",2019,10409.0
01037,"Coosa, AL",2020,10340.0
01037,"Coosa, AL",2021,10321.0
01037,"Coosa, AL",2022,10283.0
01037,"Coosa, AL",2023,10267.0
01037,"Coosa, AL",2024,10291.0
01039,"Covington, AL",2019,37610.0
01039,"Covington, AL",2020,37513.0
01039,"Covington, AL",2021,37512.0
01039,"Covington, AL",2022,37508.0
01039,"Covington, AL",2023,37861.0
01039,"Covington, AL",2024,37748.0
01041,"Crenshaw, AL",2019,13333.0
01041,"Crenshaw, AL",2020,13171.0
01041,"Crenshaw, AL",2021,13062.0
01041,"Crenshaw, AL",2022,13096.0
01041,"Crenshaw, AL",2023,13168.0
01041,"Crenshaw, AL",2024,13114.0
01043,"Cullman, AL",2019,86898.0
01043,"Cullman, AL",2020,88142.0
01043,"Cullman, AL",2021,89578.0
01043,"Cullman, AL",2022,90597.0
01043,"Cullman, AL",2023,91909.0
01043,"Cullman, AL",2024,92604.0
01045,"Dale, AL",2019,49521.0
01045,"Dale, AL",2020,49260.0
01045,"Dale, AL",2021,49344.0
01045,"Dale, AL",2022,49472.0
01045,"Dale, AL",2023,49852.0
01045,"Dale, AL",2024,50067.0
01047,"Dallas, AL",2019,39065.0
01047,"Dallas, AL",2020,38185.0
01047,"Dallas, AL",2021,37496.0
01047,"Dallas, AL",2022,36772.0
01047,"Dallas, AL",2023,36294.0
01047,"Dallas, AL",2024,35545.0
01049,"DeKalb, AL",2019,71453.0
01049,"DeKalb, AL",2020,71673.0
01049,"DeKalb, AL",2021,71880.0
01049,"DeKalb, AL",2022,72046.0
01049,"DeKalb, AL",2023,72626.0
01049,"DeKalb, AL",2024,73122.0
01051,"Elmore, AL",2019,87061.0
01051,"Elmore, AL",2020,87871.0
01051,"Elmore, AL",2021,88734.0
01051,"Elmore, AL",2022,89566.0
01051,"Elmore, AL",2023,90416.0
01051,"Elmore, AL",2024,91042.0
01053,"Escambia, AL",2019,36940.0
01053,"Escambia, AL",2020,36687.0
01053,"Escambia, AL",2021,36628.0
01053,"Escambia, AL",2022,36620.0
01053,"Escambia, AL",2023,36582.0
01053,"Escambia, AL",2024,36630.0
01055,"Etowah, AL",2019,103342.0
01055,"Etowah, AL",2020,103437.0
01055,"Etowah, AL",2021,102887.0
01055,"Etowah, AL",2022,102821.0
01055,"Etowah, AL",2023,103174.0
01055,"Etowah, AL",2024,103207.0
01057,"Fayette, AL",2019,16354.0
01057,"Fayette, AL",2020,16329.0
01057,"Fayette, AL",2021,16119.0
01057,"Fayette, AL",2022,16041.0
01057,"Fayette, AL",2023,15913.0
01057,"Fayette, AL",2024,15863.0
01059,"Franklin, AL",2019,32115.0
01059,"Franklin, AL",2020,32076.0
01059,"Franklin, AL",2021,31991.0
01059,"Franklin, AL",2022,31947.0
01059,"Franklin, AL",2023,31941.0
01059,"Franklin, AL",2024,31874.0
01061,"Geneva, AL",2019,26548.0
01061,"Geneva, AL",2020,26703.0
01061,"Geneva, AL",2021,26632.0
01061,"Geneva, AL",2022,26787.0
01061,"Geneva, AL",2023,27052.0
01061,"Geneva, AL",2024,27259.0
01063,"Greene, AL",2019,7823.0
01063,"Greene, AL",2020,7701.0
01063,"Greene, AL",2021,7583.0
01063,"Greene, AL",2022,7412.0
01063,"Greene, AL",2023,7299.0
01063,"Greene, AL",2024,7127.0
01065,"Hale, AL",2019,14779.0
01065,"Hale, AL",2020,14771.0
01065,"Hale, AL",2021,14715.0
01065,"Hale, AL",2022,14613.0
01065,"Hale, AL",2023,14931.0
01065,"Hale, AL",2024,15116.0
01067,"Henry, AL",2019,17071.0
01067,"Henry, AL",2020,17171.0
01067,"Henry, AL",2021,17412.0
01067,"Henry, AL",2022,17638.0
01067,"Henry, AL",2023,17872.0
01067,"Henry, AL",2024,18141.0
01069,"Houston, AL",2019,106860.0
01069,"Houston, AL",2020,107300.0
01069,"Houston, AL",2021,107412.0
01069,"Houston, AL",2022,108063.0
01069,"Houston, AL",2023,108556.0
01069,"Houston, AL",2024,109366.0
01071,"Jackson, AL",2019,52541.0
01071,"Jackson, AL",2020,52532.0
01071,"Jackson, AL",2021,52688.0
01071,"Jackson, AL",2022,52842.0
01071,"Jackson, AL",2023,53423.0
01071,"Jackson, AL",2024,53780.0
01073,"Jefferson, AL",2019,675357.0
01073,"Jefferson, AL",2020,674727.0
01073,"Jefferson, AL",2021,669677.0
01073,"Jefferson, AL",2022,665543.0
01073,"Jefferson, AL",2023,664084.0
01073,"Jefferson, AL",2024,664744.0
01075,"Lamar, AL",2019,13990.0
01075,"Lamar, AL",2020,13954.0
01075,"Lamar, AL",2021,13725.0
01075,"Lamar, AL",2022,13628.0
01075,"Lamar, AL",2023,13616.0
01075,"Lamar, AL",2024,13543.0
01077,"Lauderdale, AL",2019,93245.0
01077,"Lauderdale, AL",2020,94031.0
01077,"Lauderdale, AL",2021,94846.0
01077,"Lauderdale, AL",2022,95903.0
01077,"Lauderdale, AL",2023,96867.0
01077,"Lauderdale, AL",2024,97502.0
01079,"Lawrence, AL",2019,33043.0
01079,"Lawrence, AL",2020,33075.0
01079,"Lawrence, AL",2021,33052.0
01079,"Lawrence, AL",2022,33182.0
01079,"Lawrence, AL",2023,33505.0
01079,"Lawrence, AL",2024,33567.0
01081,"Lee, AL",2019,172212.0
01081,"Lee, AL",2020,174856.0
01081,"Lee, AL",2021,177652.0
01081,"Lee, AL",2022,181044.0
01081,"Lee, AL",2023,184271.0
01081,"Lee, AL",2024,187847.0
01083,"Limestone, AL",2019,101057.0
01083,"Limestone, AL",2020,104209.0
01083,"Limestone, AL",2021,107285.0
01083,"Limestone, AL",2022,110926.0
01083,"Limestone, AL",2023,114803.0
01083,"Limestone, AL",2024,118942.0
01085,"Lowndes, AL",2019,10333.0
01085,"Lowndes, AL",2020,10284.0
01085,"Lowndes, AL",2021,9936.0
01085,"Lowndes, AL",2022,9778.0
01085,"Lowndes, AL",2023,9682.0
01085,"Lowndes, AL",2024,9485.0
01087,"Macon, AL",2019,19537.0
01087,"Macon, AL",2020,19472.0
01087,"Macon, AL",2021,18917.0
01087,"Macon, AL",2022,18561.0
01087,"Macon, AL",2023,18347.0
01087,"Macon, AL",2024,18159.0
01089,"Madison, AL",2019,382041.0
01089,"Madison, AL",2020,390527.0
01089,"Madison, AL",2021,396663.0
01089,"Madison, AL",2022,404155.0
01089,"Madison, AL",2023,413891.0
01089,"Madison, AL",2024,423355.0
01091,"Marengo, AL",2019,19407.0
01091,"Marengo, AL",2020,19271.0
01091,"Marengo, AL",2021,18978.0
01091,"Marengo, AL",2022,18790.0
01091,"Marengo, AL",2023,18705.0
01091,"Marengo, AL",2024,18512.0
01093,"Marion, AL",2019,29451.0
01093,"Marion, AL",2020,29175.0
01093,"Marion, AL",2021,28972.0
01093,"Marion, AL",2022,29171.0
01093,"Marion, AL",2023,29279.0
01093,"Marion, AL",2024,29323.0
01095,"Marshall, AL",2019,97358.0
01095,"Marshall, AL",2020,97706.0
01095,"Marshall, AL",2021,98268.0
01095,"Marshall, AL",2022,99570.0
01095,"Marshall, AL",2023,101041.0
01095,"Marshall, AL",2024,102156.0
01097,"Mobile, AL",2019,415076.0
01097,"Mobile, AL",2020,414409.0
01097,"Mobile, AL",2021,413164.0
01097,"Mobile, AL",2022,411291.0
01097,"Mobile, AL",2023,411745.0
01097,"Mobile, AL",2024,412339.0
01099,"Monroe, AL",2019,19996.0
01099,"Monroe, AL",2020,19704.0
01099,"Monroe, AL",2021,19530.0
01099,"Monroe, AL",2022,19403.0
01099,"Monroe, AL",2023,19244.0
01099,"Monroe, AL",2024,19057.0
01101,"Montgomery, AL",2019,229604.0
01101,"Montgomery, AL",2020,228363.0
01101,"Montgomery, AL",2021,226811.0
01101,"Montgomery, AL",2022,226554.0
01101,"Montgomery, AL",2023,225966.0
01101,"Montgomery, AL",2024,225894.0
01103,"Morgan, AL",2019,122923.0
01103,"Morgan, AL",2020,123329.0
01103,"Morgan, AL",2021,123270.0
01103,"Morgan, AL",2022,124218.0
01103,"Morgan, AL",2023,125455.0
01103,"Morgan, AL",2024,126084.0
01105,"Perry, AL",2019,8718.0
01105,"Perry, AL",2020,8456.0
01105,"Perry, AL",2021,8314.0
01105,"Perry, AL",2022,7893.0
01105,"Perry, AL",2023,7772.0
01105,"Perry, AL",2024,7719.0
01107,"Pickens, AL",2019,19296.0
01107,"Pickens, AL",2020,18962.0
01107,"Pickens, AL",2021,18615.0
01107,"Pickens, AL",2022,18780.0
01107,"Pickens, AL",2023,18741.0
01107,"Pickens, AL",2024,18508.0
01109,"Pike, AL",2019,33060.0
01109,"Pike, AL",2020,32904.0
01109,"Pike, AL",2021,32748.0
01109,"Pike, AL",2022,32998.0
01109,"Pike, AL",2023,33163.0
01109,"Pike, AL",2024,33124.0
01111,"Randolph, AL",2019,21931.0
01111,"Randolph, AL",2020,22093.0
01111,"Randolph, AL",2021,22157.0
01111,"Randolph, AL",2022,22442.0
01111,"Randolph, AL",2023,22789.0
01111,"Randolph, AL",2024,23067.0
01113,"Russell, AL",2019,59009.0
01113,"Russell, AL",2020,59252.0
01113,"Russell, AL",2021,58651.0
01113,"Russell, AL",2022,58522.0
01113,"Russell, AL",2023,58792.0
01113,"Russell, AL",2024,58837.0
01115,"St. Clair, AL",2019,90307.0
01115,"St. Clair, AL",2020,91687.0
01115,"St. Clair, AL",2021,92850.0
01115,"St. Clair, AL",2022,93879.0
01115,"St. Clair, AL",2023,95487.0
01115,"St. Clair, AL",2024,96927.0
01117,"Shelby, AL",2019,220363.0
01117,"Shelby, AL",2020,223915.0
01117,"Shelby, AL",2021,227436.0
01117,"Shelby, AL",2022,230140.0
01117,"Shelby, AL",2023,233593.0
01117,"Shelby, AL",2024,235969.0
01119,"Sumter, AL",2019,12430.0
01119,"Sumter, AL",2020,12192.0
01119,"Sumter, AL",2021,11960.0
01119,"Sumter, AL",2022,11894.0
01119,"Sumter, AL",2023,11737.0
01119,"Sumter, AL",2024,11607.0
01121,"Talladega, AL",2019,82144.0
01121,"Talladega, AL",2020,81416.0
01121,"Talladega, AL",2021,80556.0
01121,"Talladega, AL",2022,80674.0
01121,"Talladega, AL",2023,81083.0
01121,"Talladega, AL",2024,81375.0
01123,"Tallapoosa, AL",2019,41375.0
01123,"Tallapoosa, AL",2020,41288.0
01123,"Tallapoosa, AL",2021,41084.0
01123,"Tallapoosa, AL",2022,40910.0
01123,"Tallapoosa, AL",2023,40709.0
01123,"Tallapoosa, AL",2024,40699.0
01125,"Tuscaloosa, AL",2019,225397.0
01125,"Tuscaloosa, AL",2020,232651.0
01125,"Tuscaloosa, AL",2021,236699.0
01125,"Tuscaloosa, AL",2022,237995.0
01125,"Tuscaloosa, AL",2023,239204.0
01125,"Tuscaloosa, AL",2024,241212.0
01127,"Walker, AL",2019,65591.0
01127,"Walker, AL",2020,65141.0
01127,"Walker, AL",2021,64552.0
01127,"Walker, AL",2022,64408.0
01127,"Walker, AL",2023,64845.0
01127,"Walker, AL",2024,65260.0
01129,"Washington, AL",2019,15667.0
01129,"Washington, AL",2020,15331.0
01129,"Washington, AL",2021,15226.0
01129,"Washington, AL",2022,15098.0
01129,"Washington, AL",2023,15040.0
01129,"Washington, AL",2024,15018.0
01131,"Wilcox, AL",2019,10716.0
01131,"Wilcox, AL",2020,10533.0
01131,"Wilcox, AL",2021,10411.0
01131,"Wilcox, AL",2022,10124.0
01131,"Wilcox, AL",2023,9925.0
01131,"Wilcox, AL",2024,9865.0
01133,"Winston, AL",2019,23690.0
01133,"Winston, AL",2020,23488.0
01133,"Winston, AL",2021,23639.0
01133,"Winston, AL",2022,23741.0
01133,"Winston, AL",2023,23673.0
01133,"Winston, AL",2024,23869.0
02010,"Aleutian Islands Census Area, AK*",2019,0.0
02010,"Aleutian Islands Census Area, AK*",2020,0.0
02010,"Aleutian Islands Census Area, AK*",2021,0.0
02010,"Aleutian Islands Census Area, AK*",2022,0.0
02010,"Aleutian Islands Census Area, AK*",2023,0.0
02010,"Aleutian Islands Census Area, AK*",2024,0.0
02013,"Aleutians East Borough, AK*",2019,3354.0
02013,"Aleutians East Borough, AK*",2020,3426.0
02013,"Aleutians East Borough, AK*",2021,3416.0
02013,"Aleutians East Borough, AK*",2022,3453.0
02013,"Aleutians East Borough, AK*",2023,3529.0
02013,"Aleutians East Borough, AK*",2024,3632.0
02016,"Aleutians West Census Area, AK*",2019,5253.0
02016,"Aleutians West Census Area, AK*",2020,5223.0
02016,"Aleutians West Census Area, AK*",2021,5156.0
02016,"Aleutians West Census Area, AK*",2022,5115.0
02016,"Aleutians West Census Area, AK*",2023,5257.0
02016,"Aleutians West Census Area, AK*",2024,5424.0
02020,"Anchorage Municipality, AK",2019,292061.0
02020,"Anchorage Municipality, AK",2020,290905.0
02020,"Anchorage Municipality, AK",2021,288921.0
02020,"Anchorage Municipality, AK",2022,287520.0
02020,"Anchorage Municipality, AK",2023,287932.0
02020,"Anchorage Municipality, AK",2024,289600.0
02050,"Bethel Census Area, AK*",2019,18659.0
02050,"Bethel Census Area, AK*",2020,18670.0
02050,"Bethel Census Area, AK*",2021,18589.0
02050,"Bethel Census Area, AK*",2022,18272.0
02050,"Bethel Census Area, AK*",2023,18199.0
02050,"Bethel Census Area, AK*",2024,18237.0
02060,"Bristol Bay Borough, AK",2019,857.0
02060,"Bristol Bay Borough, AK",2020,830.0
02060,"Bristol Bay Borough, AK",2021,842.0
02060,"Bristol Bay Borough, AK",2022,877.0
02060,"Bristol Bay Borough, AK",2023,859.0
02060,"Bristol Bay Borough, AK",2024,884.0
02063,"Chugach Census Area, AK*",2019,0.0
02063,"Chugach Census Area, AK*",2020,7082.0
02063,"Chugach Census Area, AK*",2021,6967.0
02063,"Chugach Census Area, AK*",2022,6910.0
02063,"Chugach Census Area, AK*",2023,6749.0
02063,"Chugach Census Area, AK*",2024,6604.0
02066,"Copper River Census Area, AK*",2019,0.0
02066,"Copper River Census Area, AK*",2020,2614.0
02066,"Copper River Census Area, AK*",2021,2620.0
02066,"Copper River Census Area, AK*",2022,2607.0
02066,"Copper River Census Area, AK*",2023,2656.0
02066,"Copper River Census Area, AK*",2024,2631.0
02068,"Denali Borough, AK*",2019,1678.0
02068,"Denali Borough, AK*",2020,1614.0
02068,"Denali Borough, AK*",2021,1595.0
02068,"Denali Borough, AK*",2022,1583.0
02068,"Denali Borough, AK*",2023,1595.0
02068,"Denali Borough, AK*",2024,1621.0
02070,"Dillingham Census Area, AK*",2019,4920.0
02070,"Dillingham Census Area, AK*",2020,4840.0
02070,"Dillingham Census Area, AK*",2021,4794.0
02070,"Dillingham Census Area, AK*",2022,4716.0
02070,"Dillingham Census Area, AK*",2023,4626.0
02070,"Dillingham Census Area, AK*",2024,4642.0
02090,"Fairbanks North Star Borough, AK",2019,96728.0
02090,"Fairbanks North Star Borough, AK",2020,95349.0
02090,"Fairbanks North Star Borough, AK",2021,95553.0
02090,"Fairbanks North Star Borough, AK",2022,95749.0
02090,"Fairbanks North Star Borough, AK",2023,95700.0
02090,"Fairbanks North Star Borough, AK",2024,94951.0
02100,"Haines Borough, AK*",2019,2090.0
02100,"Haines Borough, AK*",2020,2085.0
02100,"Haines Borough, AK*",2021,2075.0
02100,"Haines Borough, AK*",2022,2079.0
02100,"Haines Borough, AK*",2023,2088.0
02100,"Haines Borough, AK*",2024,2104.0
02105,"Hoonah-Angoon Census Area, AK*",2019,2335.0
02105,"Hoonah-Angoon Census Area, AK*",2020,2354.0
02105,"Hoonah-Angoon Census Area, AK*",2021,2328.0
02105,"Hoonah-Angoon Census Area, AK*",2022,2282.0
02105,"Hoonah-Angoon Census Area, AK*",2023,2278.0
02105,"Hoonah-Angoon Census Area, AK*",2024,2312.0
02110,"Juneau City and Borough, AK",2019,32344.0
02110,"Juneau City and Borough, AK",2020,32203.0
02110,"Juneau City and Borough, AK",2021,31972.0
02110,"Juneau City and Borough, AK",2022,31742.0
02110,"Juneau City and Borough, AK",2023,31483.0
02110,"Juneau City and Borough, AK",2024,31572.0
02122,"Kenai Peninsula Borough, AK*",2019,58452.0
02122,"Kenai Peninsula Borough, AK*",2020,58941.0
02122,"Kenai Peninsula Borough, AK*",2021,59947.0
02122,"Kenai Peninsula Borough, AK*",2022,60631.0
02122,"Kenai Peninsula Borough, AK*",2023,61285.0
02122,"Kenai Peninsula Borough, AK*",2024,61259.0
02130,"Ketchikan Gateway Borough, AK*",2019,14049.0
02130,"Ketchikan Gateway Borough, AK*",2020,13912.0
02130,"Ketchikan Gateway Borough, AK*",2021,13823.0
02130,"Ketchikan Gateway Borough, AK*",2022,13719.0
02130,"Ketchikan Gateway Borough, AK*",2023,13708.0
02130,"Ketchikan Gateway Borough, AK*",2024,13677.0
02150,"Kodiak Island Borough, AK",2019,13251.0
02150,"Kodiak Island Borough, AK",2020,13044.0
02150,"Kodiak Island Borough, AK",2021,12844.0
02150,"Kodiak Island Borough, AK",2022,12655.0
02150,"Kodiak Island Borough, AK",2023,12659.0
02150,"Kodiak Island Borough, AK",2024,12654.0
02158,"Kusilvak Census Area, AK*",2019,8399.0
02158,"Kusilvak Census Area, AK*",2020,8369.0
02158,"Kusilvak Census Area, AK*",2021,8376.0
02158,"Kusilvak Census Area, AK*",2022,8196.0
02158,"Kusilvak Census Area, AK*",2023,7991.0
02158,"Kusilvak Census Area, AK*",2024,7946.0
02164,"Lake and Peninsula Borough, AK*",2019,1556.0
02164,"Lake and Peninsula Borough, AK*",2020,1452.0
02164,"Lake and Peninsula Borough, AK*",2021,1421.0
02164,"Lake and Peninsula Borough, AK*",2022,1375.0
02164,"Lake and Peninsula Borough, AK*",2023,1337.0
02164,"Lake and Peninsula Borough, AK*",2024,1315.0
02170,"Matanuska-Susitna Borough, AK",2019,106069.0
02170,"Matanuska-Susitna Borough, AK",2020,107522.0
02170,"Matanuska-Susitna Borough, AK",2021,111003.0
02170,"Matanuska-Susitna Borough, AK",2022,113505.0
02170,"Matanuska-Susitna Borough, AK",2023,115296.0
02170,"Matanuska-Susitna Borough, AK",2024,117613.0
02180,"Nome Census Area, AK",2019,10128.0
02180,"Nome Census Area, AK",2020,10019.0
02180,"Nome Census Area, AK",2021,9882.0
02180,"Nome Census Area, AK",2022,9804.0
02180,"Nome Census Area, AK",2023,9790.0
02180,"Nome Census Area, AK",2024,9836.0
02185,"North Slope Borough, AK*",2019,11027.0
02185,"North Slope Borough, AK*",2020,11006.0
02185,"North Slope Borough, AK*",2021,10969.0
02185,"North Slope Borough, AK*",2022,10789.0
02185,"North Slope Borough, AK*",2023,10621.0
02185,"North Slope Borough, AK*",2024,10663.0
02188,"Northwest Arctic Borough, AK",2019,7814.0
02188,"Northwest Arctic Borough, AK",2020,7795.0
02188,"Northwest Arctic Borough, AK",2021,7588.0
02188,"Northwest Arctic Borough, AK",2022,7401.0
02188,"Northwest Arctic Borough, AK",2023,7286.0
02188,"Northwest Arctic Borough, AK",2024,7134.0
02195,"Petersburg Borough, AK*",2019,3399.0
02195,"Petersburg Borough, AK*",2020,3407.0
02195,"Petersburg Borough, AK*",2021,3385.0
02195,"Petersburg Borough, AK*",2022,3381.0
02195,"Petersburg Borough, AK*",2023,3431.0
02195,"Petersburg Borough, AK*",2024,3436.0
02198,"Prince of Wales-Hyder Census Area, AK*",2019,5846.0
02198,"Prince of Wales-Hyder Census Area, AK*",2020,5745.0
02198,"Prince of Wales-Hyder Census Area, AK*",2021,5723.0
02198,"Prince of Wales-Hyder Census Area, AK*",2022,5655.0
02198,"Prince of Wales-Hyder Census Area, AK*",2023,5708.0
02198,"Prince of Wales-Hyder Census Area, AK*",2024,5746.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2019,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2020,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2021,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2022,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2023,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2024,0.0
02220,"Sitka City and Borough, AK*",2019,8536.0
02220,"Sitka City and Borough, AK*",2020,8430.0
02220,"Sitka City and Borough, AK*",2021,8382.0
02220,"Sitka City and Borough, AK*",2022,8370.0
02220,"Sitka City and Borough, AK*",2023,8304.0
02220,"Sitka City and Borough, AK*",2024,8355.0
02230,"Skagway Municipality, AK*",2019,1257.0
02230,"Skagway Municipality, AK*",2020,1240.0
02230,"Skagway Municipality, AK*",2021,1149.0
02230,"Skagway Municipality, AK*",2022,1096.0
02230,"Skagway Municipality, AK*",2023,1101.0
02230,"Skagway Municipality, AK*",2024,1119.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2019,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2020,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2021,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2022,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2023,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2024,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2019,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2020,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2021,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2022,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2023,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2024,0.0
02240,"Southeast Fairbanks Census Area, AK*",2019,6793.0
02240,"Southeast Fairbanks Census Area, AK*",2020,6826.0
02240,"Southeast Fairbanks Census Area, AK*",2021,7015.0
02240,"Southeast Fairbanks Census Area, AK*",2022,7039.0
02240,"Southeast Fairbanks Census Area, AK*",2023,7148.0
02240,"Southeast Fairbanks Census Area, AK*",2024,7313.0
02261,"Valdez-Cordova Census Area, AK*",2019,9707.0
02261,"Valdez-Cordova Census Area, AK*",2020,0.0
02261,"Valdez-Cordova Census Area, AK*",2021,0.0
02261,"Valdez-Cordova Census Area, AK*",2022,0.0
02261,"Valdez-Cordova Census Area, AK*",2023,0.0
02261,"Valdez-Cordova Census Area, AK*",2024,0.0
02275,"Wrangell City and Borough, AK*",2019,2168.0
02275,"Wrangell City and Borough, AK*",2020,2129.0
02275,"Wrangell City and Borough, AK*",2021,2103.0
02275,"Wrangell City and Borough, AK*",2022,2071.0
02275,"Wrangell City and Borough, AK*",2023,2072.0
02275,"Wrangell City and Borough, AK*",2024,2064.0
02280,"Wrangell-Petersburg Census Area, AK*",2019,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2020,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2021,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2022,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2023,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2024,0.0
02282,"Yakutat City and Borough, AK*",2019,626.0
02282,"Yakutat City and Borough, AK*",2020,682.0
02282,"Yakutat City and Borough, AK*",2021,710.0
02282,"Yakutat City and Borough, AK*",2022,685.0
02282,"Yakutat City and Borough, AK*",2023,686.0
02282,"Yakutat City and Borough, AK*",2024,690.0
02290,"Yukon-Koyukuk Census Area, AK*",2019,5464.0
02290,"Yukon-Koyukuk Census Area, AK*",2020,5303.0
02290,"Yukon-Koyukuk Census Area, AK*",2021,5272.0
