geofips,geoname,year,population
20023,"Cheyenne, KS",2020,2612.0
20023,"Cheyenne, KS",2021,2635.0
20023,"Cheyenne, KS",2022,2613.0
20023,"Cheyenne, KS",2023,2634.0
20023,"Cheyenne, KS",2024,2646.0
20025,"Clark, KS",2019,2018.0
20025,"Clark, KS",2020,1977.0
20025,"Clark, KS",2021,1957.0
20025,"Clark, KS",2022,1947.0
20025,"Clark, KS",2023,1861.0
20025,"Clark, KS",2024,1873.0
20027,"Clay, KS",2019,8068.0
20027,"Clay, KS",2020,8127.0
20027,"Clay, KS",2021,8099.0
20027,"Clay, KS",2022,8048.0
20027,"Clay, KS",2023,7996.0
20027,"Clay, KS",2024,7969.0
20029,"Cloud, KS",2019,9081.0
20029,"Cloud, KS",2020,9018.0
20029,"Cloud, KS",2021,8965.0
20029,"Cloud, KS",2022,8937.0
20029,"Cloud, KS",2023,8849.0
20029,"Cloud, KS",2024,8723.0
20031,"Coffey, KS",2019,8303.0
20031,"Coffey, KS",2020,8362.0
20031,"Coffey, KS",2021,8343.0
20031,"Coffey, KS",2022,8261.0
20031,"Coffey, KS",2023,8272.0
20031,"Coffey, KS",2024,8301.0
20033,"Comanche, KS",2019,1689.0
20033,"Comanche, KS",2020,1682.0
20033,"Comanche, KS",2021,1667.0
20033,"Comanche, KS",2022,1695.0
20033,"Comanche, KS",2023,1674.0
20033,"Comanche, KS",2024,1694.0
20035,"Cowley, KS",2019,34601.0
20035,"Cowley, KS",2020,34535.0
20035,"Cowley, KS",2021,34631.0
20035,"Cowley, KS",2022,34457.0
20035,"Cowley, KS",2023,34245.0
20035,"Cowley, KS",2024,34186.0
20037,"Crawford, KS",2019,38920.0
20037,"Crawford, KS",2020,38951.0
20037,"Crawford, KS",2021,39034.0
20037,"Crawford, KS",2022,39180.0
20037,"Crawford, KS",2023,38969.0
20037,"Crawford, KS",2024,38904.0
20039,"Decatur, KS",2019,2798.0
20039,"Decatur, KS",2020,2747.0
20039,"Decatur, KS",2021,2756.0
20039,"Decatur, KS",2022,2681.0
20039,"Decatur, KS",2023,2732.0
20039,"Decatur, KS",2024,2716.0
20041,"Dickinson, KS",2019,18446.0
20041,"Dickinson, KS",2020,18367.0
20041,"Dickinson, KS",2021,18463.0
20041,"Dickinson, KS",2022,18344.0
20041,"Dickinson, KS",2023,18432.0
20041,"Dickinson, KS",2024,18621.0
20043,"Doniphan, KS",2019,7565.0
20043,"Doniphan, KS",2020,7468.0
20043,"Doniphan, KS",2021,7455.0
20043,"Doniphan, KS",2022,7488.0
20043,"Doniphan, KS",2023,7530.0
20043,"Doniphan, KS",2024,7575.0
20045,"Douglas, KS",2019,118792.0
20045,"Douglas, KS",2020,118787.0
20045,"Douglas, KS",2021,119503.0
20045,"Douglas, KS",2022,120053.0
20045,"Douglas, KS",2023,121179.0
20045,"Douglas, KS",2024,121989.0
20047,"Edwards, KS",2019,2923.0
20047,"Edwards, KS",2020,2884.0
20047,"Edwards, KS",2021,2802.0
20047,"Edwards, KS",2022,2747.0
20047,"Edwards, KS",2023,2731.0
20047,"Edwards, KS",2024,2731.0
20049,"Elk, KS",2019,2484.0
20049,"Elk, KS",2020,2472.0
20049,"Elk, KS",2021,2431.0
20049,"Elk, KS",2022,2448.0
20049,"Elk, KS",2023,2478.0
20049,"Elk, KS",2024,2436.0
20051,"Ellis, KS",2019,28866.0
20051,"Ellis, KS",2020,28951.0
20051,"Ellis, KS",2021,28856.0
20051,"Ellis, KS",2022,28868.0
20051,"Ellis, KS",2023,28920.0
20051,"Ellis, KS",2024,29007.0
20053,"Ellsworth, KS",2019,6390.0
20053,"Ellsworth, KS",2020,6371.0
20053,"Ellsworth, KS",2021,6328.0
20053,"Ellsworth, KS",2022,6398.0
20053,"Ellsworth, KS",2023,6387.0
20053,"Ellsworth, KS",2024,6316.0
20055,"Finney, KS",2019,38552.0
20055,"Finney, KS",2020,38310.0
20055,"Finney, KS",2021,38091.0
20055,"Finney, KS",2022,37665.0
20055,"Finney, KS",2023,37999.0
20055,"Finney, KS",2024,38354.0
20057,"Ford, KS",2019,34355.0
20057,"Ford, KS",2020,34218.0
20057,"Ford, KS",2021,34190.0
20057,"Ford, KS",2022,33842.0
20057,"Ford, KS",2023,34047.0
20057,"Ford, KS",2024,34072.0
20059,"Franklin, KS",2019,25892.0
20059,"Franklin, KS",2020,26015.0
20059,"Franklin, KS",2021,26024.0
20059,"Franklin, KS",2022,25994.0
20059,"Franklin, KS",2023,26223.0
20059,"Franklin, KS",2024,26273.0
20061,"Geary, KS",2019,36202.0
20061,"Geary, KS",2020,36766.0
20061,"Geary, KS",2021,36131.0
20061,"Geary, KS",2022,35525.0
20061,"Geary, KS",2023,35192.0
20061,"Geary, KS",2024,35459.0
20063,"Gove, KS",2019,2741.0
20063,"Gove, KS",2020,2716.0
20063,"Gove, KS",2021,2750.0
20063,"Gove, KS",2022,2741.0
20063,"Gove, KS",2023,2733.0
20063,"Gove, KS",2024,2658.0
20065,"Graham, KS",2019,2453.0
20065,"Graham, KS",2020,2406.0
20065,"Graham, KS",2021,2403.0
20065,"Graham, KS",2022,2395.0
20065,"Graham, KS",2023,2371.0
20065,"Graham, KS",2024,2370.0
20067,"Grant, KS",2019,7366.0
20067,"Grant, KS",2020,7326.0
20067,"Grant, KS",2021,7335.0
20067,"Grant, KS",2022,7230.0
20067,"Grant, KS",2023,7158.0
20067,"Grant, KS",2024,7097.0
20069,"Gray, KS",2019,5688.0
20069,"Gray, KS",2020,5640.0
20069,"Gray, KS",2021,5661.0
20069,"Gray, KS",2022,5707.0
20069,"Gray, KS",2023,5765.0
20069,"Gray, KS",2024,5730.0
20071,"Greeley, KS",2019,1283.0
20071,"Greeley, KS",2020,1275.0
20071,"Greeley, KS",2021,1283.0
20071,"Greeley, KS",2022,1230.0
20071,"Greeley, KS",2023,1174.0
20071,"Greeley, KS",2024,1152.0
20073,"Greenwood, KS",2019,6101.0
20073,"Greenwood, KS",2020,5975.0
20073,"Greenwood, KS",2021,5921.0
20073,"Greenwood, KS",2022,5917.0
20073,"Greenwood, KS",2023,5909.0
20073,"Greenwood, KS",2024,5871.0
20075,"Hamilton, KS",2019,2569.0
20075,"Hamilton, KS",2020,2487.0
20075,"Hamilton, KS",2021,2478.0
20075,"Hamilton, KS",2022,2445.0
20075,"Hamilton, KS",2023,2459.0
20075,"Hamilton, KS",2024,2488.0
20077,"Harper, KS",2019,5556.0
20077,"Harper, KS",2020,5467.0
20077,"Harper, KS",2021,5352.0
20077,"Harper, KS",2022,5374.0
20077,"Harper, KS",2023,5392.0
20077,"Harper, KS",2024,5413.0
20079,"Harvey, KS",2019,34141.0
20079,"Harvey, KS",2020,33996.0
20079,"Harvey, KS",2021,33799.0
20079,"Harvey, KS",2022,33710.0
20079,"Harvey, KS",2023,33635.0
20079,"Harvey, KS",2024,33642.0
20081,"Haskell, KS",2019,3830.0
20081,"Haskell, KS",2020,3760.0
20081,"Haskell, KS",2021,3653.0
20081,"Haskell, KS",2022,3573.0
20081,"Haskell, KS",2023,3630.0
20081,"Haskell, KS",2024,3591.0
20083,"Hodgeman, KS",2019,1709.0
20083,"Hodgeman, KS",2020,1738.0
20083,"Hodgeman, KS",2021,1724.0
20083,"Hodgeman, KS",2022,1707.0
20083,"Hodgeman, KS",2023,1681.0
20083,"Hodgeman, KS",2024,1673.0
20085,"Jackson, KS",2019,13231.0
20085,"Jackson, KS",2020,13238.0
20085,"Jackson, KS",2021,13264.0
20085,"Jackson, KS",2022,13285.0
20085,"Jackson, KS",2023,13392.0
20085,"Jackson, KS",2024,13525.0
20087,"Jefferson, KS",2019,18525.0
20087,"Jefferson, KS",2020,18325.0
20087,"Jefferson, KS",2021,18435.0
20087,"Jefferson, KS",2022,18344.0
20087,"Jefferson, KS",2023,18307.0
20087,"Jefferson, KS",2024,18332.0
20089,"Jewell, KS",2019,2934.0
20089,"Jewell, KS",2020,2929.0
20089,"Jewell, KS",2021,2947.0
20089,"Jewell, KS",2022,2906.0
20089,"Jewell, KS",2023,2901.0
20089,"Jewell, KS",2024,2899.0
20091,"Johnson, KS",2019,606114.0
20091,"Johnson, KS",2020,611161.0
20091,"Johnson, KS",2021,614962.0
20091,"Johnson, KS",2022,619311.0
20091,"Johnson, KS",2023,625444.0
20091,"Johnson, KS",2024,632276.0
20093,"Kearny, KS",2019,4001.0
20093,"Kearny, KS",2020,3960.0
20093,"Kearny, KS",2021,3895.0
20093,"Kearny, KS",2022,3854.0
20093,"Kearny, KS",2023,3803.0
20093,"Kearny, KS",2024,3808.0
20095,"Kingman, KS",2019,7484.0
20095,"Kingman, KS",2020,7420.0
20095,"Kingman, KS",2021,7288.0
20095,"Kingman, KS",2022,7184.0
20095,"Kingman, KS",2023,7091.0
20095,"Kingman, KS",2024,6946.0
20097,"Kiowa, KS",2019,2469.0
20097,"Kiowa, KS",2020,2453.0
20097,"Kiowa, KS",2021,2407.0
20097,"Kiowa, KS",2022,2410.0
20097,"Kiowa, KS",2023,2404.0
20097,"Kiowa, KS",2024,2436.0
20099,"Labette, KS",2019,20220.0
20099,"Labette, KS",2020,20160.0
20099,"Labette, KS",2021,19908.0
20099,"Labette, KS",2022,19750.0
20099,"Labette, KS",2023,19833.0
20099,"Labette, KS",2024,19692.0
20101,"Lane, KS",2019,1580.0
20101,"Lane, KS",2020,1570.0
20101,"Lane, KS",2021,1564.0
20101,"Lane, KS",2022,1552.0
20101,"Lane, KS",2023,1533.0
20101,"Lane, KS",2024,1482.0
20103,"Leavenworth, KS",2019,81613.0
20103,"Leavenworth, KS",2020,81961.0
20103,"Leavenworth, KS",2021,82395.0
20103,"Leavenworth, KS",2022,82852.0
20103,"Leavenworth, KS",2023,83735.0
20103,"Leavenworth, KS",2024,84670.0
20105,"Lincoln, KS",2019,2921.0
20105,"Lincoln, KS",2020,2946.0
20105,"Lincoln, KS",2021,2907.0
20105,"Lincoln, KS",2022,2909.0
20105,"Lincoln, KS",2023,2924.0
20105,"Lincoln, KS",2024,2928.0
20107,"Linn, KS",2019,9636.0
20107,"Linn, KS",2020,9591.0
20107,"Linn, KS",2021,9745.0
20107,"Linn, KS",2022,9771.0
20107,"Linn, KS",2023,9885.0
20107,"Linn, KS",2024,9841.0
20109,"Logan, KS",2019,2795.0
20109,"Logan, KS",2020,2743.0
20109,"Logan, KS",2021,2713.0
20109,"Logan, KS",2022,2706.0
20109,"Logan, KS",2023,2678.0
20109,"Logan, KS",2024,2694.0
20111,"Lyon, KS",2019,32352.0
20111,"Lyon, KS",2020,32113.0
20111,"Lyon, KS",2021,32034.0
20111,"Lyon, KS",2022,31994.0
20111,"Lyon, KS",2023,32267.0
20111,"Lyon, KS",2024,32520.0
20113,"McPherson, KS",2019,30181.0
20113,"McPherson, KS",2020,30184.0
20113,"McPherson, KS",2021,30167.0
20113,"McPherson, KS",2022,30106.0
20113,"McPherson, KS",2023,30236.0
20113,"McPherson, KS",2024,30334.0
20115,"Marion, KS",2019,11960.0
20115,"Marion, KS",2020,11787.0
20115,"Marion, KS",2021,11744.0
20115,"Marion, KS",2022,11800.0
20115,"Marion, KS",2023,11768.0
20115,"Marion, KS",2024,11670.0
20117,"Marshall, KS",2019,10044.0
20117,"Marshall, KS",2020,10022.0
20117,"Marshall, KS",2021,10023.0
20117,"Marshall, KS",2022,10007.0
20117,"Marshall, KS",2023,9963.0
20117,"Marshall, KS",2024,9950.0
20119,"Meade, KS",2019,4042.0
20119,"Meade, KS",2020,4062.0
20119,"Meade, KS",2021,3998.0
20119,"Meade, KS",2022,3905.0
20119,"Meade, KS",2023,3911.0
20119,"Meade, KS",2024,3892.0
20121,"Miami, KS",2019,34134.0
20121,"Miami, KS",2020,34219.0
20121,"Miami, KS",2021,34641.0
20121,"Miami, KS",2022,34759.0
20121,"Miami, KS",2023,35333.0
20121,"Miami, KS",2024,35737.0
20123,"Mitchell, KS",2019,5869.0
20123,"Mitchell, KS",2020,5778.0
20123,"Mitchell, KS",2021,5750.0
20123,"Mitchell, KS",2022,5774.0
20123,"Mitchell, KS",2023,5789.0
20123,"Mitchell, KS",2024,5803.0
20125,"Montgomery, KS",2019,31711.0
20125,"Montgomery, KS",2020,31400.0
20125,"Montgomery, KS",2021,31180.0
20125,"Montgomery, KS",2022,30905.0
20125,"Montgomery, KS",2023,30756.0
20125,"Montgomery, KS",2024,30459.0
20127,"Morris, KS",2019,5456.0
20127,"Morris, KS",2020,5370.0
20127,"Morris, KS",2021,5388.0
20127,"Morris, KS",2022,5376.0
20127,"Morris, KS",2023,5289.0
20127,"Morris, KS",2024,5279.0
20129,"Morton, KS",2019,2679.0
20129,"Morton, KS",2020,2703.0
20129,"Morton, KS",2021,2674.0
20129,"Morton, KS",2022,2600.0
20129,"Morton, KS",2023,2592.0
20129,"Morton, KS",2024,2485.0
20131,"Nemaha, KS",2019,10307.0
20131,"Nemaha, KS",2020,10263.0
20131,"Nemaha, KS",2021,10228.0
20131,"Nemaha, KS",2022,10151.0
20131,"Nemaha, KS",2023,10094.0
20131,"Nemaha, KS",2024,10062.0
20133,"Neosho, KS",2019,15873.0
20133,"Neosho, KS",2020,15905.0
20133,"Neosho, KS",2021,15791.0
20133,"Neosho, KS",2022,15583.0
20133,"Neosho, KS",2023,15451.0
20133,"Neosho, KS",2024,15552.0
20135,"Ness, KS",2019,2704.0
20135,"Ness, KS",2020,2679.0
20135,"Ness, KS",2021,2658.0
20135,"Ness, KS",2022,2671.0
20135,"Ness, KS",2023,2639.0
20135,"Ness, KS",2024,2617.0
20137,"Norton, KS",2019,5471.0
20137,"Norton, KS",2020,5452.0
20137,"Norton, KS",2021,5370.0
20137,"Norton, KS",2022,5322.0
20137,"Norton, KS",2023,5314.0
20137,"Norton, KS",2024,5335.0
20139,"Osage, KS",2019,15876.0
20139,"Osage, KS",2020,15740.0
20139,"Osage, KS",2021,15754.0
20139,"Osage, KS",2022,15690.0
20139,"Osage, KS",2023,15798.0
20139,"Osage, KS",2024,15737.0
20141,"Osborne, KS",2019,3501.0
20141,"Osborne, KS",2020,3491.0
20141,"Osborne, KS",2021,3487.0
20141,"Osborne, KS",2022,3488.0
20141,"Osborne, KS",2023,3440.0
20141,"Osborne, KS",2024,3353.0
20143,"Ottawa, KS",2019,5733.0
20143,"Ottawa, KS",2020,5731.0
20143,"Ottawa, KS",2021,5835.0
20143,"Ottawa, KS",2022,5833.0
20143,"Ottawa, KS",2023,5842.0
20143,"Ottawa, KS",2024,5853.0
20145,"Pawnee, KS",2019,6277.0
20145,"Pawnee, KS",2020,6248.0
20145,"Pawnee, KS",2021,6240.0
20145,"Pawnee, KS",2022,6153.0
20145,"Pawnee, KS",2023,6068.0
20145,"Pawnee, KS",2024,6012.0
20147,"Phillips, KS",2019,5050.0
20147,"Phillips, KS",2020,4959.0
20147,"Phillips, KS",2021,4818.0
20147,"Phillips, KS",2022,4792.0
20147,"Phillips, KS",2023,4762.0
20147,"Phillips, KS",2024,4733.0
20149,"Pottawatomie, KS",2019,25098.0
20149,"Pottawatomie, KS",2020,25421.0
20149,"Pottawatomie, KS",2021,25884.0
20149,"Pottawatomie, KS",2022,26331.0
20149,"Pottawatomie, KS",2023,26506.0
20149,"Pottawatomie, KS",2024,26876.0
20151,"Pratt, KS",2019,9157.0
20151,"Pratt, KS",2020,9139.0
20151,"Pratt, KS",2021,9168.0
20151,"Pratt, KS",2022,9080.0
20151,"Pratt, KS",2023,9107.0
20151,"Pratt, KS",2024,9137.0
20153,"Rawlins, KS",2019,2536.0
20153,"Rawlins, KS",2020,2574.0
20153,"Rawlins, KS",2021,2561.0
20153,"Rawlins, KS",2022,2531.0
20153,"Rawlins, KS",2023,2480.0
20153,"Rawlins, KS",2024,2432.0
20155,"Reno, KS",2019,62007.0
20155,"Reno, KS",2020,61894.0
20155,"Reno, KS",2021,61523.0
20155,"Reno, KS",2022,61514.0
20155,"Reno, KS",2023,61419.0
20155,"Reno, KS",2024,61417.0
20157,"Republic, KS",2019,4680.0
20157,"Republic, KS",2020,4672.0
20157,"Republic, KS",2021,4699.0
20157,"Republic, KS",2022,4638.0
20157,"Republic, KS",2023,4608.0
20157,"Republic, KS",2024,4613.0
20159,"Rice, KS",2019,9528.0
20159,"Rice, KS",2020,9385.0
20159,"Rice, KS",2021,9388.0
20159,"Rice, KS",2022,9387.0
20159,"Rice, KS",2023,9305.0
20159,"Rice, KS",2024,9284.0
20161,"Riley, KS",2019,71711.0
20161,"Riley, KS",2020,72011.0
20161,"Riley, KS",2021,71870.0
20161,"Riley, KS",2022,71618.0
20161,"Riley, KS",2023,71673.0
20161,"Riley, KS",2024,72557.0
20163,"Rooks, KS",2019,4995.0
20163,"Rooks, KS",2020,4886.0
20163,"Rooks, KS",2021,4859.0
20163,"Rooks, KS",2022,4798.0
20163,"Rooks, KS",2023,4776.0
20163,"Rooks, KS",2024,4748.0
20165,"Rush, KS",2019,2996.0
20165,"Rush, KS",2020,2944.0
20165,"Rush, KS",2021,2935.0
20165,"Rush, KS",2022,2949.0
20165,"Rush, KS",2023,2833.0
20165,"Rush, KS",2024,2810.0
20167,"Russell, KS",2019,6752.0
20167,"Russell, KS",2020,6673.0
20167,"Russell, KS",2021,6694.0
20167,"Russell, KS",2022,6726.0
20167,"Russell, KS",2023,6683.0
20167,"Russell, KS",2024,6620.0
20169,"Saline, KS",2019,54448.0
20169,"Saline, KS",2020,54248.0
20169,"Saline, KS",2021,53829.0
20169,"Saline, KS",2022,53461.0
20169,"Saline, KS",2023,53342.0
20169,"Saline, KS",2024,53459.0
20171,"Scott, KS",2019,5175.0
20171,"Scott, KS",2020,5133.0
20171,"Scott, KS",2021,5115.0
20171,"Scott, KS",2022,5010.0
20171,"Scott, KS",2023,4962.0
20171,"Scott, KS",2024,4914.0
20173,"Sedgwick, KS",2019,520747.0
20173,"Sedgwick, KS",2020,524837.0
20173,"Sedgwick, KS",2021,524470.0
20173,"Sedgwick, KS",2022,525488.0
20173,"Sedgwick, KS",2023,530254.0
20173,"Sedgwick, KS",2024,536081.0
20175,"Seward, KS",2019,22234.0
20175,"Seward, KS",2020,21857.0
20175,"Seward, KS",2021,21764.0
20175,"Seward, KS",2022,21326.0
20175,"Seward, KS",2023,21209.0
20175,"Seward, KS",2024,21276.0
20177,"Shawnee, KS",2019,179196.0
20177,"Shawnee, KS",2020,178711.0
20177,"Shawnee, KS",2021,178424.0
20177,"Shawnee, KS",2022,177454.0
20177,"Shawnee, KS",2023,177596.0
20177,"Shawnee, KS",2024,177942.0
20179,"Sheridan, KS",2019,2452.0
20179,"Sheridan, KS",2020,2443.0
20179,"Sheridan, KS",2021,2451.0
20179,"Sheridan, KS",2022,2428.0
20179,"Sheridan, KS",2023,2409.0
20179,"Sheridan, KS",2024,2397.0
20181,"Sherman, KS",2019,6052.0
20181,"Sherman, KS",2020,5902.0
20181,"Sherman, KS",2021,5939.0
20181,"Sherman, KS",2022,5857.0
20181,"Sherman, KS",2023,5791.0
20181,"Sherman, KS",2024,5796.0
20183,"Smith, KS",2019,3609.0
20183,"Smith, KS",2020,3559.0
20183,"Smith, KS",2021,3566.0
20183,"Smith, KS",2022,3553.0
20183,"Smith, KS",2023,3541.0
20183,"Smith, KS",2024,3541.0
20185,"Stafford, KS",2019,4102.0
20185,"Stafford, KS",2020,4052.0
20185,"Stafford, KS",2021,4012.0
20185,"Stafford, KS",2022,3979.0
20185,"Stafford, KS",2023,3948.0
20185,"Stafford, KS",2024,3901.0
20187,"Stanton, KS",2019,2096.0
20187,"Stanton, KS",2020,2085.0
20187,"Stanton, KS",2021,2046.0
20187,"Stanton, KS",2022,1977.0
20187,"Stanton, KS",2023,2012.0
20187,"Stanton, KS",2024,2071.0
20189,"Stevens, KS",2019,5281.0
20189,"Stevens, KS",2020,5246.0
20189,"Stevens, KS",2021,5305.0
20189,"Stevens, KS",2022,5151.0
20189,"Stevens, KS",2023,5074.0
20189,"Stevens, KS",2024,5035.0
20191,"Sumner, KS",2019,22589.0
20191,"Sumner, KS",2020,22323.0
20191,"Sumner, KS",2021,22327.0
20191,"Sumner, KS",2022,22384.0
20191,"Sumner, KS",2023,22393.0
20191,"Sumner, KS",2024,22336.0
20193,"Thomas, KS",2019,7917.0
20193,"Thomas, KS",2020,7933.0
20193,"Thomas, KS",2021,7950.0
20193,"Thomas, KS",2022,7882.0
20193,"Thomas, KS",2023,7858.0
20193,"Thomas, KS",2024,7802.0
20195,"Trego, KS",2019,2813.0
20195,"Trego, KS",2020,2804.0
20195,"Trego, KS",2021,2791.0
20195,"Trego, KS",2022,2757.0
20195,"Trego, KS",2023,2758.0
20195,"Trego, KS",2024,2774.0
20197,"Wabaunsee, KS",2019,6880.0
20197,"Wabaunsee, KS",2020,6890.0
20197,"Wabaunsee, KS",2021,6970.0
20197,"Wabaunsee, KS",2022,7002.0
20197,"Wabaunsee, KS",2023,7073.0
20197,"Wabaunsee, KS",2024,7112.0
20199,"Wallace, KS",2019,1508.0
20199,"Wallace, KS",2020,1512.0
20199,"Wallace, KS",2021,1513.0
20199,"Wallace, KS",2022,1491.0
20199,"Wallace, KS",2023,1501.0
20199,"Wallace, KS",2024,1472.0
20201,"Washington, KS",2019,5548.0
20201,"Washington, KS",2020,5526.0
20201,"Washington, KS",2021,5521.0
20201,"Washington, KS",2022,5495.0
20201,"Washington, KS",2023,5553.0
20201,"Washington, KS",2024,5572.0
20203,"Wichita, KS",2019,2179.0
20203,"Wichita, KS",2020,2149.0
20203,"Wichita, KS",2021,2079.0
20203,"Wichita, KS",2022,2061.0
20203,"Wichita, KS",2023,2093.0
20203,"Wichita, KS",2024,2072.0
20205,"Wilson, KS",2019,8781.0
20205,"Wilson, KS",2020,8586.0
20205,"Wilson, KS",2021,8525.0
20205,"Wilson, KS",2022,8577.0
20205,"Wilson, KS",2023,8438.0
20205,"Wilson, KS",2024,8398.0
20207,"Woodson, KS",2019,3179.0
20207,"Woodson, KS",2020,3099.0
20207,"Woodson, KS",2021,3086.0
20207,"Woodson, KS",2022,3122.0
20207,"Woodson, KS",2023,3127.0
20207,"Woodson, KS",2024,3111.0
20209,"Wyandotte, KS",2019,169466.0
20209,"Wyandotte, KS",2020,168920.0
20209,"Wyandotte, KS",2021,167279.0
20209,"Wyandotte, KS",2022,165719.0
20209,"Wyandotte, KS",2023,166932.0
20209,"Wyandotte, KS",2024,169418.0
21001,"Adair, KY",2019,18864.0
21001,"Adair, KY",2020,18881.0
21001,"Adair, KY",2021,18928.0
21001,"Adair, KY",2022,19089.0
21001,"Adair, KY",2023,19306.0
21001,"Adair, KY",2024,19239.0
21003,"Allen, KY",2019,20614.0
21003,"Allen, KY",2020,20572.0
21003,"Allen, KY",2021,20833.0
21003,"Allen, KY",2022,21246.0
21003,"Allen, KY",2023,21779.0
21003,"Allen, KY",2024,22037.0
21005,"Anderson, KY",2019,23638.0
21005,"Anderson, KY",2020,23892.0
21005,"Anderson, KY",2021,24093.0
21005,"Anderson, KY",2022,24279.0
21005,"Anderson, KY",2023,24618.0
21005,"Anderson, KY",2024,24883.0
21007,"Ballard, KY",2019,7754.0
21007,"Ballard, KY",2020,7714.0
21007,"Ballard, KY",2021,7689.0
21007,"Ballard, KY",2022,7633.0
21007,"Ballard, KY",2023,7608.0
21007,"Ballard, KY",2024,7626.0
21009,"Barren, KY",2019,44330.0
21009,"Barren, KY",2020,44511.0
21009,"Barren, KY",2021,44588.0
21009,"Barren, KY",2022,44851.0
21009,"Barren, KY",2023,45132.0
21009,"Barren, KY",2024,45609.0
21011,"Bath, KY",2019,12753.0
21011,"Bath, KY",2020,12717.0
21011,"Bath, KY",2021,12797.0
21011,"Bath, KY",2022,12818.0
21011,"Bath, KY",2023,12972.0
21011,"Bath, KY",2024,12951.0
21013,"Bell, KY",2019,24593.0
21013,"Bell, KY",2020,23982.0
21013,"Bell, KY",2021,23788.0
21013,"Bell, KY",2022,23514.0
21013,"Bell, KY",2023,23208.0
21013,"Bell, KY",2024,23051.0
21015,"Boone, KY",2019,134524.0
21015,"Boone, KY",2020,136476.0
21015,"Boone, KY",2021,137707.0
21015,"Boone, KY",2022,139377.0
21015,"Boone, KY",2023,141511.0
21015,"Boone, KY",2024,144135.0
21017,"Bourbon, KY",2019,20090.0
21017,"Bourbon, KY",2020,20284.0
21017,"Bourbon, KY",2021,20220.0
21017,"Bourbon, KY",2022,20144.0
21017,"Bourbon, KY",2023,20220.0
21017,"Bourbon, KY",2024,20333.0
21019,"Boyd, KY",2019,48340.0
21019,"Boyd, KY",2020,48206.0
21019,"Boyd, KY",2021,47754.0
21019,"Boyd, KY",2022,48048.0
21019,"Boyd, KY",2023,47771.0
21019,"Boyd, KY",2024,47777.0
21021,"Boyle, KY",2019,30271.0
21021,"Boyle, KY",2020,30761.0
21021,"Boyle, KY",2021,30600.0
21021,"Boyle, KY",2022,30854.0
21021,"Boyle, KY",2023,31096.0
21021,"Boyle, KY",2024,31394.0
21023,"Bracken, KY",2019,8409.0
21023,"Bracken, KY",2020,8405.0
21023,"Bracken, KY",2021,8445.0
21023,"Bracken, KY",2022,8436.0
21023,"Bracken, KY",2023,8435.0
21023,"Bracken, KY",2024,8497.0
21025,"Breathitt, KY",2019,13661.0
21025,"Breathitt, KY",2020,13701.0
21025,"Breathitt, KY",2021,13558.0
21025,"Breathitt, KY",2022,13353.0
21025,"Breathitt, KY",2023,12962.0
21025,"Breathitt, KY",2024,12804.0
21027,"Breckinridge, KY",2019,20357.0
21027,"Breckinridge, KY",2020,20445.0
21027,"Breckinridge, KY",2021,20679.0
21027,"Breckinridge, KY",2022,20942.0
21027,"Breckinridge, KY",2023,21117.0
21027,"Breckinridge, KY",2024,21221.0
21029,"Bullitt, KY",2019,81882.0
21029,"Bullitt, KY",2020,82364.0
21029,"Bullitt, KY",2021,83068.0
21029,"Bullitt, KY",2022,83901.0
21029,"Bullitt, KY",2023,85000.0
21029,"Bullitt, KY",2024,85802.0
21031,"Butler, KY",2019,12511.0
21031,"Butler, KY",2020,12317.0
21031,"Butler, KY",2021,12297.0
21031,"Butler, KY",2022,12371.0
21031,"Butler, KY",2023,12430.0
21031,"Butler, KY",2024,12551.0
21033,"Caldwell, KY",2019,12667.0
21033,"Caldwell, KY",2020,12636.0
21033,"Caldwell, KY",2021,12682.0
21033,"Caldwell, KY",2022,12601.0
21033,"Caldwell, KY",2023,12561.0
21033,"Caldwell, KY",2024,12611.0
21035,"Calloway, KY",2019,37057.0
21035,"Calloway, KY",2020,37601.0
21035,"Calloway, KY",2021,37904.0
21035,"Calloway, KY",2022,38119.0
21035,"Calloway, KY",2023,38520.0
21035,"Calloway, KY",2024,38975.0
21037,"Campbell, KY",2019,92946.0
21037,"Campbell, KY",2020,93134.0
21037,"Campbell, KY",2021,92824.0
21037,"Campbell, KY",2022,93305.0
21037,"Campbell, KY",2023,93859.0
21037,"Campbell, KY",2024,94008.0
21039,"Carlisle, KY",2019,4828.0
21039,"Carlisle, KY",2020,4805.0
21039,"Carlisle, KY",2021,4761.0
21039,"Carlisle, KY",2022,4723.0
21039,"Carlisle, KY",2023,4742.0
21039,"Carlisle, KY",2024,4777.0
21041,"Carroll, KY",2019,10729.0
21041,"Carroll, KY",2020,10835.0
21041,"Carroll, KY",2021,10899.0
21041,"Carroll, KY",2022,10935.0
21041,"Carroll, KY",2023,10986.0
21041,"Carroll, KY",2024,11111.0
21043,"Carter, KY",2019,26766.0
21043,"Carter, KY",2020,26614.0
21043,"Carter, KY",2021,26438.0
21043,"Carter, KY",2022,26300.0
21043,"Carter, KY",2023,26255.0
21043,"Carter, KY",2024,26098.0
21045,"Casey, KY",2019,16039.0
21045,"Casey, KY",2020,15921.0
21045,"Casey, KY",2021,15922.0
21045,"Casey, KY",2022,15893.0
21045,"Casey, KY",2023,15887.0
