geofips,geoname,metro_micro,year,per_capita_personal_income_usd,n_units,note
10100,"Aberdeen, SD",Micropolitan,2019,54190.0,2,
10100,"Aberdeen, SD",Micropolitan,2020,61640.0,2,
10100,"Aberdeen, SD",Micropolitan,2021,72445.0,2,
10100,"Aberdeen, SD",Micropolitan,2022,76262.0,2,
10100,"Aberdeen, SD",Micropolitan,2023,80778.0,2,
10100,"Aberdeen, SD",Micropolitan,2024,80588.0,2,
10140,"Aberdeen, WA",Micropolitan,2019,40470.0,1,
10140,"Aberdeen, WA",Micropolitan,2020,43613.0,1,
10140,"Aberdeen, WA",Micropolitan,2021,47072.0,1,
10140,"Aberdeen, WA",Micropolitan,2022,46977.0,1,
10140,"Aberdeen, WA",Micropolitan,2023,50155.0,1,
10140,"Aberdeen, WA",Micropolitan,2024,53029.0,1,
10180,"Abilene, TX",Metropolitan,2019,45049.0,3,
10180,"Abilene, TX",Metropolitan,2020,47875.0,3,
10180,"Abilene, TX",Metropolitan,2021,52118.0,3,
10180,"Abilene, TX",Metropolitan,2022,54326.0,3,
10180,"Abilene, TX",Metropolitan,2023,56571.0,3,
10180,"Abilene, TX",Metropolitan,2024,58923.0,3,
10220,"Ada, OK",Micropolitan,2019,45106.0,1,
10220,"Ada, OK",Micropolitan,2020,48095.0,1,
10220,"Ada, OK",Micropolitan,2021,51650.0,1,
10220,"Ada, OK",Micropolitan,2022,53239.0,1,
10220,"Ada, OK",Micropolitan,2023,56001.0,1,
10220,"Ada, OK",Micropolitan,2024,60182.0,1,
10300,"Adrian, MI",Micropolitan,2019,40119.0,1,
10300,"Adrian, MI",Micropolitan,2020,44165.0,1,
10300,"Adrian, MI",Micropolitan,2021,47826.0,1,
10300,"Adrian, MI",Micropolitan,2022,48526.0,1,
10300,"Adrian, MI",Micropolitan,2023,51181.0,1,
10300,"Adrian, MI",Micropolitan,2024,53030.0,1,
10420,"Akron, OH",Metropolitan,2019,50915.0,2,
10420,"Akron, OH",Metropolitan,2020,54383.0,2,
10420,"Akron, OH",Metropolitan,2021,59752.0,2,
10420,"Akron, OH",Metropolitan,2022,59373.0,2,
10420,"Akron, OH",Metropolitan,2023,62807.0,2,
10420,"Akron, OH",Metropolitan,2024,65766.0,2,
10460,"Alamogordo, NM",Micropolitan,2019,35102.0,1,
10460,"Alamogordo, NM",Micropolitan,2020,38887.0,1,
10460,"Alamogordo, NM",Micropolitan,2021,41925.0,1,
10460,"Alamogordo, NM",Micropolitan,2022,42411.0,1,
10460,"Alamogordo, NM",Micropolitan,2023,43627.0,1,
10460,"Alamogordo, NM",Micropolitan,2024,44665.0,1,
10480,"Alamosa, CO",Micropolitan,2019,37997.0,3,
10480,"Alamosa, CO",Micropolitan,2020,40677.0,3,
10480,"Alamosa, CO",Micropolitan,2021,44419.0,3,
10480,"Alamosa, CO",Micropolitan,2022,44155.0,3,
10480,"Alamosa, CO",Micropolitan,2023,46145.0,3,
10480,"Alamosa, CO",Micropolitan,2024,46457.0,3,
10500,"Albany, GA",Metropolitan,2019,37905.0,4,
10500,"Albany, GA",Metropolitan,2020,42142.0,4,
10500,"Albany, GA",Metropolitan,2021,47051.0,4,
10500,"Albany, GA",Metropolitan,2022,46657.0,4,
10500,"Albany, GA",Metropolitan,2023,48350.0,4,
10500,"Albany, GA",Metropolitan,2024,50619.0,4,
10540,"Albany, OR",Metropolitan,2019,44306.0,1,
10540,"Albany, OR",Metropolitan,2020,48103.0,1,
10540,"Albany, OR",Metropolitan,2021,52402.0,1,
10540,"Albany, OR",Metropolitan,2022,53933.0,1,
10540,"Albany, OR",Metropolitan,2023,57419.0,1,
10540,"Albany, OR",Metropolitan,2024,59976.0,1,
10580,"Albany-Schenectady-Troy, NY",Metropolitan,2019,58358.0,5,
10580,"Albany-Schenectady-Troy, NY",Metropolitan,2020,62723.0,5,
10580,"Albany-Schenectady-Troy, NY",Metropolitan,2021,67134.0,5,
10580,"Albany-Schenectady-Troy, NY",Metropolitan,2022,68063.0,5,
10580,"Albany-Schenectady-Troy, NY",Metropolitan,2023,72862.0,5,
10580,"Albany-Schenectady-Troy, NY",Metropolitan,2024,76559.0,5,
10620,"Albemarle, NC",Micropolitan,2019,40243.0,1,
10620,"Albemarle, NC",Micropolitan,2020,43153.0,1,
10620,"Albemarle, NC",Micropolitan,2021,47824.0,1,
10620,"Albemarle, NC",Micropolitan,2022,48517.0,1,
10620,"Albemarle, NC",Micropolitan,2023,51374.0,1,
10620,"Albemarle, NC",Micropolitan,2024,54224.0,1,
10660,"Albert Lea, MN",Micropolitan,2019,44553.0,1,
10660,"Albert Lea, MN",Micropolitan,2020,48938.0,1,
10660,"Albert Lea, MN",Micropolitan,2021,54539.0,1,
10660,"Albert Lea, MN",Micropolitan,2022,55338.0,1,
10660,"Albert Lea, MN",Micropolitan,2023,56828.0,1,
10660,"Albert Lea, MN",Micropolitan,2024,59108.0,1,
10700,"Albertville, AL",Micropolitan,2019,37674.0,1,
10700,"Albertville, AL",Micropolitan,2020,41167.0,1,
10700,"Albertville, AL",Micropolitan,2021,46123.0,1,
10700,"Albertville, AL",Micropolitan,2022,47043.0,1,
10700,"Albertville, AL",Micropolitan,2023,48839.0,1,
10700,"Albertville, AL",Micropolitan,2024,51209.0,1,
10740,"Albuquerque, NM",Metropolitan,2019,44616.0,4,
10740,"Albuquerque, NM",Metropolitan,2020,48514.0,4,
10740,"Albuquerque, NM",Metropolitan,2021,52509.0,4,
10740,"Albuquerque, NM",Metropolitan,2022,54737.0,4,
10740,"Albuquerque, NM",Metropolitan,2023,57654.0,4,
10740,"Albuquerque, NM",Metropolitan,2024,60899.0,4,
10760,"Alexander City, AL",Micropolitan,2019,41816.0,1,
10760,"Alexander City, AL",Micropolitan,2020,44271.0,1,
10760,"Alexander City, AL",Micropolitan,2021,48838.0,1,
10760,"Alexander City, AL",Micropolitan,2022,49152.0,1,
10760,"Alexander City, AL",Micropolitan,2023,52576.0,1,
10760,"Alexander City, AL",Micropolitan,2024,55117.0,1,
10780,"Alexandria, LA",Metropolitan,2019,43553.0,2,
10780,"Alexandria, LA",Metropolitan,2020,47523.0,2,
10780,"Alexandria, LA",Metropolitan,2021,51125.0,2,
10780,"Alexandria, LA",Metropolitan,2022,51177.0,2,
10780,"Alexandria, LA",Metropolitan,2023,53504.0,2,
10780,"Alexandria, LA",Metropolitan,2024,56163.0,2,
10820,"Alexandria, MN",Micropolitan,2019,51249.0,1,
10820,"Alexandria, MN",Micropolitan,2020,55851.0,1,
10820,"Alexandria, MN",Micropolitan,2021,61839.0,1,
10820,"Alexandria, MN",Micropolitan,2022,63595.0,1,
10820,"Alexandria, MN",Micropolitan,2023,66559.0,1,
10820,"Alexandria, MN",Micropolitan,2024,69260.0,1,
10860,"Alice, TX",Micropolitan,2019,42221.0,2,
10860,"Alice, TX",Micropolitan,2020,45373.0,2,
10860,"Alice, TX",Micropolitan,2021,47375.0,2,
10860,"Alice, TX",Micropolitan,2022,48542.0,2,
10860,"Alice, TX",Micropolitan,2023,50826.0,2,
10860,"Alice, TX",Micropolitan,2024,51935.0,2,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,2019,54955.0,4,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,2020,58623.0,4,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,2021,62026.0,4,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,2022,62547.0,4,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,2023,65220.0,4,
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan,2024,67565.0,4,
10940,"Alma, MI",Micropolitan,2019,36084.0,1,
10940,"Alma, MI",Micropolitan,2020,41331.0,1,
10940,"Alma, MI",Micropolitan,2021,44198.0,1,
10940,"Alma, MI",Micropolitan,2022,44047.0,1,
10940,"Alma, MI",Micropolitan,2023,45600.0,1,
10940,"Alma, MI",Micropolitan,2024,46618.0,1,
10980,"Alpena, MI",Micropolitan,2019,40432.0,1,
10980,"Alpena, MI",Micropolitan,2020,45054.0,1,
10980,"Alpena, MI",Micropolitan,2021,48773.0,1,
10980,"Alpena, MI",Micropolitan,2022,48865.0,1,
10980,"Alpena, MI",Micropolitan,2023,51327.0,1,
10980,"Alpena, MI",Micropolitan,2024,54180.0,1,
11020,"Altoona, PA",Metropolitan,2019,46395.0,1,
11020,"Altoona, PA",Metropolitan,2020,50824.0,1,
11020,"Altoona, PA",Metropolitan,2021,55022.0,1,
11020,"Altoona, PA",Metropolitan,2022,54872.0,1,
11020,"Altoona, PA",Metropolitan,2023,57821.0,1,
11020,"Altoona, PA",Metropolitan,2024,60198.0,1,
11060,"Altus, OK",Micropolitan,2019,42435.0,1,
11060,"Altus, OK",Micropolitan,2020,45197.0,1,
11060,"Altus, OK",Micropolitan,2021,49894.0,1,
11060,"Altus, OK",Micropolitan,2022,51785.0,1,
11060,"Altus, OK",Micropolitan,2023,53758.0,1,
11060,"Altus, OK",Micropolitan,2024,55896.0,1,
11100,"Amarillo, TX",Metropolitan,2019,48372.0,5,
11100,"Amarillo, TX",Metropolitan,2020,51750.0,5,
11100,"Amarillo, TX",Metropolitan,2021,56071.0,5,
11100,"Amarillo, TX",Metropolitan,2022,57320.0,5,
11100,"Amarillo, TX",Metropolitan,2023,59450.0,5,
11100,"Amarillo, TX",Metropolitan,2024,61721.0,5,
11140,"Americus, GA",Micropolitan,2019,36688.0,2,
11140,"Americus, GA",Micropolitan,2020,40219.0,2,
11140,"Americus, GA",Micropolitan,2021,43934.0,2,
11140,"Americus, GA",Micropolitan,2022,43730.0,2,
11140,"Americus, GA",Micropolitan,2023,45177.0,2,
11140,"Americus, GA",Micropolitan,2024,45950.0,2,
11180,"Ames, IA",Metropolitan,2019,44051.0,2,
11180,"Ames, IA",Metropolitan,2020,46005.0,2,
11180,"Ames, IA",Metropolitan,2021,49464.0,2,
11180,"Ames, IA",Metropolitan,2022,53126.0,2,
11180,"Ames, IA",Metropolitan,2023,55184.0,2,
11180,"Ames, IA",Metropolitan,2024,56841.0,2,
11200,"Amherst Town-Northampton, MA",Metropolitan,2019,54304.0,1,
11200,"Amherst Town-Northampton, MA",Metropolitan,2020,63021.0,1,
11200,"Amherst Town-Northampton, MA",Metropolitan,2021,59064.0,1,
11200,"Amherst Town-Northampton, MA",Metropolitan,2022,59187.0,1,
11200,"Amherst Town-Northampton, MA",Metropolitan,2023,62818.0,1,
11200,"Amherst Town-Northampton, MA",Metropolitan,2024,65432.0,1,
11220,"Amsterdam, NY",Micropolitan,2019,41971.0,1,
11220,"Amsterdam, NY",Micropolitan,2020,46509.0,1,
11220,"Amsterdam, NY",Micropolitan,2021,48208.0,1,
11220,"Amsterdam, NY",Micropolitan,2022,48622.0,1,
11220,"Amsterdam, NY",Micropolitan,2023,51132.0,1,
11220,"Amsterdam, NY",Micropolitan,2024,53879.0,1,
11260,"Anchorage, AK",Metropolitan,2019,62030.0,2,
11260,"Anchorage, AK",Metropolitan,2020,63734.0,2,
11260,"Anchorage, AK",Metropolitan,2021,67449.0,2,
11260,"Anchorage, AK",Metropolitan,2022,71325.0,2,
11260,"Anchorage, AK",Metropolitan,2023,74530.0,2,
11260,"Anchorage, AK",Metropolitan,2024,78485.0,2,
11360,"Anderson Creek, NC",Micropolitan,2019,36560.0,1,
11360,"Anderson Creek, NC",Micropolitan,2020,39401.0,1,
11360,"Anderson Creek, NC",Micropolitan,2021,44414.0,1,
11360,"Anderson Creek, NC",Micropolitan,2022,45744.0,1,
11360,"Anderson Creek, NC",Micropolitan,2023,47780.0,1,
11360,"Anderson Creek, NC",Micropolitan,2024,50128.0,1,
11380,"Andrews, TX",Micropolitan,2019,52905.0,1,
11380,"Andrews, TX",Micropolitan,2020,48539.0,1,
11380,"Andrews, TX",Micropolitan,2021,51467.0,1,
11380,"Andrews, TX",Micropolitan,2022,55070.0,1,
11380,"Andrews, TX",Micropolitan,2023,57996.0,1,
11380,"Andrews, TX",Micropolitan,2024,60201.0,1,
11420,"Angola, IN",Micropolitan,2019,45147.0,1,
11420,"Angola, IN",Micropolitan,2020,48004.0,1,
11420,"Angola, IN",Micropolitan,2021,53816.0,1,
11420,"Angola, IN",Micropolitan,2022,54795.0,1,
11420,"Angola, IN",Micropolitan,2023,57128.0,1,
11420,"Angola, IN",Micropolitan,2024,59084.0,1,
11460,"Ann Arbor, MI",Metropolitan,2019,60743.0,1,
11460,"Ann Arbor, MI",Metropolitan,2020,63328.0,1,
11460,"Ann Arbor, MI",Metropolitan,2021,71134.0,1,
11460,"Ann Arbor, MI",Metropolitan,2022,72906.0,1,
11460,"Ann Arbor, MI",Metropolitan,2023,77085.0,1,
11460,"Ann Arbor, MI",Metropolitan,2024,79736.0,1,
11500,"Anniston-Oxford, AL",Metropolitan,2019,36761.0,1,
11500,"Anniston-Oxford, AL",Metropolitan,2020,39595.0,1,
11500,"Anniston-Oxford, AL",Metropolitan,2021,43320.0,1,
11500,"Anniston-Oxford, AL",Metropolitan,2022,42684.0,1,
11500,"Anniston-Oxford, AL",Metropolitan,2023,44970.0,1,
11500,"Anniston-Oxford, AL",Metropolitan,2024,47333.0,1,
11540,"Appleton, WI",Metropolitan,2019,51944.0,2,
11540,"Appleton, WI",Metropolitan,2020,54728.0,2,
11540,"Appleton, WI",Metropolitan,2021,59351.0,2,
11540,"Appleton, WI",Metropolitan,2022,61058.0,2,
11540,"Appleton, WI",Metropolitan,2023,63639.0,2,
11540,"Appleton, WI",Metropolitan,2024,66637.0,2,
11580,"Arcadia, FL",Micropolitan,2019,28404.0,1,
11580,"Arcadia, FL",Micropolitan,2020,30246.0,1,
11580,"Arcadia, FL",Micropolitan,2021,33291.0,1,
11580,"Arcadia, FL",Micropolitan,2022,33279.0,1,
11580,"Arcadia, FL",Micropolitan,2023,35254.0,1,
11580,"Arcadia, FL",Micropolitan,2024,35938.0,1,
11620,"Ardmore, OK",Micropolitan,2019,43658.0,1,
11620,"Ardmore, OK",Micropolitan,2020,45694.0,1,
11620,"Ardmore, OK",Micropolitan,2021,48982.0,1,
11620,"Ardmore, OK",Micropolitan,2022,50824.0,1,
11620,"Ardmore, OK",Micropolitan,2023,53309.0,1,
11620,"Ardmore, OK",Micropolitan,2024,55594.0,1,
11660,"Arkadelphia, AR",Micropolitan,2019,38392.0,1,
11660,"Arkadelphia, AR",Micropolitan,2020,41657.0,1,
11660,"Arkadelphia, AR",Micropolitan,2021,43596.0,1,
11660,"Arkadelphia, AR",Micropolitan,2022,42448.0,1,
11660,"Arkadelphia, AR",Micropolitan,2023,44594.0,1,
11660,"Arkadelphia, AR",Micropolitan,2024,46783.0,1,
11680,"Arkansas City-Winfield, KS",Micropolitan,2019,39222.0,1,
11680,"Arkansas City-Winfield, KS",Micropolitan,2020,41910.0,1,
11680,"Arkansas City-Winfield, KS",Micropolitan,2021,44587.0,1,
11680,"Arkansas City-Winfield, KS",Micropolitan,2022,44313.0,1,
11680,"Arkansas City-Winfield, KS",Micropolitan,2023,46818.0,1,
11680,"Arkansas City-Winfield, KS",Micropolitan,2024,48066.0,1,
11700,"Asheville, NC",Metropolitan,2019,48554.0,3,
11700,"Asheville, NC",Metropolitan,2020,51053.0,3,
11700,"Asheville, NC",Metropolitan,2021,56929.0,3,
11700,"Asheville, NC",Metropolitan,2022,59437.0,3,
11700,"Asheville, NC",Metropolitan,2023,63931.0,3,
11700,"Asheville, NC",Metropolitan,2024,67592.0,3,
11740,"Ashland, OH",Micropolitan,2019,39165.0,1,
11740,"Ashland, OH",Micropolitan,2020,42765.0,1,
11740,"Ashland, OH",Micropolitan,2021,47791.0,1,
11740,"Ashland, OH",Micropolitan,2022,48042.0,1,
11740,"Ashland, OH",Micropolitan,2023,50991.0,1,
11740,"Ashland, OH",Micropolitan,2024,53234.0,1,
11820,"Astoria, OR",Micropolitan,2019,44885.0,1,
11820,"Astoria, OR",Micropolitan,2020,49805.0,1,
11820,"Astoria, OR",Micropolitan,2021,54765.0,1,
11820,"Astoria, OR",Micropolitan,2022,56205.0,1,
11820,"Astoria, OR",Micropolitan,2023,60248.0,1,
11820,"Astoria, OR",Micropolitan,2024,63292.0,1,
11860,"Atchison, KS",Micropolitan,2019,38336.0,1,
11860,"Atchison, KS",Micropolitan,2020,42437.0,1,
11860,"Atchison, KS",Micropolitan,2021,44745.0,1,
11860,"Atchison, KS",Micropolitan,2022,43390.0,1,
11860,"Atchison, KS",Micropolitan,2023,45864.0,1,
11860,"Atchison, KS",Micropolitan,2024,47444.0,1,
11900,"Athens, OH",Micropolitan,2019,35685.0,1,
11900,"Athens, OH",Micropolitan,2020,38168.0,1,
11900,"Athens, OH",Micropolitan,2021,42637.0,1,
11900,"Athens, OH",Micropolitan,2022,40836.0,1,
11900,"Athens, OH",Micropolitan,2023,41829.0,1,
11900,"Athens, OH",Micropolitan,2024,43940.0,1,
11940,"Athens, TN",Micropolitan,2019,37030.0,2,
11940,"Athens, TN",Micropolitan,2020,40166.0,2,
11940,"Athens, TN",Micropolitan,2021,42927.0,2,
11940,"Athens, TN",Micropolitan,2022,43317.0,2,
11940,"Athens, TN",Micropolitan,2023,45415.0,2,
11940,"Athens, TN",Micropolitan,2024,47457.0,2,
11980,"Athens, TX",Micropolitan,2019,42404.0,1,
11980,"Athens, TX",Micropolitan,2020,45074.0,1,
11980,"Athens, TX",Micropolitan,2021,48275.0,1,
11980,"Athens, TX",Micropolitan,2022,50784.0,1,
11980,"Athens, TX",Micropolitan,2023,53534.0,1,
11980,"Athens, TX",Micropolitan,2024,54981.0,1,
12020,"Athens-Clarke County, GA",Metropolitan,2019,41613.0,4,
12020,"Athens-Clarke County, GA",Metropolitan,2020,44495.0,4,
12020,"Athens-Clarke County, GA",Metropolitan,2021,48399.0,4,
12020,"Athens-Clarke County, GA",Metropolitan,2022,51517.0,4,
12020,"Athens-Clarke County, GA",Metropolitan,2023,53520.0,4,
12020,"Athens-Clarke County, GA",Metropolitan,2024,56602.0,4,
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,2019,55444.0,29,
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,2020,58172.0,29,
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,2021,63470.0,29,
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,2022,64954.0,29,
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,2023,67997.0,29,
12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan,2024,71365.0,29,
12100,"Atlantic City-Hammonton, NJ",Metropolitan,2019,52521.0,2,
12100,"Atlantic City-Hammonton, NJ",Metropolitan,2020,58044.0,2,
12100,"Atlantic City-Hammonton, NJ",Metropolitan,2021,61817.0,2,
12100,"Atlantic City-Hammonton, NJ",Metropolitan,2022,61290.0,2,
12100,"Atlantic City-Hammonton, NJ",Metropolitan,2023,64831.0,2,
12100,"Atlantic City-Hammonton, NJ",Metropolitan,2024,68022.0,2,
12140,"Auburn, IN",Micropolitan,2019,45119.0,1,
12140,"Auburn, IN",Micropolitan,2020,48555.0,1,
12140,"Auburn, IN",Micropolitan,2021,55296.0,1,
12140,"Auburn, IN",Micropolitan,2022,55214.0,1,
12140,"Auburn, IN",Micropolitan,2023,57733.0,1,
12140,"Auburn, IN",Micropolitan,2024,59675.0,1,
12180,"Auburn, NY",Micropolitan,2019,44266.0,1,
12180,"Auburn, NY",Micropolitan,2020,49131.0,1,
12180,"Auburn, NY",Micropolitan,2021,52482.0,1,
12180,"Auburn, NY",Micropolitan,2022,52081.0,1,
12180,"Auburn, NY",Micropolitan,2023,54181.0,1,
12180,"Auburn, NY",Micropolitan,2024,57027.0,1,
12220,"Auburn-Opelika, AL",Metropolitan,2019,38226.0,2,
12220,"Auburn-Opelika, AL",Metropolitan,2020,40399.0,2,
12220,"Auburn-Opelika, AL",Metropolitan,2021,44606.0,2,
12220,"Auburn-Opelika, AL",Metropolitan,2022,45490.0,2,
12220,"Auburn-Opelika, AL",Metropolitan,2023,47980.0,2,
12220,"Auburn-Opelika, AL",Metropolitan,2024,50280.0,2,
12260,"Augusta-Richmond County, GA-SC",Metropolitan,2019,43465.0,7,
12260,"Augusta-Richmond County, GA-SC",Metropolitan,2020,46890.0,7,
12260,"Augusta-Richmond County, GA-SC",Metropolitan,2021,50103.0,7,
12260,"Augusta-Richmond County, GA-SC",Metropolitan,2022,50248.0,7,
12260,"Augusta-Richmond County, GA-SC",Metropolitan,2023,51956.0,7,
12260,"Augusta-Richmond County, GA-SC",Metropolitan,2024,54106.0,7,
12300,"Augusta-Waterville, ME",Micropolitan,2019,45897.0,1,
12300,"Augusta-Waterville, ME",Micropolitan,2020,49778.0,1,
12300,"Augusta-Waterville, ME",Micropolitan,2021,54545.0,1,
12300,"Augusta-Waterville, ME",Micropolitan,2022,55572.0,1,
12300,"Augusta-Waterville, ME",Micropolitan,2023,57748.0,1,
12300,"Augusta-Waterville, ME",Micropolitan,2024,61181.0,1,
12380,"Austin, MN",Micropolitan,2019,45498.0,1,
12380,"Austin, MN",Micropolitan,2020,49895.0,1,
12380,"Austin, MN",Micropolitan,2021,55023.0,1,
12380,"Austin, MN",Micropolitan,2022,54905.0,1,
12380,"Austin, MN",Micropolitan,2023,57084.0,1,
12380,"Austin, MN",Micropolitan,2024,57577.0,1,
12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,2019,62444.0,5,
12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,2020,63990.0,5,
12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,2021,71242.0,5,
12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,2022,77081.0,5,
12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,2023,81629.0,5,
12420,"Austin-Round Rock-San Marcos, TX",Metropolitan,2024,85549.0,5,
12460,"Bainbridge, GA",Micropolitan,2019,33824.0,1,
12460,"Bainbridge, GA",Micropolitan,2020,37517.0,1,
12460,"Bainbridge, GA",Micropolitan,2021,42345.0,1,
12460,"Bainbridge, GA",Micropolitan,2022,43093.0,1,
12460,"Bainbridge, GA",Micropolitan,2023,45153.0,1,
12460,"Bainbridge, GA",Micropolitan,2024,47518.0,1,
12520,"Baker City, OR",Micropolitan,2019,40707.0,1,
12520,"Baker City, OR",Micropolitan,2020,44994.0,1,
12520,"Baker City, OR",Micropolitan,2021,49019.0,1,
12520,"Baker City, OR",Micropolitan,2022,50065.0,1,
12520,"Baker City, OR",Micropolitan,2023,52908.0,1,
12520,"Baker City, OR",Micropolitan,2024,56435.0,1,
12540,"Bakersfield-Delano, CA",Metropolitan,2019,39301.0,1,
12540,"Bakersfield-Delano, CA",Metropolitan,2020,44612.0,1,
12540,"Bakersfield-Delano, CA",Metropolitan,2021,46978.0,1,
12540,"Bakersfield-Delano, CA",Metropolitan,2022,45289.0,1,
12540,"Bakersfield-Delano, CA",Metropolitan,2023,47452.0,1,
12540,"Bakersfield-Delano, CA",Metropolitan,2024,50641.0,1,
12580,"Baltimore-Columbia-Towson, MD",Metropolitan,2019,61797.0,7,
12580,"Baltimore-Columbia-Towson, MD",Metropolitan,2020,65538.0,7,
12580,"Baltimore-Columbia-Towson, MD",Metropolitan,2021,70309.0,7,
12580,"Baltimore-Columbia-Towson, MD",Metropolitan,2022,72073.0,7,
12580,"Baltimore-Columbia-Towson, MD",Metropolitan,2023,77231.0,7,
12580,"Baltimore-Columbia-Towson, MD",Metropolitan,2024,81133.0,7,
12620,"Bangor, ME",Metropolitan,2019,42732.0,1,
12620,"Bangor, ME",Metropolitan,2020,47306.0,1,
12620,"Bangor, ME",Metropolitan,2021,51086.0,1,
12620,"Bangor, ME",Metropolitan,2022,52005.0,1,
12620,"Bangor, ME",Metropolitan,2023,53935.0,1,
12620,"Bangor, ME",Metropolitan,2024,56593.0,1,
12660,"Baraboo, WI",Micropolitan,2019,52252.0,1,
12660,"Baraboo, WI",Micropolitan,2020,56147.0,1,
12660,"Baraboo, WI",Micropolitan,2021,63249.0,1,
12660,"Baraboo, WI",Micropolitan,2022,62973.0,1,
12660,"Baraboo, WI",Micropolitan,2023,67178.0,1,
12660,"Baraboo, WI",Micropolitan,2024,69974.0,1,
12700,"Barnstable Town, MA",Metropolitan,2019,72787.0,1,
12700,"Barnstable Town, MA",Metropolitan,2020,78487.0,1,
12700,"Barnstable Town, MA",Metropolitan,2021,84776.0,1,
12700,"Barnstable Town, MA",Metropolitan,2022,85891.0,1,
12700,"Barnstable Town, MA",Metropolitan,2023,91823.0,1,
12700,"Barnstable Town, MA",Metropolitan,2024,96768.0,1,
12740,"Barre, VT",Micropolitan,2019,58793.0,1,
12740,"Barre, VT",Micropolitan,2020,64143.0,1,
12740,"Barre, VT",Micropolitan,2021,66863.0,1,
12740,"Barre, VT",Micropolitan,2022,70251.0,1,
12740,"Barre, VT",Micropolitan,2023,74726.0,1,
12740,"Barre, VT",Micropolitan,2024,79488.0,1,
12780,"Bartlesville, OK",Micropolitan,2019,62416.0,1,
12780,"Bartlesville, OK",Micropolitan,2020,63628.0,1,
12780,"Bartlesville, OK",Micropolitan,2021,83062.0,1,
12780,"Bartlesville, OK",Micropolitan,2022,109890.0,1,
12780,"Bartlesville, OK",Micropolitan,2023,107203.0,1,
12780,"Bartlesville, OK",Micropolitan,2024,126749.0,1,
12860,"Batavia, NY",Micropolitan,2019,44308.0,1,
12860,"Batavia, NY",Micropolitan,2020,48328.0,1,
12860,"Batavia, NY",Micropolitan,2021,50424.0,1,
12860,"Batavia, NY",Micropolitan,2022,51106.0,1,
12860,"Batavia, NY",Micropolitan,2023,53624.0,1,
12860,"Batavia, NY",Micropolitan,2024,55898.0,1,
12900,"Batesville, AR",Micropolitan,2019,35947.0,1,
12900,"Batesville, AR",Micropolitan,2020,38638.0,1,
12900,"Batesville, AR",Micropolitan,2021,43241.0,1,
12900,"Batesville, AR",Micropolitan,2022,45238.0,1,
12900,"Batesville, AR",Micropolitan,2023,47155.0,1,
12900,"Batesville, AR",Micropolitan,2024,49157.0,1,
12940,"Baton Rouge, LA",Metropolitan,2019,49089.0,10,
12940,"Baton Rouge, LA",Metropolitan,2020,52272.0,10,
12940,"Baton Rouge, LA",Metropolitan,2021,57144.0,10,
12940,"Baton Rouge, LA",Metropolitan,2022,58119.0,10,
12940,"Baton Rouge, LA",Metropolitan,2023,62106.0,10,
12940,"Baton Rouge, LA",Metropolitan,2024,65323.0,10,
12980,"Battle Creek, MI",Metropolitan,2019,40009.0,1,
12980,"Battle Creek, MI",Metropolitan,2020,43949.0,1,
12980,"Battle Creek, MI",Metropolitan,2021,45832.0,1,
12980,"Battle Creek, MI",Metropolitan,2022,46136.0,1,
12980,"Battle Creek, MI",Metropolitan,2023,47815.0,1,
12980,"Battle Creek, MI",Metropolitan,2024,50199.0,1,
13020,"Bay City, MI",Metropolitan,2019,42643.0,1,
13020,"Bay City, MI",Metropolitan,2020,46699.0,1,
13020,"Bay City, MI",Metropolitan,2021,50700.0,1,
13020,"Bay City, MI",Metropolitan,2022,49910.0,1,
13020,"Bay City, MI",Metropolitan,2023,53207.0,1,
13020,"Bay City, MI",Metropolitan,2024,55627.0,1,
13060,"Bay City, TX",Micropolitan,2019,45748.0,1,
13060,"Bay City, TX",Micropolitan,2020,48047.0,1,
13060,"Bay City, TX",Micropolitan,2021,50995.0,1,
13060,"Bay City, TX",Micropolitan,2022,50846.0,1,
13060,"Bay City, TX",Micropolitan,2023,53904.0,1,
13060,"Bay City, TX",Micropolitan,2024,55823.0,1,
13100,"Beatrice, NE",Micropolitan,2019,48612.0,1,
13100,"Beatrice, NE",Micropolitan,2020,51274.0,1,
13100,"Beatrice, NE",Micropolitan,2021,61495.0,1,
13100,"Beatrice, NE",Micropolitan,2022,75117.0,1,
