geofips,geoname,metro_micro,year,per_capita_personal_income_usd,n_units,note
31900,"Mansfield, OH",Metropolitan,2019,39589.0,1,
31900,"Mansfield, OH",Metropolitan,2020,43509.0,1,
31900,"Mansfield, OH",Metropolitan,2021,45470.0,1,
31900,"Mansfield, OH",Metropolitan,2022,45499.0,1,
31900,"Mansfield, OH",Metropolitan,2023,47929.0,1,
31900,"Mansfield, OH",Metropolitan,2024,50010.0,1,
31930,"Marietta, OH",Micropolitan,2019,44155.0,1,
31930,"Marietta, OH",Micropolitan,2020,46797.0,1,
31930,"Marietta, OH",Micropolitan,2021,51569.0,1,
31930,"Marietta, OH",Micropolitan,2022,51478.0,1,
31930,"Marietta, OH",Micropolitan,2023,55864.0,1,
31930,"Marietta, OH",Micropolitan,2024,57485.0,1,
31940,"Marinette, WI-MI",Micropolitan,2019,43414.0,2,
31940,"Marinette, WI-MI",Micropolitan,2020,46284.0,2,
31940,"Marinette, WI-MI",Micropolitan,2021,50658.0,2,
31940,"Marinette, WI-MI",Micropolitan,2022,50532.0,2,
31940,"Marinette, WI-MI",Micropolitan,2023,52597.0,2,
31940,"Marinette, WI-MI",Micropolitan,2024,54198.0,2,
31980,"Marion, IN",Micropolitan,2019,38816.0,1,
31980,"Marion, IN",Micropolitan,2020,42514.0,1,
31980,"Marion, IN",Micropolitan,2021,47233.0,1,
31980,"Marion, IN",Micropolitan,2022,47619.0,1,
31980,"Marion, IN",Micropolitan,2023,49108.0,1,
31980,"Marion, IN",Micropolitan,2024,51373.0,1,
32000,"Marion, NC",Micropolitan,2019,36293.0,1,
32000,"Marion, NC",Micropolitan,2020,39736.0,1,
32000,"Marion, NC",Micropolitan,2021,43913.0,1,
32000,"Marion, NC",Micropolitan,2022,45168.0,1,
32000,"Marion, NC",Micropolitan,2023,47357.0,1,
32000,"Marion, NC",Micropolitan,2024,50502.0,1,
32020,"Marion, OH",Micropolitan,2019,36914.0,1,
32020,"Marion, OH",Micropolitan,2020,40535.0,1,
32020,"Marion, OH",Micropolitan,2021,42876.0,1,
32020,"Marion, OH",Micropolitan,2022,43601.0,1,
32020,"Marion, OH",Micropolitan,2023,45621.0,1,
32020,"Marion, OH",Micropolitan,2024,47315.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2019,45247.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2020,48870.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2021,52094.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2022,52882.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2023,56134.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2024,58380.0,1,
32100,"Marquette, MI",Micropolitan,2019,40114.0,1,
32100,"Marquette, MI",Micropolitan,2020,43826.0,1,
32100,"Marquette, MI",Micropolitan,2021,47944.0,1,
32100,"Marquette, MI",Micropolitan,2022,46533.0,1,
32100,"Marquette, MI",Micropolitan,2023,48786.0,1,
32100,"Marquette, MI",Micropolitan,2024,51849.0,1,
32140,"Marshall, MN",Micropolitan,2019,48790.0,1,
32140,"Marshall, MN",Micropolitan,2020,53818.0,1,
32140,"Marshall, MN",Micropolitan,2021,58757.0,1,
32140,"Marshall, MN",Micropolitan,2022,61189.0,1,
32140,"Marshall, MN",Micropolitan,2023,61260.0,1,
32140,"Marshall, MN",Micropolitan,2024,62366.0,1,
32180,"Marshall, MO",Micropolitan,2019,37435.0,1,
32180,"Marshall, MO",Micropolitan,2020,41844.0,1,
32180,"Marshall, MO",Micropolitan,2021,45325.0,1,
32180,"Marshall, MO",Micropolitan,2022,48459.0,1,
32180,"Marshall, MO",Micropolitan,2023,51323.0,1,
32180,"Marshall, MO",Micropolitan,2024,51364.0,1,
32260,"Marshalltown, IA",Micropolitan,2019,42788.0,1,
32260,"Marshalltown, IA",Micropolitan,2020,45661.0,1,
32260,"Marshalltown, IA",Micropolitan,2021,50037.0,1,
32260,"Marshalltown, IA",Micropolitan,2022,49056.0,1,
32260,"Marshalltown, IA",Micropolitan,2023,49362.0,1,
32260,"Marshalltown, IA",Micropolitan,2024,51945.0,1,
32280,"Martin, TN",Micropolitan,2019,38167.0,1,
32280,"Martin, TN",Micropolitan,2020,40716.0,1,
32280,"Martin, TN",Micropolitan,2021,46024.0,1,
32280,"Martin, TN",Micropolitan,2022,45569.0,1,
32280,"Martin, TN",Micropolitan,2023,47681.0,1,
32280,"Martin, TN",Micropolitan,2024,48495.0,1,
32300,"Martinsville, VA",Micropolitan,2019,38370.0,1,
32300,"Martinsville, VA",Micropolitan,2020,41885.0,1,
32300,"Martinsville, VA",Micropolitan,2021,45810.0,1,
32300,"Martinsville, VA",Micropolitan,2022,47021.0,1,
32300,"Martinsville, VA",Micropolitan,2023,49666.0,1,
32300,"Martinsville, VA",Micropolitan,2024,51414.0,1,
32340,"Maryville, MO",Micropolitan,2019,33196.0,1,
32340,"Maryville, MO",Micropolitan,2020,38225.0,1,
32340,"Maryville, MO",Micropolitan,2021,40234.0,1,
32340,"Maryville, MO",Micropolitan,2022,41801.0,1,
32340,"Maryville, MO",Micropolitan,2023,44220.0,1,
32340,"Maryville, MO",Micropolitan,2024,45161.0,1,
32380,"Mason City, IA",Micropolitan,2019,48162.0,2,
32380,"Mason City, IA",Micropolitan,2020,51373.0,2,
32380,"Mason City, IA",Micropolitan,2021,60498.0,2,
32380,"Mason City, IA",Micropolitan,2022,72775.0,2,
32380,"Mason City, IA",Micropolitan,2023,74467.0,2,
32380,"Mason City, IA",Micropolitan,2024,76867.0,2,
32390,"Massena-Ogdensburg, NY",Micropolitan,2019,38670.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2020,42820.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2021,45679.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2022,45560.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2023,48084.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2024,50912.0,1,
32460,"Mayfield, KY",Micropolitan,2019,39077.0,1,
32460,"Mayfield, KY",Micropolitan,2020,42497.0,1,
32460,"Mayfield, KY",Micropolitan,2021,48476.0,1,
32460,"Mayfield, KY",Micropolitan,2022,50339.0,1,
32460,"Mayfield, KY",Micropolitan,2023,51240.0,1,
32460,"Mayfield, KY",Micropolitan,2024,53707.0,1,
32540,"McAlester, OK",Micropolitan,2019,39260.0,1,
32540,"McAlester, OK",Micropolitan,2020,40317.0,1,
32540,"McAlester, OK",Micropolitan,2021,42416.0,1,
32540,"McAlester, OK",Micropolitan,2022,42836.0,1,
32540,"McAlester, OK",Micropolitan,2023,45465.0,1,
32540,"McAlester, OK",Micropolitan,2024,46560.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2019,28110.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2020,31116.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2021,34857.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2022,33794.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2023,34393.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2024,35290.0,1,
32620,"McComb, MS",Micropolitan,2019,31809.0,2,
32620,"McComb, MS",Micropolitan,2020,34251.0,2,
32620,"McComb, MS",Micropolitan,2021,38402.0,2,
32620,"McComb, MS",Micropolitan,2022,37272.0,2,
32620,"McComb, MS",Micropolitan,2023,39649.0,2,
32620,"McComb, MS",Micropolitan,2024,42262.0,2,
32660,"McMinnville, TN",Micropolitan,2019,36526.0,1,
32660,"McMinnville, TN",Micropolitan,2020,39257.0,1,
32660,"McMinnville, TN",Micropolitan,2021,42963.0,1,
32660,"McMinnville, TN",Micropolitan,2022,42472.0,1,
32660,"McMinnville, TN",Micropolitan,2023,44988.0,1,
32660,"McMinnville, TN",Micropolitan,2024,47359.0,1,
32700,"McPherson, KS",Micropolitan,2019,52081.0,1,
32700,"McPherson, KS",Micropolitan,2020,55067.0,1,
32700,"McPherson, KS",Micropolitan,2021,57800.0,1,
32700,"McPherson, KS",Micropolitan,2022,59219.0,1,
32700,"McPherson, KS",Micropolitan,2023,63928.0,1,
32700,"McPherson, KS",Micropolitan,2024,65632.0,1,
32740,"Meadville, PA",Micropolitan,2019,41593.0,1,
32740,"Meadville, PA",Micropolitan,2020,45887.0,1,
32740,"Meadville, PA",Micropolitan,2021,48349.0,1,
32740,"Meadville, PA",Micropolitan,2022,48616.0,1,
32740,"Meadville, PA",Micropolitan,2023,50161.0,1,
32740,"Meadville, PA",Micropolitan,2024,52158.0,1,
32780,"Medford, OR",Metropolitan,2019,47190.0,1,
32780,"Medford, OR",Metropolitan,2020,51878.0,1,
32780,"Medford, OR",Metropolitan,2021,57340.0,1,
32780,"Medford, OR",Metropolitan,2022,58066.0,1,
32780,"Medford, OR",Metropolitan,2023,62183.0,1,
32780,"Medford, OR",Metropolitan,2024,65802.0,1,
32820,"Memphis, TN-MS-AR",Metropolitan,2019,48205.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2020,51276.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2021,57027.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2022,56680.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2023,60523.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2024,62653.0,9,
32860,"Menomonie, WI",Micropolitan,2019,41297.0,1,
32860,"Menomonie, WI",Micropolitan,2020,44604.0,1,
32860,"Menomonie, WI",Micropolitan,2021,49966.0,1,
32860,"Menomonie, WI",Micropolitan,2022,49163.0,1,
32860,"Menomonie, WI",Micropolitan,2023,51437.0,1,
32860,"Menomonie, WI",Micropolitan,2024,53534.0,1,
32900,"Merced, CA",Metropolitan,2019,38423.0,1,
32900,"Merced, CA",Metropolitan,2020,44023.0,1,
32900,"Merced, CA",Metropolitan,2021,47939.0,1,
32900,"Merced, CA",Metropolitan,2022,46377.0,1,
32900,"Merced, CA",Metropolitan,2023,46796.0,1,
32900,"Merced, CA",Metropolitan,2024,51481.0,1,
32940,"Meridian, MS",Micropolitan,2019,39782.0,2,
32940,"Meridian, MS",Micropolitan,2020,43470.0,2,
32940,"Meridian, MS",Micropolitan,2021,46701.0,2,
32940,"Meridian, MS",Micropolitan,2022,46598.0,2,
32940,"Meridian, MS",Micropolitan,2023,50090.0,2,
32940,"Meridian, MS",Micropolitan,2024,52710.0,2,
33020,"Mexico, MO",Micropolitan,2019,37802.0,1,
33020,"Mexico, MO",Micropolitan,2020,41256.0,1,
33020,"Mexico, MO",Micropolitan,2021,43957.0,1,
33020,"Mexico, MO",Micropolitan,2022,46011.0,1,
33020,"Mexico, MO",Micropolitan,2023,48966.0,1,
33020,"Mexico, MO",Micropolitan,2024,49041.0,1,
33060,"Miami, OK",Micropolitan,2019,38869.0,1,
33060,"Miami, OK",Micropolitan,2020,42409.0,1,
33060,"Miami, OK",Micropolitan,2021,46770.0,1,
33060,"Miami, OK",Micropolitan,2022,45940.0,1,
33060,"Miami, OK",Micropolitan,2023,47784.0,1,
33060,"Miami, OK",Micropolitan,2024,49839.0,1,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2019,62391.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2020,65017.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2021,73746.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2022,79757.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2023,85802.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2024,89115.0,3,
33140,"Michigan City-La Porte, IN",Metropolitan,2019,41860.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2020,45420.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2021,49276.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2022,50715.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2023,53587.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2024,55790.0,1,
33180,"Middlesborough, KY",Micropolitan,2019,32088.0,1,
33180,"Middlesborough, KY",Micropolitan,2020,36985.0,1,
33180,"Middlesborough, KY",Micropolitan,2021,40728.0,1,
33180,"Middlesborough, KY",Micropolitan,2022,39908.0,1,
33180,"Middlesborough, KY",Micropolitan,2023,42847.0,1,
33180,"Middlesborough, KY",Micropolitan,2024,45728.0,1,
33220,"Midland, MI",Metropolitan,2019,54138.0,1,
33220,"Midland, MI",Metropolitan,2020,57486.0,1,
33220,"Midland, MI",Metropolitan,2021,60671.0,1,
33220,"Midland, MI",Metropolitan,2022,60647.0,1,
33220,"Midland, MI",Metropolitan,2023,64387.0,1,
33220,"Midland, MI",Metropolitan,2024,67162.0,1,
33260,"Midland, TX",Metropolitan,2019,134798.0,2,
33260,"Midland, TX",Metropolitan,2020,102265.0,2,
33260,"Midland, TX",Metropolitan,2021,119495.0,2,
33260,"Midland, TX",Metropolitan,2022,145252.0,2,
33260,"Midland, TX",Metropolitan,2023,142993.0,2,
33260,"Midland, TX",Metropolitan,2024,145426.0,2,
33300,"Milledgeville, GA",Micropolitan,2019,34544.0,1,
33300,"Milledgeville, GA",Micropolitan,2020,37586.0,1,
33300,"Milledgeville, GA",Micropolitan,2021,42049.0,1,
33300,"Milledgeville, GA",Micropolitan,2022,43440.0,1,
33300,"Milledgeville, GA",Micropolitan,2023,46634.0,1,
33300,"Milledgeville, GA",Micropolitan,2024,48900.0,1,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2019,57590.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2020,60688.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2021,66826.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2022,68381.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2023,71612.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2024,74917.0,4,
33380,"Minden, LA",Micropolitan,2019,41707.0,1,
33380,"Minden, LA",Micropolitan,2020,46097.0,1,
33380,"Minden, LA",Micropolitan,2021,49846.0,1,
33380,"Minden, LA",Micropolitan,2022,50954.0,1,
33380,"Minden, LA",Micropolitan,2023,54500.0,1,
33380,"Minden, LA",Micropolitan,2024,57370.0,1,
33420,"Mineral Wells, TX",Micropolitan,2019,44680.0,1,
33420,"Mineral Wells, TX",Micropolitan,2020,46941.0,1,
33420,"Mineral Wells, TX",Micropolitan,2021,51440.0,1,
33420,"Mineral Wells, TX",Micropolitan,2022,52731.0,1,
33420,"Mineral Wells, TX",Micropolitan,2023,55049.0,1,
33420,"Mineral Wells, TX",Micropolitan,2024,56315.0,1,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2019,63811.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2020,66542.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2021,73483.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2022,75749.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2023,79669.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2024,82844.0,15,
33500,"Minot, ND",Metropolitan,2019,55272.0,3,
33500,"Minot, ND",Metropolitan,2020,58425.0,3,
33500,"Minot, ND",Metropolitan,2021,61495.0,3,
33500,"Minot, ND",Metropolitan,2022,66498.0,3,
33500,"Minot, ND",Metropolitan,2023,67826.0,3,
33500,"Minot, ND",Metropolitan,2024,69128.0,3,
33540,"Missoula, MT",Metropolitan,2019,52708.0,2,
33540,"Missoula, MT",Metropolitan,2020,57267.0,2,
33540,"Missoula, MT",Metropolitan,2021,61844.0,2,
33540,"Missoula, MT",Metropolitan,2022,64069.0,2,
33540,"Missoula, MT",Metropolitan,2023,69489.0,2,
33540,"Missoula, MT",Metropolitan,2024,73277.0,2,
33580,"Mitchell, SD",Micropolitan,2019,53068.0,3,
33580,"Mitchell, SD",Micropolitan,2020,57928.0,3,
33580,"Mitchell, SD",Micropolitan,2021,63186.0,3,
33580,"Mitchell, SD",Micropolitan,2022,67887.0,3,
33580,"Mitchell, SD",Micropolitan,2023,72970.0,3,
33580,"Mitchell, SD",Micropolitan,2024,72685.0,3,
33620,"Moberly, MO",Micropolitan,2019,38729.0,1,
33620,"Moberly, MO",Micropolitan,2020,44129.0,1,
33620,"Moberly, MO",Micropolitan,2021,48384.0,1,
33620,"Moberly, MO",Micropolitan,2022,51557.0,1,
33620,"Moberly, MO",Micropolitan,2023,54385.0,1,
33620,"Moberly, MO",Micropolitan,2024,56731.0,1,
33660,"Mobile, AL",Metropolitan,2019,39294.0,1,
33660,"Mobile, AL",Metropolitan,2020,42588.0,1,
33660,"Mobile, AL",Metropolitan,2021,47810.0,1,
33660,"Mobile, AL",Metropolitan,2022,48370.0,1,
33660,"Mobile, AL",Metropolitan,2023,51482.0,1,
33660,"Mobile, AL",Metropolitan,2024,53901.0,1,
33700,"Modesto, CA",Metropolitan,2019,43430.0,1,
33700,"Modesto, CA",Metropolitan,2020,48678.0,1,
33700,"Modesto, CA",Metropolitan,2021,52417.0,1,
33700,"Modesto, CA",Metropolitan,2022,51572.0,1,
33700,"Modesto, CA",Metropolitan,2023,52853.0,1,
33700,"Modesto, CA",Metropolitan,2024,56741.0,1,
33740,"Monroe, LA",Metropolitan,2019,39303.0,4,
33740,"Monroe, LA",Metropolitan,2020,43225.0,4,
33740,"Monroe, LA",Metropolitan,2021,46540.0,4,
33740,"Monroe, LA",Metropolitan,2022,46477.0,4,
33740,"Monroe, LA",Metropolitan,2023,49137.0,4,
33740,"Monroe, LA",Metropolitan,2024,51387.0,4,
33780,"Monroe, MI",Metropolitan,2019,47316.0,1,
33780,"Monroe, MI",Metropolitan,2020,49935.0,1,
33780,"Monroe, MI",Metropolitan,2021,52962.0,1,
33780,"Monroe, MI",Metropolitan,2022,56678.0,1,
33780,"Monroe, MI",Metropolitan,2023,59816.0,1,
33780,"Monroe, MI",Metropolitan,2024,61697.0,1,
33860,"Montgomery, AL",Metropolitan,2019,42712.0,4,
33860,"Montgomery, AL",Metropolitan,2020,45511.0,4,
33860,"Montgomery, AL",Metropolitan,2021,49395.0,4,
33860,"Montgomery, AL",Metropolitan,2022,50213.0,4,
33860,"Montgomery, AL",Metropolitan,2023,53543.0,4,
33860,"Montgomery, AL",Metropolitan,2024,56622.0,4,
33900,"Monticello, IN",Micropolitan,2019,43209.0,1,
33900,"Monticello, IN",Micropolitan,2020,47406.0,1,
33900,"Monticello, IN",Micropolitan,2021,52181.0,1,
33900,"Monticello, IN",Micropolitan,2022,53825.0,1,
33900,"Monticello, IN",Micropolitan,2023,56995.0,1,
33900,"Monticello, IN",Micropolitan,2024,58476.0,1,
33910,"Monticello, NY",Micropolitan,2019,47112.0,1,
33910,"Monticello, NY",Micropolitan,2020,51115.0,1,
33910,"Monticello, NY",Micropolitan,2021,54010.0,1,
33910,"Monticello, NY",Micropolitan,2022,55021.0,1,
33910,"Monticello, NY",Micropolitan,2023,58382.0,1,
33910,"Monticello, NY",Micropolitan,2024,60628.0,1,
33940,"Montrose, CO",Micropolitan,2019,42824.0,1,
33940,"Montrose, CO",Micropolitan,2020,45894.0,1,
33940,"Montrose, CO",Micropolitan,2021,50588.0,1,
33940,"Montrose, CO",Micropolitan,2022,53080.0,1,
33940,"Montrose, CO",Micropolitan,2023,54259.0,1,
33940,"Montrose, CO",Micropolitan,2024,57305.0,1,
33980,"Morehead City, NC",Micropolitan,2019,53029.0,1,
33980,"Morehead City, NC",Micropolitan,2020,56992.0,1,
33980,"Morehead City, NC",Micropolitan,2021,62513.0,1,
33980,"Morehead City, NC",Micropolitan,2022,64333.0,1,
33980,"Morehead City, NC",Micropolitan,2023,69685.0,1,
33980,"Morehead City, NC",Micropolitan,2024,74177.0,1,
34020,"Morgan City, LA",Micropolitan,2019,40436.0,1,
34020,"Morgan City, LA",Micropolitan,2020,44448.0,1,
34020,"Morgan City, LA",Micropolitan,2021,48940.0,1,
34020,"Morgan City, LA",Micropolitan,2022,48175.0,1,
34020,"Morgan City, LA",Micropolitan,2023,51379.0,1,
34020,"Morgan City, LA",Micropolitan,2024,53332.0,1,
34060,"Morgantown, WV",Metropolitan,2019,44803.0,2,
34060,"Morgantown, WV",Metropolitan,2020,46896.0,2,
34060,"Morgantown, WV",Metropolitan,2021,50692.0,2,
34060,"Morgantown, WV",Metropolitan,2022,52337.0,2,
34060,"Morgantown, WV",Metropolitan,2023,55306.0,2,
34060,"Morgantown, WV",Metropolitan,2024,57179.0,2,
34100,"Morristown, TN",Metropolitan,2019,38496.0,2,
34100,"Morristown, TN",Metropolitan,2020,41234.0,2,
34100,"Morristown, TN",Metropolitan,2021,46633.0,2,
34100,"Morristown, TN",Metropolitan,2022,46787.0,2,
34100,"Morristown, TN",Metropolitan,2023,49733.0,2,
34100,"Morristown, TN",Metropolitan,2024,52189.0,2,
34140,"Moscow, ID",Micropolitan,2019,44237.0,1,
34140,"Moscow, ID",Micropolitan,2020,47648.0,1,
34140,"Moscow, ID",Micropolitan,2021,52270.0,1,
34140,"Moscow, ID",Micropolitan,2022,51663.0,1,
34140,"Moscow, ID",Micropolitan,2023,54722.0,1,
34140,"Moscow, ID",Micropolitan,2024,55988.0,1,
34180,"Moses Lake, WA",Micropolitan,2019,40654.0,1,
34180,"Moses Lake, WA",Micropolitan,2020,46148.0,1,
34180,"Moses Lake, WA",Micropolitan,2021,49191.0,1,
34180,"Moses Lake, WA",Micropolitan,2022,49434.0,1,
34180,"Moses Lake, WA",Micropolitan,2023,50292.0,1,
34180,"Moses Lake, WA",Micropolitan,2024,52210.0,1,
34220,"Moultrie, GA",Micropolitan,2019,33642.0,1,
34220,"Moultrie, GA",Micropolitan,2020,37809.0,1,
34220,"Moultrie, GA",Micropolitan,2021,40926.0,1,
34220,"Moultrie, GA",Micropolitan,2022,41403.0,1,
34220,"Moultrie, GA",Micropolitan,2023,42456.0,1,
34220,"Moultrie, GA",Micropolitan,2024,44346.0,1,
34260,"Mountain Home, AR",Micropolitan,2019,38452.0,1,
34260,"Mountain Home, AR",Micropolitan,2020,41240.0,1,
34260,"Mountain Home, AR",Micropolitan,2021,44535.0,1,
34260,"Mountain Home, AR",Micropolitan,2022,44190.0,1,
34260,"Mountain Home, AR",Micropolitan,2023,46263.0,1,
34260,"Mountain Home, AR",Micropolitan,2024,48272.0,1,
34300,"Mountain Home, ID",Micropolitan,2019,36924.0,1,
34300,"Mountain Home, ID",Micropolitan,2020,39153.0,1,
34300,"Mountain Home, ID",Micropolitan,2021,42927.0,1,
34300,"Mountain Home, ID",Micropolitan,2022,44645.0,1,
34300,"Mountain Home, ID",Micropolitan,2023,46501.0,1,
34300,"Mountain Home, ID",Micropolitan,2024,49558.0,1,
34340,"Mount Airy, NC",Micropolitan,2019,39622.0,1,
34340,"Mount Airy, NC",Micropolitan,2020,42899.0,1,
34340,"Mount Airy, NC",Micropolitan,2021,48375.0,1,
34340,"Mount Airy, NC",Micropolitan,2022,49716.0,1,
34340,"Mount Airy, NC",Micropolitan,2023,51206.0,1,
34340,"Mount Airy, NC",Micropolitan,2024,54267.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2019,38905.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2020,43326.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2021,45882.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2022,45613.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2023,48156.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2024,49936.0,1,
34420,"Mount Pleasant, TX",Micropolitan,2019,39590.0,3,
34420,"Mount Pleasant, TX",Micropolitan,2020,43361.0,3,
34420,"Mount Pleasant, TX",Micropolitan,2021,48739.0,3,
34420,"Mount Pleasant, TX",Micropolitan,2022,50902.0,3,
34420,"Mount Pleasant, TX",Micropolitan,2023,51702.0,3,
34420,"Mount Pleasant, TX",Micropolitan,2024,53771.0,3,
34460,"Mount Sterling, KY",Micropolitan,2019,34392.0,3,
34460,"Mount Sterling, KY",Micropolitan,2020,37952.0,3,
34460,"Mount Sterling, KY",Micropolitan,2021,41456.0,3,
34460,"Mount Sterling, KY",Micropolitan,2022,41944.0,3,
34460,"Mount Sterling, KY",Micropolitan,2023,43640.0,3,
34460,"Mount Sterling, KY",Micropolitan,2024,45944.0,3,
34500,"Mount Vernon, IL",Micropolitan,2019,40075.0,1,
34500,"Mount Vernon, IL",Micropolitan,2020,44126.0,1,
34500,"Mount Vernon, IL",Micropolitan,2021,47771.0,1,
34500,"Mount Vernon, IL",Micropolitan,2022,47888.0,1,
34500,"Mount Vernon, IL",Micropolitan,2023,50484.0,1,
34500,"Mount Vernon, IL",Micropolitan,2024,52893.0,1,
34540,"Mount Vernon, OH",Micropolitan,2019,44463.0,1,
34540,"Mount Vernon, OH",Micropolitan,2020,48966.0,1,
34540,"Mount Vernon, OH",Micropolitan,2021,51964.0,1,
34540,"Mount Vernon, OH",Micropolitan,2022,52476.0,1,
34540,"Mount Vernon, OH",Micropolitan,2023,56104.0,1,
34540,"Mount Vernon, OH",Micropolitan,2024,58293.0,1,
34580,"Mount Vernon-Anacortes, WA",Metropolitan,2019,54067.0,1,
34580,"Mount Vernon-Anacortes, WA",Metropolitan,2020,58475.0,1,
34580,"Mount Vernon-Anacortes, WA",Metropolitan,2021,62153.0,1,
34580,"Mount Vernon-Anacortes, WA",Metropolitan,2022,63349.0,1,
34580,"Mount Vernon-Anacortes, WA",Metropolitan,2023,67524.0,1,
34580,"Mount Vernon-Anacortes, WA",Metropolitan,2024,71399.0,1,
34620,"Muncie, IN",Metropolitan,2019,38575.0,1,
34620,"Muncie, IN",Metropolitan,2020,41964.0,1,
34620,"Muncie, IN",Metropolitan,2021,45235.0,1,
34620,"Muncie, IN",Metropolitan,2022,45752.0,1,
34620,"Muncie, IN",Metropolitan,2023,47698.0,1,
34620,"Muncie, IN",Metropolitan,2024,49965.0,1,
34660,"Murray, KY",Micropolitan,2019,38273.0,1,
34660,"Murray, KY",Micropolitan,2020,41578.0,1,
34660,"Murray, KY",Micropolitan,2021,44398.0,1,
34660,"Murray, KY",Micropolitan,2022,43739.0,1,
34660,"Murray, KY",Micropolitan,2023,45873.0,1,
34660,"Murray, KY",Micropolitan,2024,47693.0,1,
34680,"Murrells Inlet, SC",Micropolitan,2019,49584.0,1,
34680,"Murrells Inlet, SC",Micropolitan,2020,52650.0,1,
34680,"Murrells Inlet, SC",Micropolitan,2021,57798.0,1,
34680,"Murrells Inlet, SC",Micropolitan,2022,59421.0,1,
34680,"Murrells Inlet, SC",Micropolitan,2023,63623.0,1,
34680,"Murrells Inlet, SC",Micropolitan,2024,67003.0,1,
34700,"Muscatine, IA",Micropolitan,2019,47358.0,1,
34700,"Muscatine, IA",Micropolitan,2020,50717.0,1,
34700,"Muscatine, IA",Micropolitan,2021,53586.0,1,
34700,"Muscatine, IA",Micropolitan,2022,55357.0,1,
34700,"Muscatine, IA",Micropolitan,2023,57515.0,1,
34700,"Muscatine, IA",Micropolitan,2024,60332.0,1,
34740,"Muskegon-Norton Shores, MI",Metropolitan,2019,39247.0,1,
34740,"Muskegon-Norton Shores, MI",Metropolitan,2020,44355.0,1,
34740,"Muskegon-Norton Shores, MI",Metropolitan,2021,46639.0,1,
34740,"Muskegon-Norton Shores, MI",Metropolitan,2022,47491.0,1,
34740,"Muskegon-Norton Shores, MI",Metropolitan,2023,49309.0,1,
34740,"Muskegon-Norton Shores, MI",Metropolitan,2024,51283.0,1,
34780,"Muskogee, OK",Micropolitan,2019,38220.0,1,
