geofips,geoname,metro_micro,year,real_gdp_k2017usd,n_units,note
31420,"Macon-Bibb County, GA",Metropolitan,2021,10777732.0,5,
31420,"Macon-Bibb County, GA",Metropolitan,2022,10928222.0,5,
31420,"Macon-Bibb County, GA",Metropolitan,2023,10861284.0,5,
31420,"Macon-Bibb County, GA",Metropolitan,2024,11025914.0,5,
31500,"Madison, IN",Micropolitan,2019,1563632.0,1,
31500,"Madison, IN",Micropolitan,2020,1511827.0,1,
31500,"Madison, IN",Micropolitan,2021,1646000.0,1,
31500,"Madison, IN",Micropolitan,2022,1694827.0,1,
31500,"Madison, IN",Micropolitan,2023,1690315.0,1,
31500,"Madison, IN",Micropolitan,2024,1705311.0,1,
31540,"Madison, WI",Metropolitan,2019,50606438.0,4,
31540,"Madison, WI",Metropolitan,2020,49584697.0,4,
31540,"Madison, WI",Metropolitan,2021,52365323.0,4,
31540,"Madison, WI",Metropolitan,2022,54420845.0,4,
31540,"Madison, WI",Metropolitan,2023,56166024.0,4,
31540,"Madison, WI",Metropolitan,2024,57686710.0,4,
31580,"Madisonville, KY",Micropolitan,2019,1808377.0,1,
31580,"Madisonville, KY",Micropolitan,2020,1735042.0,1,
31580,"Madisonville, KY",Micropolitan,2021,1807556.0,1,
31580,"Madisonville, KY",Micropolitan,2022,1857427.0,1,
31580,"Madisonville, KY",Micropolitan,2023,1987423.0,1,
31580,"Madisonville, KY",Micropolitan,2024,2018299.0,1,
31620,"Magnolia, AR",Micropolitan,2019,875231.0,1,
31620,"Magnolia, AR",Micropolitan,2020,866013.0,1,
31620,"Magnolia, AR",Micropolitan,2021,974762.0,1,
31620,"Magnolia, AR",Micropolitan,2022,974357.0,1,
31620,"Magnolia, AR",Micropolitan,2023,1022472.0,1,
31620,"Magnolia, AR",Micropolitan,2024,1049224.0,1,
31680,"Malvern, AR",Micropolitan,2019,971305.0,1,
31680,"Malvern, AR",Micropolitan,2020,985259.0,1,
31680,"Malvern, AR",Micropolitan,2021,1063343.0,1,
31680,"Malvern, AR",Micropolitan,2022,1151952.0,1,
31680,"Malvern, AR",Micropolitan,2023,1152930.0,1,
31680,"Malvern, AR",Micropolitan,2024,1225768.0,1,
31700,"Manchester-Nashua, NH",Metropolitan,2019,27240319.0,1,
31700,"Manchester-Nashua, NH",Metropolitan,2020,27265205.0,1,
31700,"Manchester-Nashua, NH",Metropolitan,2021,29717098.0,1,
31700,"Manchester-Nashua, NH",Metropolitan,2022,30066116.0,1,
31700,"Manchester-Nashua, NH",Metropolitan,2023,30679709.0,1,
31700,"Manchester-Nashua, NH",Metropolitan,2024,30826638.0,1,
31740,"Manhattan, KS",Metropolitan,2019,6873151.0,3,
31740,"Manhattan, KS",Metropolitan,2020,6819774.0,3,
31740,"Manhattan, KS",Metropolitan,2021,7087806.0,3,
31740,"Manhattan, KS",Metropolitan,2022,7105245.0,3,
31740,"Manhattan, KS",Metropolitan,2023,7004400.0,3,
31740,"Manhattan, KS",Metropolitan,2024,7049096.0,3,
31820,"Manitowoc, WI",Micropolitan,2019,3980173.0,1,
31820,"Manitowoc, WI",Micropolitan,2020,3883634.0,1,
31820,"Manitowoc, WI",Micropolitan,2021,3932242.0,1,
31820,"Manitowoc, WI",Micropolitan,2022,4058769.0,1,
31820,"Manitowoc, WI",Micropolitan,2023,3997499.0,1,
31820,"Manitowoc, WI",Micropolitan,2024,4117466.0,1,
31860,"Mankato, MN",Metropolitan,2019,5618778.0,2,
31860,"Mankato, MN",Metropolitan,2020,5386213.0,2,
31860,"Mankato, MN",Metropolitan,2021,5600052.0,2,
31860,"Mankato, MN",Metropolitan,2022,5712472.0,2,
31860,"Mankato, MN",Metropolitan,2023,5625784.0,2,
31860,"Mankato, MN",Metropolitan,2024,5878619.0,2,
31900,"Mansfield, OH",Metropolitan,2019,4586234.0,1,
31900,"Mansfield, OH",Metropolitan,2020,4404983.0,1,
31900,"Mansfield, OH",Metropolitan,2021,4604671.0,1,
31900,"Mansfield, OH",Metropolitan,2022,4588186.0,1,
31900,"Mansfield, OH",Metropolitan,2023,4626002.0,1,
31900,"Mansfield, OH",Metropolitan,2024,4665061.0,1,
31930,"Marietta, OH",Micropolitan,2019,3560045.0,1,
31930,"Marietta, OH",Micropolitan,2020,3446214.0,1,
31930,"Marietta, OH",Micropolitan,2021,3544061.0,1,
31930,"Marietta, OH",Micropolitan,2022,3483865.0,1,
31930,"Marietta, OH",Micropolitan,2023,3603060.0,1,
31930,"Marietta, OH",Micropolitan,2024,3725925.0,1,
31940,"Marinette, WI-MI",Micropolitan,2019,2709200.0,2,
31940,"Marinette, WI-MI",Micropolitan,2020,2562163.0,2,
31940,"Marinette, WI-MI",Micropolitan,2021,2628288.0,2,
31940,"Marinette, WI-MI",Micropolitan,2022,2646729.0,2,
31940,"Marinette, WI-MI",Micropolitan,2023,2634943.0,2,
31940,"Marinette, WI-MI",Micropolitan,2024,2676766.0,2,
31980,"Marion, IN",Micropolitan,2019,2425868.0,1,
31980,"Marion, IN",Micropolitan,2020,2328337.0,1,
31980,"Marion, IN",Micropolitan,2021,2489827.0,1,
31980,"Marion, IN",Micropolitan,2022,2518904.0,1,
31980,"Marion, IN",Micropolitan,2023,2516977.0,1,
31980,"Marion, IN",Micropolitan,2024,2529334.0,1,
32000,"Marion, NC",Micropolitan,2019,1885996.0,1,
32000,"Marion, NC",Micropolitan,2020,1958561.0,1,
32000,"Marion, NC",Micropolitan,2021,1832346.0,1,
32000,"Marion, NC",Micropolitan,2022,1968653.0,1,
32000,"Marion, NC",Micropolitan,2023,2037845.0,1,
32000,"Marion, NC",Micropolitan,2024,2183153.0,1,
32020,"Marion, OH",Micropolitan,2019,2685096.0,1,
32020,"Marion, OH",Micropolitan,2020,2601542.0,1,
32020,"Marion, OH",Micropolitan,2021,2701725.0,1,
32020,"Marion, OH",Micropolitan,2022,2623231.0,1,
32020,"Marion, OH",Micropolitan,2023,2663536.0,1,
32020,"Marion, OH",Micropolitan,2024,2706215.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2019,2966714.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2020,2798194.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2021,2893655.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2022,2990557.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2023,3087917.0,1,
32060,"Marion-Herrin, IL",Micropolitan,2024,3159218.0,1,
32100,"Marquette, MI",Micropolitan,2019,2713803.0,1,
32100,"Marquette, MI",Micropolitan,2020,2602348.0,1,
32100,"Marquette, MI",Micropolitan,2021,2864267.0,1,
32100,"Marquette, MI",Micropolitan,2022,2734382.0,1,
32100,"Marquette, MI",Micropolitan,2023,2828566.0,1,
32100,"Marquette, MI",Micropolitan,2024,2733481.0,1,
32140,"Marshall, MN",Micropolitan,2019,1582098.0,1,
32140,"Marshall, MN",Micropolitan,2020,1486139.0,1,
32140,"Marshall, MN",Micropolitan,2021,1548091.0,1,
32140,"Marshall, MN",Micropolitan,2022,1582484.0,1,
32140,"Marshall, MN",Micropolitan,2023,1577303.0,1,
32140,"Marshall, MN",Micropolitan,2024,1638337.0,1,
32180,"Marshall, MO",Micropolitan,2019,894101.0,1,
32180,"Marshall, MO",Micropolitan,2020,902962.0,1,
32180,"Marshall, MO",Micropolitan,2021,946397.0,1,
32180,"Marshall, MO",Micropolitan,2022,948641.0,1,
32180,"Marshall, MO",Micropolitan,2023,983255.0,1,
32180,"Marshall, MO",Micropolitan,2024,984077.0,1,
32260,"Marshalltown, IA",Micropolitan,2019,1853257.0,1,
32260,"Marshalltown, IA",Micropolitan,2020,1829028.0,1,
32260,"Marshalltown, IA",Micropolitan,2021,1816698.0,1,
32260,"Marshalltown, IA",Micropolitan,2022,1789575.0,1,
32260,"Marshalltown, IA",Micropolitan,2023,1750980.0,1,
32260,"Marshalltown, IA",Micropolitan,2024,1739482.0,1,
32280,"Martin, TN",Micropolitan,2019,1103437.0,1,
32280,"Martin, TN",Micropolitan,2020,1084017.0,1,
32280,"Martin, TN",Micropolitan,2021,1179351.0,1,
32280,"Martin, TN",Micropolitan,2022,1127240.0,1,
32280,"Martin, TN",Micropolitan,2023,1123141.0,1,
32280,"Martin, TN",Micropolitan,2024,1047445.0,1,
32300,"Martinsville, VA",Micropolitan,2019,2199480.0,1,
32300,"Martinsville, VA",Micropolitan,2020,2153625.0,1,
32300,"Martinsville, VA",Micropolitan,2021,2236487.0,1,
32300,"Martinsville, VA",Micropolitan,2022,2243859.0,1,
32300,"Martinsville, VA",Micropolitan,2023,2261227.0,1,
32300,"Martinsville, VA",Micropolitan,2024,2299788.0,1,
32340,"Maryville, MO",Micropolitan,2019,705818.0,1,
32340,"Maryville, MO",Micropolitan,2020,736220.0,1,
32340,"Maryville, MO",Micropolitan,2021,739074.0,1,
32340,"Maryville, MO",Micropolitan,2022,737114.0,1,
32340,"Maryville, MO",Micropolitan,2023,750283.0,1,
32340,"Maryville, MO",Micropolitan,2024,767710.0,1,
32380,"Mason City, IA",Micropolitan,2019,2724531.0,2,
32380,"Mason City, IA",Micropolitan,2020,2722941.0,2,
32380,"Mason City, IA",Micropolitan,2021,2990254.0,2,
32380,"Mason City, IA",Micropolitan,2022,3031799.0,2,
32380,"Mason City, IA",Micropolitan,2023,3200426.0,2,
32380,"Mason City, IA",Micropolitan,2024,3247793.0,2,
32390,"Massena-Ogdensburg, NY",Micropolitan,2019,4694668.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2020,4703376.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2021,4705108.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2022,4792493.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2023,4953192.0,1,
32390,"Massena-Ogdensburg, NY",Micropolitan,2024,5150706.0,1,
32460,"Mayfield, KY",Micropolitan,2019,1214926.0,1,
32460,"Mayfield, KY",Micropolitan,2020,1192007.0,1,
32460,"Mayfield, KY",Micropolitan,2021,1251839.0,1,
32460,"Mayfield, KY",Micropolitan,2022,1319429.0,1,
32460,"Mayfield, KY",Micropolitan,2023,1309485.0,1,
32460,"Mayfield, KY",Micropolitan,2024,1358319.0,1,
32540,"McAlester, OK",Micropolitan,2019,2195804.0,1,
32540,"McAlester, OK",Micropolitan,2020,1975175.0,1,
32540,"McAlester, OK",Micropolitan,2021,1903100.0,1,
32540,"McAlester, OK",Micropolitan,2022,2029539.0,1,
32540,"McAlester, OK",Micropolitan,2023,2071367.0,1,
32540,"McAlester, OK",Micropolitan,2024,1917474.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2019,21991095.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2020,21619757.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2021,22780663.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2022,23120685.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2023,23626970.0,1,
32580,"McAllen-Edinburg-Mission, TX",Metropolitan,2024,24238655.0,1,
32620,"McComb, MS",Micropolitan,2019,1394680.0,2,
32620,"McComb, MS",Micropolitan,2020,1353154.0,2,
32620,"McComb, MS",Micropolitan,2021,1399461.0,2,
32620,"McComb, MS",Micropolitan,2022,1412756.0,2,
32620,"McComb, MS",Micropolitan,2023,1433536.0,2,
32620,"McComb, MS",Micropolitan,2024,1484614.0,2,
32660,"McMinnville, TN",Micropolitan,2019,1466667.0,1,
32660,"McMinnville, TN",Micropolitan,2020,1434996.0,1,
32660,"McMinnville, TN",Micropolitan,2021,1517276.0,1,
32660,"McMinnville, TN",Micropolitan,2022,1446301.0,1,
32660,"McMinnville, TN",Micropolitan,2023,1489909.0,1,
32660,"McMinnville, TN",Micropolitan,2024,1559877.0,1,
32700,"McPherson, KS",Micropolitan,2019,2161455.0,1,
32700,"McPherson, KS",Micropolitan,2020,2021566.0,1,
32700,"McPherson, KS",Micropolitan,2021,1860268.0,1,
32700,"McPherson, KS",Micropolitan,2022,1938876.0,1,
32700,"McPherson, KS",Micropolitan,2023,2015532.0,1,
32700,"McPherson, KS",Micropolitan,2024,2078239.0,1,
32740,"Meadville, PA",Micropolitan,2019,2987838.0,1,
32740,"Meadville, PA",Micropolitan,2020,2764124.0,1,
32740,"Meadville, PA",Micropolitan,2021,2819666.0,1,
32740,"Meadville, PA",Micropolitan,2022,2871256.0,1,
32740,"Meadville, PA",Micropolitan,2023,2792836.0,1,
32740,"Meadville, PA",Micropolitan,2024,2823464.0,1,
32780,"Medford, OR",Metropolitan,2019,9377950.0,1,
32780,"Medford, OR",Metropolitan,2020,9371219.0,1,
32780,"Medford, OR",Metropolitan,2021,10024328.0,1,
32780,"Medford, OR",Metropolitan,2022,9855556.0,1,
32780,"Medford, OR",Metropolitan,2023,10130801.0,1,
32780,"Medford, OR",Metropolitan,2024,10536558.0,1,
32820,"Memphis, TN-MS-AR",Metropolitan,2019,76886437.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2020,76022354.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2021,80197604.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2022,79644433.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2023,81790858.0,9,
32820,"Memphis, TN-MS-AR",Metropolitan,2024,82359960.0,9,
32860,"Menomonie, WI",Micropolitan,2019,1832526.0,1,
32860,"Menomonie, WI",Micropolitan,2020,1840085.0,1,
32860,"Menomonie, WI",Micropolitan,2021,1896692.0,1,
32860,"Menomonie, WI",Micropolitan,2022,1839911.0,1,
32860,"Menomonie, WI",Micropolitan,2023,1887465.0,1,
32860,"Menomonie, WI",Micropolitan,2024,1926218.0,1,
32900,"Merced, CA",Metropolitan,2019,9251024.0,1,
32900,"Merced, CA",Metropolitan,2020,9142677.0,1,
32900,"Merced, CA",Metropolitan,2021,9323157.0,1,
32900,"Merced, CA",Metropolitan,2022,9486778.0,1,
32900,"Merced, CA",Metropolitan,2023,9517717.0,1,
32900,"Merced, CA",Metropolitan,2024,10266145.0,1,
32940,"Meridian, MS",Micropolitan,2019,3582142.0,2,
32940,"Meridian, MS",Micropolitan,2020,3771079.0,2,
32940,"Meridian, MS",Micropolitan,2021,3779445.0,2,
32940,"Meridian, MS",Micropolitan,2022,3668940.0,2,
32940,"Meridian, MS",Micropolitan,2023,3937144.0,2,
32940,"Meridian, MS",Micropolitan,2024,4122329.0,2,
33020,"Mexico, MO",Micropolitan,2019,903636.0,1,
33020,"Mexico, MO",Micropolitan,2020,862279.0,1,
33020,"Mexico, MO",Micropolitan,2021,883188.0,1,
33020,"Mexico, MO",Micropolitan,2022,855015.0,1,
33020,"Mexico, MO",Micropolitan,2023,915178.0,1,
33020,"Mexico, MO",Micropolitan,2024,903844.0,1,
33060,"Miami, OK",Micropolitan,2019,1047404.0,1,
33060,"Miami, OK",Micropolitan,2020,1014906.0,1,
33060,"Miami, OK",Micropolitan,2021,1079053.0,1,
33060,"Miami, OK",Micropolitan,2022,1099487.0,1,
33060,"Miami, OK",Micropolitan,2023,1100083.0,1,
33060,"Miami, OK",Micropolitan,2024,1118209.0,1,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2019,367593143.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2020,354799636.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2021,392208691.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2022,417785790.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2023,438207751.0,3,
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan,2024,450254738.0,3,
33140,"Michigan City-La Porte, IN",Metropolitan,2019,4111245.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2020,3999459.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2021,4223725.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2022,4132703.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2023,4402002.0,1,
33140,"Michigan City-La Porte, IN",Metropolitan,2024,4460626.0,1,
33180,"Middlesborough, KY",Micropolitan,2019,751184.0,1,
33180,"Middlesborough, KY",Micropolitan,2020,712249.0,1,
33180,"Middlesborough, KY",Micropolitan,2021,733431.0,1,
33180,"Middlesborough, KY",Micropolitan,2022,731408.0,1,
33180,"Middlesborough, KY",Micropolitan,2023,774742.0,1,
33180,"Middlesborough, KY",Micropolitan,2024,774733.0,1,
33220,"Midland, MI",Metropolitan,2019,5367447.0,1,
33220,"Midland, MI",Metropolitan,2020,5731285.0,1,
33220,"Midland, MI",Metropolitan,2021,5816841.0,1,
33220,"Midland, MI",Metropolitan,2022,5803215.0,1,
33220,"Midland, MI",Metropolitan,2023,6220110.0,1,
33220,"Midland, MI",Metropolitan,2024,6376374.0,1,
33260,"Midland, TX",Metropolitan,2019,33086109.0,2,
33260,"Midland, TX",Metropolitan,2020,31455357.0,2,
33260,"Midland, TX",Metropolitan,2021,32077652.0,2,
33260,"Midland, TX",Metropolitan,2022,31766411.0,2,
33260,"Midland, TX",Metropolitan,2023,46973761.0,2,
33260,"Midland, TX",Metropolitan,2024,51509737.0,2,
33300,"Milledgeville, GA",Micropolitan,2019,1402638.0,1,
33300,"Milledgeville, GA",Micropolitan,2020,1312167.0,1,
33300,"Milledgeville, GA",Micropolitan,2021,1410110.0,1,
33300,"Milledgeville, GA",Micropolitan,2022,1432028.0,1,
33300,"Milledgeville, GA",Micropolitan,2023,1492324.0,1,
33300,"Milledgeville, GA",Micropolitan,2024,1539495.0,1,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2019,102320782.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2020,98747103.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2021,102533819.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2022,105549127.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2023,106483765.0,4,
33340,"Milwaukee-Waukesha, WI",Metropolitan,2024,108082531.0,4,
33380,"Minden, LA",Micropolitan,2019,1175376.0,1,
33380,"Minden, LA",Micropolitan,2020,1123301.0,1,
33380,"Minden, LA",Micropolitan,2021,1170042.0,1,
33380,"Minden, LA",Micropolitan,2022,1115943.0,1,
33380,"Minden, LA",Micropolitan,2023,1185734.0,1,
33380,"Minden, LA",Micropolitan,2024,1203749.0,1,
33420,"Mineral Wells, TX",Micropolitan,2019,1086452.0,1,
33420,"Mineral Wells, TX",Micropolitan,2020,999801.0,1,
33420,"Mineral Wells, TX",Micropolitan,2021,984306.0,1,
33420,"Mineral Wells, TX",Micropolitan,2022,995584.0,1,
33420,"Mineral Wells, TX",Micropolitan,2023,1018723.0,1,
33420,"Mineral Wells, TX",Micropolitan,2024,1013703.0,1,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2019,270049219.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2020,260724367.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2021,275703334.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2022,281954590.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2023,285415574.0,15,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,2024,292482989.0,15,
33500,"Minot, ND",Metropolitan,2019,4575889.0,3,
33500,"Minot, ND",Metropolitan,2020,4337545.0,3,
33500,"Minot, ND",Metropolitan,2021,4218050.0,3,
33500,"Minot, ND",Metropolitan,2022,4286926.0,3,
33500,"Minot, ND",Metropolitan,2023,4380521.0,3,
33500,"Minot, ND",Metropolitan,2024,4364771.0,3,
33540,"Missoula, MT",Metropolitan,2019,5850540.0,2,
33540,"Missoula, MT",Metropolitan,2020,5833873.0,2,
33540,"Missoula, MT",Metropolitan,2021,6527180.0,2,
33540,"Missoula, MT",Metropolitan,2022,6525888.0,2,
33540,"Missoula, MT",Metropolitan,2023,6978017.0,2,
33540,"Missoula, MT",Metropolitan,2024,7254060.0,2,
33580,"Mitchell, SD",Micropolitan,2019,1465493.0,3,
33580,"Mitchell, SD",Micropolitan,2020,1451203.0,3,
33580,"Mitchell, SD",Micropolitan,2021,1495503.0,3,
33580,"Mitchell, SD",Micropolitan,2022,1534171.0,3,
33580,"Mitchell, SD",Micropolitan,2023,1617235.0,3,
33580,"Mitchell, SD",Micropolitan,2024,1619295.0,3,
33620,"Moberly, MO",Micropolitan,2019,1216262.0,1,
33620,"Moberly, MO",Micropolitan,2020,1199736.0,1,
33620,"Moberly, MO",Micropolitan,2021,1330135.0,1,
33620,"Moberly, MO",Micropolitan,2022,1268073.0,1,
33620,"Moberly, MO",Micropolitan,2023,1257828.0,1,
33620,"Moberly, MO",Micropolitan,2024,1231746.0,1,
33660,"Mobile, AL",Metropolitan,2019,20526354.0,1,
33660,"Mobile, AL",Metropolitan,2020,20805653.0,1,
33660,"Mobile, AL",Metropolitan,2021,21999897.0,1,
33660,"Mobile, AL",Metropolitan,2022,22260072.0,1,
33660,"Mobile, AL",Metropolitan,2023,23356983.0,1,
33660,"Mobile, AL",Metropolitan,2024,24306390.0,1,
33700,"Modesto, CA",Metropolitan,2019,23329680.0,1,
33700,"Modesto, CA",Metropolitan,2020,22672293.0,1,
33700,"Modesto, CA",Metropolitan,2021,23698928.0,1,
33700,"Modesto, CA",Metropolitan,2022,23622830.0,1,
33700,"Modesto, CA",Metropolitan,2023,23557445.0,1,
33700,"Modesto, CA",Metropolitan,2024,24813761.0,1,
33740,"Monroe, LA",Metropolitan,2019,8853980.0,4,
33740,"Monroe, LA",Metropolitan,2020,8554965.0,4,
33740,"Monroe, LA",Metropolitan,2021,8669295.0,4,
33740,"Monroe, LA",Metropolitan,2022,8759337.0,4,
33740,"Monroe, LA",Metropolitan,2023,8977071.0,4,
33740,"Monroe, LA",Metropolitan,2024,9232548.0,4,
33780,"Monroe, MI",Metropolitan,2019,5983585.0,1,
33780,"Monroe, MI",Metropolitan,2020,5597177.0,1,
33780,"Monroe, MI",Metropolitan,2021,5859942.0,1,
33780,"Monroe, MI",Metropolitan,2022,5916835.0,1,
33780,"Monroe, MI",Metropolitan,2023,6134800.0,1,
33780,"Monroe, MI",Metropolitan,2024,6345564.0,1,
33860,"Montgomery, AL",Metropolitan,2019,18298320.0,4,
33860,"Montgomery, AL",Metropolitan,2020,17911659.0,4,
33860,"Montgomery, AL",Metropolitan,2021,18483093.0,4,
33860,"Montgomery, AL",Metropolitan,2022,19087929.0,4,
33860,"Montgomery, AL",Metropolitan,2023,19856453.0,4,
33860,"Montgomery, AL",Metropolitan,2024,20314592.0,4,
33900,"Monticello, IN",Micropolitan,2019,960045.0,1,
33900,"Monticello, IN",Micropolitan,2020,1022386.0,1,
33900,"Monticello, IN",Micropolitan,2021,1122540.0,1,
33900,"Monticello, IN",Micropolitan,2022,1154238.0,1,
33900,"Monticello, IN",Micropolitan,2023,1160584.0,1,
33900,"Monticello, IN",Micropolitan,2024,1146256.0,1,
33910,"Monticello, NY",Micropolitan,2019,3097957.0,1,
33910,"Monticello, NY",Micropolitan,2020,3016228.0,1,
33910,"Monticello, NY",Micropolitan,2021,3165937.0,1,
33910,"Monticello, NY",Micropolitan,2022,3267873.0,1,
33910,"Monticello, NY",Micropolitan,2023,3419286.0,1,
33910,"Monticello, NY",Micropolitan,2024,3482973.0,1,
33940,"Montrose, CO",Micropolitan,2019,1606025.0,1,
33940,"Montrose, CO",Micropolitan,2020,1566877.0,1,
33940,"Montrose, CO",Micropolitan,2021,1628413.0,1,
33940,"Montrose, CO",Micropolitan,2022,1759783.0,1,
33940,"Montrose, CO",Micropolitan,2023,1758011.0,1,
33940,"Montrose, CO",Micropolitan,2024,1849394.0,1,
33980,"Morehead City, NC",Micropolitan,2019,2524268.0,1,
33980,"Morehead City, NC",Micropolitan,2020,2343837.0,1,
33980,"Morehead City, NC",Micropolitan,2021,2505902.0,1,
33980,"Morehead City, NC",Micropolitan,2022,2607991.0,1,
33980,"Morehead City, NC",Micropolitan,2023,2756907.0,1,
33980,"Morehead City, NC",Micropolitan,2024,2867261.0,1,
34020,"Morgan City, LA",Micropolitan,2019,2515352.0,1,
34020,"Morgan City, LA",Micropolitan,2020,2469678.0,1,
34020,"Morgan City, LA",Micropolitan,2021,2702980.0,1,
34020,"Morgan City, LA",Micropolitan,2022,2762136.0,1,
34020,"Morgan City, LA",Micropolitan,2023,2950176.0,1,
34020,"Morgan City, LA",Micropolitan,2024,2875505.0,1,
34060,"Morgantown, WV",Metropolitan,2019,7659935.0,2,
34060,"Morgantown, WV",Metropolitan,2020,7604189.0,2,
34060,"Morgantown, WV",Metropolitan,2021,7878463.0,2,
34060,"Morgantown, WV",Metropolitan,2022,7955980.0,2,
34060,"Morgantown, WV",Metropolitan,2023,8050874.0,2,
34060,"Morgantown, WV",Metropolitan,2024,8221759.0,2,
34100,"Morristown, TN",Metropolitan,2019,4771692.0,2,
34100,"Morristown, TN",Metropolitan,2020,4798710.0,2,
34100,"Morristown, TN",Metropolitan,2021,5160326.0,2,
34100,"Morristown, TN",Metropolitan,2022,5272251.0,2,
34100,"Morristown, TN",Metropolitan,2023,5386920.0,2,
34100,"Morristown, TN",Metropolitan,2024,5582205.0,2,
34140,"Moscow, ID",Micropolitan,2019,1400199.0,1,
34140,"Moscow, ID",Micropolitan,2020,1385391.0,1,
34140,"Moscow, ID",Micropolitan,2021,1528899.0,1,
34140,"Moscow, ID",Micropolitan,2022,1607491.0,1,
34140,"Moscow, ID",Micropolitan,2023,1647193.0,1,
34140,"Moscow, ID",Micropolitan,2024,1644179.0,1,
34180,"Moses Lake, WA",Micropolitan,2019,5723173.0,1,
34180,"Moses Lake, WA",Micropolitan,2020,5772702.0,1,
34180,"Moses Lake, WA",Micropolitan,2021,5808720.0,1,
34180,"Moses Lake, WA",Micropolitan,2022,5647646.0,1,
34180,"Moses Lake, WA",Micropolitan,2023,6760819.0,1,
34180,"Moses Lake, WA",Micropolitan,2024,6812669.0,1,
34220,"Moultrie, GA",Micropolitan,2019,1459933.0,1,
34220,"Moultrie, GA",Micropolitan,2020,1483087.0,1,
34220,"Moultrie, GA",Micropolitan,2021,1521493.0,1,
34220,"Moultrie, GA",Micropolitan,2022,1517543.0,1,
34220,"Moultrie, GA",Micropolitan,2023,1557753.0,1,
34220,"Moultrie, GA",Micropolitan,2024,1609148.0,1,
34260,"Mountain Home, AR",Micropolitan,2019,1587027.0,1,
34260,"Mountain Home, AR",Micropolitan,2020,1562929.0,1,
34260,"Mountain Home, AR",Micropolitan,2021,1620697.0,1,
34260,"Mountain Home, AR",Micropolitan,2022,1704065.0,1,
34260,"Mountain Home, AR",Micropolitan,2023,1719224.0,1,
34260,"Mountain Home, AR",Micropolitan,2024,1748671.0,1,
34300,"Mountain Home, ID",Micropolitan,2019,1263326.0,1,
34300,"Mountain Home, ID",Micropolitan,2020,1258230.0,1,
34300,"Mountain Home, ID",Micropolitan,2021,1292828.0,1,
34300,"Mountain Home, ID",Micropolitan,2022,1299747.0,1,
34300,"Mountain Home, ID",Micropolitan,2023,1377145.0,1,
34300,"Mountain Home, ID",Micropolitan,2024,1484687.0,1,
34340,"Mount Airy, NC",Micropolitan,2019,2504327.0,1,
34340,"Mount Airy, NC",Micropolitan,2020,2398229.0,1,
34340,"Mount Airy, NC",Micropolitan,2021,2558172.0,1,
34340,"Mount Airy, NC",Micropolitan,2022,2599256.0,1,
34340,"Mount Airy, NC",Micropolitan,2023,2626897.0,1,
34340,"Mount Airy, NC",Micropolitan,2024,2685819.0,1,
34380,"Mount Pleasant, MI",Micropolitan,2019,2409283.0,1,
