geofips,geoname,year,personal_income_kusd
01001,"Autauga, AL",2019,2477876.0
01001,"Autauga, AL",2020,2656173.0
01001,"Autauga, AL",2021,2915364.0
01001,"Autauga, AL",2022,2979576.0
01001,"Autauga, AL",2023,3202452.0
01001,"Autauga, AL",2024,3424189.0
01003,"Baldwin, AL",2019,10880888.0
01003,"Baldwin, AL",2020,11880306.0
01003,"Baldwin, AL",2021,13527772.0
01003,"Baldwin, AL",2022,14232715.0
01003,"Baldwin, AL",2023,15590410.0
01003,"Baldwin, AL",2024,16718173.0
01005,"Barbour, AL",2019,873849.0
01005,"Barbour, AL",2020,926313.0
01005,"Barbour, AL",2021,1006722.0
01005,"Barbour, AL",2022,1014902.0
01005,"Barbour, AL",2023,1033178.0
01005,"Barbour, AL",2024,1093828.0
01007,"Bibb, AL",2019,719343.0
01007,"Bibb, AL",2020,773029.0
01007,"Bibb, AL",2021,836565.0
01007,"Bibb, AL",2022,840465.0
01007,"Bibb, AL",2023,886174.0
01007,"Bibb, AL",2024,933750.0
01009,"Blount, AL",2019,2154822.0
01009,"Blount, AL",2020,2233724.0
01009,"Blount, AL",2021,2542812.0
01009,"Blount, AL",2022,2622662.0
01009,"Blount, AL",2023,2741524.0
01009,"Blount, AL",2024,2920472.0
01011,"Bullock, AL",2019,283392.0
01011,"Bullock, AL",2020,314807.0
01011,"Bullock, AL",2021,346534.0
01011,"Bullock, AL",2022,340468.0
01011,"Bullock, AL",2023,367110.0
01011,"Bullock, AL",2024,390130.0
01013,"Butler, AL",2019,719572.0
01013,"Butler, AL",2020,751954.0
01013,"Butler, AL",2021,860202.0
01013,"Butler, AL",2022,886414.0
01013,"Butler, AL",2023,920985.0
01013,"Butler, AL",2024,973413.0
01015,"Calhoun, AL",2019,4286419.0
01015,"Calhoun, AL",2020,4602650.0
01015,"Calhoun, AL",2021,5009194.0
01015,"Calhoun, AL",2022,4940395.0
01015,"Calhoun, AL",2023,5234603.0
01015,"Calhoun, AL",2024,5510858.0
01017,"Chambers, AL",2019,1170886.0
01017,"Chambers, AL",2020,1247507.0
01017,"Chambers, AL",2021,1356542.0
01017,"Chambers, AL",2022,1348988.0
01017,"Chambers, AL",2023,1423571.0
01017,"Chambers, AL",2024,1485872.0
01019,"Cherokee, AL",2019,947492.0
01019,"Cherokee, AL",2020,997447.0
01019,"Cherokee, AL",2021,1120262.0
01019,"Cherokee, AL",2022,1128670.0
01019,"Cherokee, AL",2023,1172249.0
01019,"Cherokee, AL",2024,1254466.0
01021,"Chilton, AL",2019,1624844.0
01021,"Chilton, AL",2020,1727362.0
01021,"Chilton, AL",2021,1941956.0
01021,"Chilton, AL",2022,1991699.0
01021,"Chilton, AL",2023,2129778.0
01021,"Chilton, AL",2024,2277237.0
01023,"Choctaw, AL",2019,490796.0
01023,"Choctaw, AL",2020,511422.0
01023,"Choctaw, AL",2021,548411.0
01023,"Choctaw, AL",2022,537694.0
01023,"Choctaw, AL",2023,560070.0
01023,"Choctaw, AL",2024,592372.0
01025,"Clarke, AL",2019,879437.0
01025,"Clarke, AL",2020,948149.0
01025,"Clarke, AL",2021,1027120.0
01025,"Clarke, AL",2022,1004188.0
01025,"Clarke, AL",2023,1047675.0
01025,"Clarke, AL",2024,1098412.0
01027,"Clay, AL",2019,456157.0
01027,"Clay, AL",2020,497846.0
01027,"Clay, AL",2021,560519.0
01027,"Clay, AL",2022,561051.0
01027,"Clay, AL",2023,560898.0
01027,"Clay, AL",2024,600339.0
01029,"Cleburne, AL",2019,541180.0
01029,"Cleburne, AL",2020,570721.0
01029,"Cleburne, AL",2021,651025.0
01029,"Cleburne, AL",2022,681131.0
01029,"Cleburne, AL",2023,707178.0
01029,"Cleburne, AL",2024,751089.0
01031,"Coffee, AL",2019,2266045.0
01031,"Coffee, AL",2020,2419786.0
01031,"Coffee, AL",2021,2736237.0
01031,"Coffee, AL",2022,2841040.0
01031,"Coffee, AL",2023,2995530.0
01031,"Coffee, AL",2024,3202494.0
01033,"Colbert, AL",2019,2143556.0
01033,"Colbert, AL",2020,2313194.0
01033,"Colbert, AL",2021,2549390.0
01033,"Colbert, AL",2022,2593723.0
01033,"Colbert, AL",2023,2743589.0
01033,"Colbert, AL",2024,2870528.0
01035,"Conecuh, AL",2019,401687.0
01035,"Conecuh, AL",2020,428294.0
01035,"Conecuh, AL",2021,469851.0
01035,"Conecuh, AL",2022,463537.0
01035,"Conecuh, AL",2023,480382.0
01035,"Conecuh, AL",2024,506797.0
01037,"Coosa, AL",2019,348089.0
01037,"Coosa, AL",2020,369305.0
01037,"Coosa, AL",2021,404914.0
01037,"Coosa, AL",2022,399836.0
01037,"Coosa, AL",2023,427077.0
01037,"Coosa, AL",2024,450882.0
01039,"Covington, AL",2019,1332447.0
01039,"Covington, AL",2020,1420093.0
01039,"Covington, AL",2021,1572791.0
01039,"Covington, AL",2022,1591524.0
01039,"Covington, AL",2023,1654918.0
01039,"Covington, AL",2024,1779540.0
01041,"Crenshaw, AL",2019,503965.0
01041,"Crenshaw, AL",2020,524572.0
01041,"Crenshaw, AL",2021,599864.0
01041,"Crenshaw, AL",2022,634933.0
01041,"Crenshaw, AL",2023,636831.0
01041,"Crenshaw, AL",2024,694544.0
01043,"Cullman, AL",2019,3464035.0
01043,"Cullman, AL",2020,3659162.0
01043,"Cullman, AL",2021,4210211.0
01043,"Cullman, AL",2022,4510426.0
01043,"Cullman, AL",2023,4682319.0
01043,"Cullman, AL",2024,4961405.0
01045,"Dale, AL",2019,1849265.0
01045,"Dale, AL",2020,1970617.0
01045,"Dale, AL",2021,2185795.0
01045,"Dale, AL",2022,2221391.0
01045,"Dale, AL",2023,2308824.0
01045,"Dale, AL",2024,2441631.0
01047,"Dallas, AL",2019,1372818.0
01047,"Dallas, AL",2020,1501284.0
01047,"Dallas, AL",2021,1598227.0
01047,"Dallas, AL",2022,1554155.0
01047,"Dallas, AL",2023,1637962.0
01047,"Dallas, AL",2024,1713774.0
01049,"DeKalb, AL",2019,2349863.0
01049,"DeKalb, AL",2020,2507281.0
01049,"DeKalb, AL",2021,2887860.0
01049,"DeKalb, AL",2022,3034215.0
01049,"DeKalb, AL",2023,3080481.0
01049,"DeKalb, AL",2024,3301597.0
01051,"Elmore, AL",2019,3650182.0
01051,"Elmore, AL",2020,3915454.0
01051,"Elmore, AL",2021,4320068.0
01051,"Elmore, AL",2022,4368603.0
01051,"Elmore, AL",2023,4731271.0
01051,"Elmore, AL",2024,5051501.0
01053,"Escambia, AL",2019,1229028.0
01053,"Escambia, AL",2020,1326936.0
01053,"Escambia, AL",2021,1474825.0
01053,"Escambia, AL",2022,1483063.0
01053,"Escambia, AL",2023,1565568.0
01053,"Escambia, AL",2024,1664182.0
01055,"Etowah, AL",2019,3855951.0
01055,"Etowah, AL",2020,4093601.0
01055,"Etowah, AL",2021,4415727.0
01055,"Etowah, AL",2022,4441565.0
01055,"Etowah, AL",2023,4652605.0
01055,"Etowah, AL",2024,4931908.0
01057,"Fayette, AL",2019,586407.0
01057,"Fayette, AL",2020,624918.0
01057,"Fayette, AL",2021,681667.0
01057,"Fayette, AL",2022,690046.0
01057,"Fayette, AL",2023,691543.0
01057,"Fayette, AL",2024,723544.0
01059,"Franklin, AL",2019,1089381.0
01059,"Franklin, AL",2020,1171648.0
01059,"Franklin, AL",2021,1291457.0
01059,"Franklin, AL",2022,1353944.0
01059,"Franklin, AL",2023,1341396.0
01059,"Franklin, AL",2024,1426402.0
01061,"Geneva, AL",2019,951247.0
01061,"Geneva, AL",2020,1020206.0
01061,"Geneva, AL",2021,1123323.0
01061,"Geneva, AL",2022,1135431.0
01061,"Geneva, AL",2023,1197892.0
01061,"Geneva, AL",2024,1269062.0
01063,"Greene, AL",2019,261373.0
01063,"Greene, AL",2020,283412.0
01063,"Greene, AL",2021,307536.0
01063,"Greene, AL",2022,286636.0
01063,"Greene, AL",2023,296372.0
01063,"Greene, AL",2024,306677.0
01065,"Hale, AL",2019,560192.0
01065,"Hale, AL",2020,612348.0
01065,"Hale, AL",2021,661966.0
01065,"Hale, AL",2022,652185.0
01065,"Hale, AL",2023,695451.0
01065,"Hale, AL",2024,730501.0
01067,"Henry, AL",2019,759360.0
01067,"Henry, AL",2020,806201.0
01067,"Henry, AL",2021,938379.0
01067,"Henry, AL",2022,936923.0
01067,"Henry, AL",2023,966862.0
01067,"Henry, AL",2024,1027895.0
01069,"Houston, AL",2019,4691900.0
01069,"Houston, AL",2020,5092430.0
01069,"Houston, AL",2021,5554943.0
01069,"Houston, AL",2022,5623055.0
01069,"Houston, AL",2023,5957210.0
01069,"Houston, AL",2024,6311941.0
01071,"Jackson, AL",2019,1941776.0
01071,"Jackson, AL",2020,2050085.0
01071,"Jackson, AL",2021,2280345.0
01071,"Jackson, AL",2022,2339423.0
01071,"Jackson, AL",2023,2451574.0
01071,"Jackson, AL",2024,2585644.0
01073,"Jefferson, AL",2019,36848121.0
01073,"Jefferson, AL",2020,39111547.0
01073,"Jefferson, AL",2021,43744242.0
01073,"Jefferson, AL",2022,44950955.0
01073,"Jefferson, AL",2023,48021700.0
01073,"Jefferson, AL",2024,50063400.0
01075,"Lamar, AL",2019,478851.0
01075,"Lamar, AL",2020,513900.0
01075,"Lamar, AL",2021,548134.0
01075,"Lamar, AL",2022,547037.0
01075,"Lamar, AL",2023,574029.0
01075,"Lamar, AL",2024,607890.0
01077,"Lauderdale, AL",2019,3570397.0
01077,"Lauderdale, AL",2020,3957339.0
01077,"Lauderdale, AL",2021,4265906.0
01077,"Lauderdale, AL",2022,4307752.0
01077,"Lauderdale, AL",2023,4568957.0
01077,"Lauderdale, AL",2024,4832246.0
01079,"Lawrence, AL",2019,1181590.0
01079,"Lawrence, AL",2020,1250827.0
01079,"Lawrence, AL",2021,1399627.0
01079,"Lawrence, AL",2022,1458662.0
01079,"Lawrence, AL",2023,1507541.0
01079,"Lawrence, AL",2024,1584018.0
01081,"Lee, AL",2019,6714439.0
01081,"Lee, AL",2020,7174079.0
01081,"Lee, AL",2021,8048219.0
01081,"Lee, AL",2022,8360193.0
01081,"Lee, AL",2023,8958158.0
01081,"Lee, AL",2024,9544687.0
01083,"Limestone, AL",2019,4483870.0
01083,"Limestone, AL",2020,4939677.0
01083,"Limestone, AL",2021,5716220.0
01083,"Limestone, AL",2022,5986392.0
01083,"Limestone, AL",2023,6568331.0
01083,"Limestone, AL",2024,7090561.0
01085,"Lowndes, AL",2019,408072.0
01085,"Lowndes, AL",2020,446560.0
01085,"Lowndes, AL",2021,483172.0
01085,"Lowndes, AL",2022,498208.0
01085,"Lowndes, AL",2023,517936.0
01085,"Lowndes, AL",2024,551280.0
01087,"Macon, AL",2019,615291.0
01087,"Macon, AL",2020,676564.0
01087,"Macon, AL",2021,719840.0
01087,"Macon, AL",2022,719916.0
01087,"Macon, AL",2023,763522.0
01087,"Macon, AL",2024,813313.0
01089,"Madison, AL",2019,20113981.0
01089,"Madison, AL",2020,21908406.0
01089,"Madison, AL",2021,24070200.0
01089,"Madison, AL",2022,25267266.0
01089,"Madison, AL",2023,27345440.0
01089,"Madison, AL",2024,29227380.0
01091,"Marengo, AL",2019,770948.0
01091,"Marengo, AL",2020,845558.0
01091,"Marengo, AL",2021,902114.0
01091,"Marengo, AL",2022,879478.0
01091,"Marengo, AL",2023,930209.0
01091,"Marengo, AL",2024,973286.0
01093,"Marion, AL",2019,986057.0
01093,"Marion, AL",2020,1083302.0
01093,"Marion, AL",2021,1206178.0
01093,"Marion, AL",2022,1264933.0
01093,"Marion, AL",2023,1325490.0
01093,"Marion, AL",2024,1383435.0
01095,"Marshall, AL",2019,3667876.0
01095,"Marshall, AL",2020,4022308.0
01095,"Marshall, AL",2021,4532402.0
01095,"Marshall, AL",2022,4684067.0
01095,"Marshall, AL",2023,4934754.0
01095,"Marshall, AL",2024,5231303.0
01097,"Mobile, AL",2019,16310095.0
01097,"Mobile, AL",2020,17649036.0
01097,"Mobile, AL",2021,19753250.0
01097,"Mobile, AL",2022,19894018.0
01097,"Mobile, AL",2023,21197626.0
01097,"Mobile, AL",2024,22225329.0
01099,"Monroe, AL",2019,705412.0
01099,"Monroe, AL",2020,763044.0
01099,"Monroe, AL",2021,832991.0
01099,"Monroe, AL",2022,824872.0
01099,"Monroe, AL",2023,850410.0
01099,"Monroe, AL",2024,891079.0
01101,"Montgomery, AL",2019,9918583.0
01101,"Montgomery, AL",2020,10522981.0
01101,"Montgomery, AL",2021,11282453.0
01101,"Montgomery, AL",2022,11517277.0
01101,"Montgomery, AL",2023,12242570.0
01101,"Montgomery, AL",2024,12935903.0
01103,"Morgan, AL",2019,4965766.0
01103,"Morgan, AL",2020,5328966.0
01103,"Morgan, AL",2021,5752511.0
01103,"Morgan, AL",2022,5910214.0
01103,"Morgan, AL",2023,6244332.0
01103,"Morgan, AL",2024,6596493.0
01105,"Perry, AL",2019,283694.0
01105,"Perry, AL",2020,319722.0
01105,"Perry, AL",2021,336799.0
01105,"Perry, AL",2022,317622.0
01105,"Perry, AL",2023,332023.0
01105,"Perry, AL",2024,343681.0
01107,"Pickens, AL",2019,697022.0
01107,"Pickens, AL",2020,740194.0
01107,"Pickens, AL",2021,819121.0
01107,"Pickens, AL",2022,780090.0
01107,"Pickens, AL",2023,802100.0
01107,"Pickens, AL",2024,833098.0
01109,"Pike, AL",2019,1248606.0
01109,"Pike, AL",2020,1347005.0
01109,"Pike, AL",2021,1497338.0
01109,"Pike, AL",2022,1569674.0
01109,"Pike, AL",2023,1615672.0
01109,"Pike, AL",2024,1712695.0
01111,"Randolph, AL",2019,766278.0
01111,"Randolph, AL",2020,805300.0
01111,"Randolph, AL",2021,933882.0
01111,"Randolph, AL",2022,959630.0
01111,"Randolph, AL",2023,977988.0
01111,"Randolph, AL",2024,1048327.0
01113,"Russell, AL",2019,1942515.0
01113,"Russell, AL",2020,2121944.0
01113,"Russell, AL",2021,2347145.0
01113,"Russell, AL",2022,2285229.0
01113,"Russell, AL",2023,2421840.0
01113,"Russell, AL",2024,2587102.0
01115,"St. Clair, AL",2019,3729435.0
01115,"St. Clair, AL",2020,3953193.0
01115,"St. Clair, AL",2021,4400657.0
01115,"St. Clair, AL",2022,4529538.0
01115,"St. Clair, AL",2023,4879070.0
01115,"St. Clair, AL",2024,5319193.0
01117,"Shelby, AL",2019,12649232.0
01117,"Shelby, AL",2020,13416160.0
01117,"Shelby, AL",2021,14868681.0
01117,"Shelby, AL",2022,15527827.0
01117,"Shelby, AL",2023,16704154.0
01117,"Shelby, AL",2024,17582697.0
01119,"Sumter, AL",2019,401203.0
01119,"Sumter, AL",2020,436846.0
01119,"Sumter, AL",2021,469400.0
01119,"Sumter, AL",2022,458729.0
01119,"Sumter, AL",2023,478315.0
01119,"Sumter, AL",2024,499503.0
01121,"Talladega, AL",2019,2885164.0
01121,"Talladega, AL",2020,3090305.0
01121,"Talladega, AL",2021,3337497.0
01121,"Talladega, AL",2022,3352179.0
01121,"Talladega, AL",2023,3554846.0
01121,"Talladega, AL",2024,3723512.0
01123,"Tallapoosa, AL",2019,1730138.0
01123,"Tallapoosa, AL",2020,1827860.0
01123,"Tallapoosa, AL",2021,2006456.0
01123,"Tallapoosa, AL",2022,2010798.0
01123,"Tallapoosa, AL",2023,2140299.0
01123,"Tallapoosa, AL",2024,2243189.0
01125,"Tuscaloosa, AL",2019,8474780.0
01125,"Tuscaloosa, AL",2020,9161406.0
01125,"Tuscaloosa, AL",2021,9743892.0
01125,"Tuscaloosa, AL",2022,10009204.0
01125,"Tuscaloosa, AL",2023,10678392.0
01125,"Tuscaloosa, AL",2024,11263555.0
01127,"Walker, AL",2019,2687293.0
01127,"Walker, AL",2020,2787191.0
01127,"Walker, AL",2021,3043654.0
01127,"Walker, AL",2022,3174147.0
01127,"Walker, AL",2023,3375853.0
01127,"Walker, AL",2024,3577564.0
01129,"Washington, AL",2019,603264.0
01129,"Washington, AL",2020,625704.0
01129,"Washington, AL",2021,675599.0
01129,"Washington, AL",2022,687112.0
01129,"Washington, AL",2023,714083.0
01129,"Washington, AL",2024,759103.0
01131,"Wilcox, AL",2019,352417.0
01131,"Wilcox, AL",2020,374940.0
01131,"Wilcox, AL",2021,413492.0
01131,"Wilcox, AL",2022,392442.0
01131,"Wilcox, AL",2023,414979.0
01131,"Wilcox, AL",2024,440075.0
01133,"Winston, AL",2019,845882.0
01133,"Winston, AL",2020,926259.0
01133,"Winston, AL",2021,1014823.0
01133,"Winston, AL",2022,1033661.0
01133,"Winston, AL",2023,1070471.0
01133,"Winston, AL",2024,1128539.0
02010,"Aleutian Islands Census Area, AK*",2019,0.0
02010,"Aleutian Islands Census Area, AK*",2020,0.0
02010,"Aleutian Islands Census Area, AK*",2021,0.0
02010,"Aleutian Islands Census Area, AK*",2022,0.0
02010,"Aleutian Islands Census Area, AK*",2023,0.0
02010,"Aleutian Islands Census Area, AK*",2024,0.0
02013,"Aleutians East Borough, AK*",2019,202667.0
02013,"Aleutians East Borough, AK*",2020,195109.0
02013,"Aleutians East Borough, AK*",2021,202702.0
02013,"Aleutians East Borough, AK*",2022,218775.0
02013,"Aleutians East Borough, AK*",2023,226775.0
02013,"Aleutians East Borough, AK*",2024,180233.0
02016,"Aleutians West Census Area, AK*",2019,315261.0
02016,"Aleutians West Census Area, AK*",2020,326614.0
02016,"Aleutians West Census Area, AK*",2021,329306.0
02016,"Aleutians West Census Area, AK*",2022,351961.0
02016,"Aleutians West Census Area, AK*",2023,370521.0
02016,"Aleutians West Census Area, AK*",2024,377922.0
02020,"Anchorage Municipality, AK",2019,19383968.0
02020,"Anchorage Municipality, AK",2020,19760423.0
02020,"Anchorage Municipality, AK",2021,20857669.0
02020,"Anchorage Municipality, AK",2022,21961067.0
02020,"Anchorage Municipality, AK",2023,23079288.0
02020,"Anchorage Municipality, AK",2024,24433471.0
02050,"Bethel Census Area, AK*",2019,826076.0
02050,"Bethel Census Area, AK*",2020,851504.0
02050,"Bethel Census Area, AK*",2021,873194.0
02050,"Bethel Census Area, AK*",2022,899885.0
02050,"Bethel Census Area, AK*",2023,889148.0
02050,"Bethel Census Area, AK*",2024,924730.0
02060,"Bristol Bay Borough, AK",2019,117728.0
02060,"Bristol Bay Borough, AK",2020,118364.0
02060,"Bristol Bay Borough, AK",2021,138208.0
02060,"Bristol Bay Borough, AK",2022,138655.0
02060,"Bristol Bay Borough, AK",2023,140292.0
02060,"Bristol Bay Borough, AK",2024,140031.0
02063,"Chugach Census Area, AK*",2019,0.0
02063,"Chugach Census Area, AK*",2020,435013.0
02063,"Chugach Census Area, AK*",2021,479716.0
02063,"Chugach Census Area, AK*",2022,483528.0
02063,"Chugach Census Area, AK*",2023,490305.0
02063,"Chugach Census Area, AK*",2024,491535.0
02066,"Copper River Census Area, AK*",2019,0.0
02066,"Copper River Census Area, AK*",2020,128937.0
02066,"Copper River Census Area, AK*",2021,154511.0
02066,"Copper River Census Area, AK*",2022,149579.0
02066,"Copper River Census Area, AK*",2023,161224.0
02066,"Copper River Census Area, AK*",2024,169064.0
02068,"Denali Borough, AK*",2019,172126.0
02068,"Denali Borough, AK*",2020,143041.0
02068,"Denali Borough, AK*",2021,174649.0
02068,"Denali Borough, AK*",2022,190181.0
02068,"Denali Borough, AK*",2023,207670.0
02068,"Denali Borough, AK*",2024,217890.0
02070,"Dillingham Census Area, AK*",2019,282891.0
02070,"Dillingham Census Area, AK*",2020,277712.0
02070,"Dillingham Census Area, AK*",2021,281673.0
02070,"Dillingham Census Area, AK*",2022,287027.0
02070,"Dillingham Census Area, AK*",2023,293375.0
02070,"Dillingham Census Area, AK*",2024,307997.0
02090,"Fairbanks North Star Borough, AK",2019,5643548.0
02090,"Fairbanks North Star Borough, AK",2020,5759094.0
02090,"Fairbanks North Star Borough, AK",2021,6240753.0
02090,"Fairbanks North Star Borough, AK",2022,6482992.0
02090,"Fairbanks North Star Borough, AK",2023,6690806.0
02090,"Fairbanks North Star Borough, AK",2024,7139476.0
02100,"Haines Borough, AK*",2019,175359.0
02100,"Haines Borough, AK*",2020,158403.0
02100,"Haines Borough, AK*",2021,178767.0
02100,"Haines Borough, AK*",2022,177008.0
02100,"Haines Borough, AK*",2023,196569.0
02100,"Haines Borough, AK*",2024,211953.0
02105,"Hoonah-Angoon Census Area, AK*",2019,132881.0
02105,"Hoonah-Angoon Census Area, AK*",2020,130699.0
02105,"Hoonah-Angoon Census Area, AK*",2021,142317.0
02105,"Hoonah-Angoon Census Area, AK*",2022,156712.0
02105,"Hoonah-Angoon Census Area, AK*",2023,167630.0
02105,"Hoonah-Angoon Census Area, AK*",2024,180163.0
02110,"Juneau City and Borough, AK",2019,2262057.0
02110,"Juneau City and Borough, AK",2020,2272653.0
02110,"Juneau City and Borough, AK",2021,2382205.0
02110,"Juneau City and Borough, AK",2022,2521461.0
02110,"Juneau City and Borough, AK",2023,2675853.0
02110,"Juneau City and Borough, AK",2024,2806401.0
02122,"Kenai Peninsula Borough, AK*",2019,3153444.0
02122,"Kenai Peninsula Borough, AK*",2020,3290304.0
02122,"Kenai Peninsula Borough, AK*",2021,3553223.0
02122,"Kenai Peninsula Borough, AK*",2022,3675382.0
02122,"Kenai Peninsula Borough, AK*",2023,3918393.0
02122,"Kenai Peninsula Borough, AK*",2024,4130627.0
02130,"Ketchikan Gateway Borough, AK*",2019,956687.0
02130,"Ketchikan Gateway Borough, AK*",2020,920582.0
02130,"Ketchikan Gateway Borough, AK*",2021,966194.0
02130,"Ketchikan Gateway Borough, AK*",2022,1015731.0
02130,"Ketchikan Gateway Borough, AK*",2023,1108391.0
02130,"Ketchikan Gateway Borough, AK*",2024,1165919.0
02150,"Kodiak Island Borough, AK",2019,821448.0
02150,"Kodiak Island Borough, AK",2020,854217.0
02150,"Kodiak Island Borough, AK",2021,886157.0
02150,"Kodiak Island Borough, AK",2022,908191.0
02150,"Kodiak Island Borough, AK",2023,955432.0
02150,"Kodiak Island Borough, AK",2024,965329.0
02158,"Kusilvak Census Area, AK*",2019,259342.0
02158,"Kusilvak Census Area, AK*",2020,272305.0
02158,"Kusilvak Census Area, AK*",2021,301551.0
02158,"Kusilvak Census Area, AK*",2022,308445.0
02158,"Kusilvak Census Area, AK*",2023,294363.0
02158,"Kusilvak Census Area, AK*",2024,300083.0
02164,"Lake and Peninsula Borough, AK*",2019,89386.0
02164,"Lake and Peninsula Borough, AK*",2020,84405.0
02164,"Lake and Peninsula Borough, AK*",2021,91190.0
02164,"Lake and Peninsula Borough, AK*",2022,94559.0
02164,"Lake and Peninsula Borough, AK*",2023,99636.0
02164,"Lake and Peninsula Borough, AK*",2024,100647.0
02170,"Matanuska-Susitna Borough, AK",2019,5311995.0
02170,"Matanuska-Susitna Borough, AK",2020,5633023.0
02170,"Matanuska-Susitna Borough, AK",2021,6116886.0
02170,"Matanuska-Susitna Borough, AK",2022,6641917.0
02170,"Matanuska-Susitna Borough, AK",2023,6973122.0
02170,"Matanuska-Susitna Borough, AK",2024,7526568.0
02180,"Nome Census Area, AK",2019,528819.0
02180,"Nome Census Area, AK",2020,539555.0
02180,"Nome Census Area, AK",2021,571701.0
02180,"Nome Census Area, AK",2022,625750.0
02180,"Nome Census Area, AK",2023,628867.0
02180,"Nome Census Area, AK",2024,671261.0
02185,"North Slope Borough, AK*",2019,877849.0
02185,"North Slope Borough, AK*",2020,837400.0
02185,"North Slope Borough, AK*",2021,787928.0
02185,"North Slope Borough, AK*",2022,836831.0
02185,"North Slope Borough, AK*",2023,915648.0
02185,"North Slope Borough, AK*",2024,983282.0
02188,"Northwest Arctic Borough, AK",2019,371401.0
02188,"Northwest Arctic Borough, AK",2020,381667.0
02188,"Northwest Arctic Borough, AK",2021,394086.0
02188,"Northwest Arctic Borough, AK",2022,413247.0
02188,"Northwest Arctic Borough, AK",2023,417959.0
02188,"Northwest Arctic Borough, AK",2024,448641.0
02195,"Petersburg Borough, AK*",2019,224921.0
02195,"Petersburg Borough, AK*",2020,234333.0
02195,"Petersburg Borough, AK*",2021,257789.0
02195,"Petersburg Borough, AK*",2022,252881.0
02195,"Petersburg Borough, AK*",2023,281879.0
02195,"Petersburg Borough, AK*",2024,284449.0
02198,"Prince of Wales-Hyder Census Area, AK*",2019,283815.0
02198,"Prince of Wales-Hyder Census Area, AK*",2020,295622.0
02198,"Prince of Wales-Hyder Census Area, AK*",2021,310170.0
02198,"Prince of Wales-Hyder Census Area, AK*",2022,304212.0
02198,"Prince of Wales-Hyder Census Area, AK*",2023,314385.0
02198,"Prince of Wales-Hyder Census Area, AK*",2024,327499.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2019,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2020,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2021,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2022,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2023,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2024,0.0
02220,"Sitka City and Borough, AK*",2019,585698.0
02220,"Sitka City and Borough, AK*",2020,571820.0
02220,"Sitka City and Borough, AK*",2021,657488.0
02220,"Sitka City and Borough, AK*",2022,672028.0
02220,"Sitka City and Borough, AK*",2023,731607.0
02220,"Sitka City and Borough, AK*",2024,764044.0
02230,"Skagway Municipality, AK*",2019,95892.0
02230,"Skagway Municipality, AK*",2020,71905.0
02230,"Skagway Municipality, AK*",2021,79454.0
02230,"Skagway Municipality, AK*",2022,85848.0
02230,"Skagway Municipality, AK*",2023,101982.0
02230,"Skagway Municipality, AK*",2024,111718.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2019,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2020,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2021,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2022,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2023,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2024,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2019,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2020,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2021,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2022,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2023,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2024,0.0
02240,"Southeast Fairbanks Census Area, AK*",2019,350905.0
02240,"Southeast Fairbanks Census Area, AK*",2020,363472.0
02240,"Southeast Fairbanks Census Area, AK*",2021,416337.0
02240,"Southeast Fairbanks Census Area, AK*",2022,429770.0
02240,"Southeast Fairbanks Census Area, AK*",2023,462344.0
02240,"Southeast Fairbanks Census Area, AK*",2024,503017.0
02261,"Valdez-Cordova Census Area, AK*",2019,572964.0
02261,"Valdez-Cordova Census Area, AK*",2020,0.0
02261,"Valdez-Cordova Census Area, AK*",2021,0.0
02261,"Valdez-Cordova Census Area, AK*",2022,0.0
02261,"Valdez-Cordova Census Area, AK*",2023,0.0
02261,"Valdez-Cordova Census Area, AK*",2024,0.0
02275,"Wrangell City and Borough, AK*",2019,118002.0
02275,"Wrangell City and Borough, AK*",2020,120320.0
02275,"Wrangell City and Borough, AK*",2021,127264.0
02275,"Wrangell City and Borough, AK*",2022,127028.0
02275,"Wrangell City and Borough, AK*",2023,133030.0
02275,"Wrangell City and Borough, AK*",2024,139764.0
02280,"Wrangell-Petersburg Census Area, AK*",2019,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2020,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2021,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2022,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2023,0.0
